ReturnMin,Iteration,TimestepsSoFar,IWLastEpisode,LQGmu1_actor,Regret/t,DenMISELogFirst,ReturnStepMax,ReturnLastEpisode,ReturnMean,delta,IWMean,Regret,Bound,DenMISEMeanLog,LQGsigma_higher,LQGmu1_higher,DenMISELogLast,ReturnAbsMax,IWFirstEpisode,IWMin,IWMax,ReturnMax,TimeElapsed
,3992,79840,4.946177,-1.1583176,1.3430767,-1.7063698,19.23485,17.197153,16.016924,7.629577e-11,0.98718005,5361.5625,21.934912,-0.51037437,0.14999999,-1.0,-2.0305507,17.44557,8.08774e-11,,5.1353817,17.44557,10925.24504995346
,3993,79860,4.7061133,-1.1631296,1.3427849,-1.7066202,19.23485,17.186457,16.017216,7.625755e-11,0.987522,5361.7383,21.938084,-0.5105322,0.14999999,-1.0,-1.1276687,17.44557,8.089776e-11,,5.1300683,17.44557,10929.93828701973
,3994,79880,4.7182684,-0.8303712,1.3424911,-1.7068707,19.23485,17.1848,16.01751,7.621938e-11,0.9878668,5361.914,21.941296,-0.51069915,0.14999999,-1.0,-1.1646217,17.44557,8.091798e-11,,5.12477,17.44557,10934.646529197693
,3995,79900,1.6234175,-1.2032559,1.342165,-1.707121,19.23485,17.324041,16.017836,7.618122e-11,0.98743695,5361.949,21.93126,-0.510611,0.14999999,-1.0,-0.1457729,17.44557,8.09382e-11,,5.119485,17.44557,10939.358310937881
,3996,79920,4.825912,-0.8633751,1.3418694,-1.7073712,19.23485,17.20082,16.018131,7.614309e-11,0.98780996,5362.1094,21.934994,-0.51086533,0.14999999,-1.0,-1.5138842,17.44557,8.095843e-11,,5.114212,17.44557,10943.982879638672
,3997,79940,2.0545733,-1.0232157,1.341547,-1.7076215,19.23485,17.30021,16.018454,7.6105004e-11,0.9874895,5362.164,21.926846,-0.51077974,0.14999999,-1.0,-0.15669464,17.44557,8.0978654e-11,,5.108952,17.44557,10948.657550573349
,3998,79960,3.9128516,-0.9390954,1.3412514,-1.7078717,19.23485,17.204145,16.01875,7.606693e-11,0.9876351,5362.3203,21.92667,-0.5107547,0.14999999,-1.0,-0.39806196,17.44557,8.099905e-11,,5.1037073,17.44557,10953.323161363602
,3999,79980,3.0384943,-1.0519276,1.3409405,-1.7081217,19.23485,17.260868,16.01906,7.60289e-11,0.98756206,5362.418,21.922789,-0.51068413,0.14999999,-1.0,-0.21561114,17.44557,8.101929e-11,,5.0984755,17.44557,10957.949849128723
,4000,80000,4.13027,-1.1033541,1.3406467,-1.7083718,19.23485,17.19734,16.019354,7.599089e-11,0.98776335,5362.582,21.923578,-0.51068467,0.14999999,-1.0,-0.50008297,17.44557,8.1039536e-11,,5.093256,17.44557,10962.616452932358
,4001,80020,4.439244,-0.86240995,1.3403511,-1.7086217,19.23485,17.202793,16.01965,7.5952904e-11,0.9880419,5362.7383,21.925703,-0.51074755,0.14999999,-1.0,-0.7496818,17.44557,8.1059784e-11,,5.088052,17.44557,10967.250631809235
,4002,80040,2.0390415,-1.2178664,1.3400269,-1.7088716,19.23485,17.315657,16.019974,7.5914955e-11,0.98772055,5362.7812,21.91758,-0.5106617,0.14999999,-1.0,-0.15498778,17.44557,8.1080045e-11,,5.08286,17.44557,10971.944838285446
,4003,80060,4.8276577,-0.78161025,1.3397312,-1.7091215,19.23485,17.20191,16.02027,7.587703e-11,0.9880972,5362.9453,21.921404,-0.5109497,0.14999999,-1.0,-1.6509751,17.44557,8.110031e-11,,5.0776806,17.44557,10976.651027441025
,4004,80080,0.19050053,-0.3568527,1.3393974,-1.7093712,19.23485,17.356272,16.020603,7.5839134e-11,1.016076,5362.953,21.915936,-0.5108584,0.14999999,-0.42857143,-0.13341595,17.44557,0.046824314,,2.7757318,17.44557,10981.302540540695
,4005,80100,2.8880424,-0.5713091,1.3390903,-1.7096093,19.23485,17.24599,16.02091,7.580126e-11,1.0200016,5363.0625,21.916681,-0.51075286,0.14999999,-0.3877551,-0.10361871,17.44557,0.11355616,,2.8880615,17.44557,10985.834775686264
,4006,80120,2.2149286,-0.6945664,1.338747,-1.7098305,19.23485,17.400862,16.021254,7.576343e-11,1.0116843,5363.0234,21.913559,-0.5106323,0.14999999,-0.46938777,-0.0478821,17.44557,0.017942328,,2.7307053,17.44557,10990.368371009827
,4007,80140,1.0649862e-07,0.19596046,1.3384075,-1.7100757,19.23485,17.38107,16.021593,7.572561e-11,0.9634971,5363.0,21.910679,-0.51052856,0.14999999,0.18367347,-0.10680484,17.44557,11.584421,,21.444307,17.44557,10996.080684423447
,4008,80160,3.2706758e-13,-0.95502627,1.3402214,-1.7074383,19.23485,8.75503,16.01978,7.568783e-11,0.9875917,5371.6055,21.910316,-0.5109242,0.14999999,-1.0,-2.0581362,17.44557,8.096383e-11,,5.0775814,17.44557,11001.071861743927
,4009,80180,0.0895513,-0.5048868,1.3399162,-1.7076879,19.23485,17.243326,16.020084,7.565008e-11,1.0011595,5371.7227,21.908588,-0.5108589,0.14999999,-0.5510204,-0.23600316,17.44557,0.0021032684,,2.772178,17.44557,11006.4236972332
,4010,80200,2.7298908,-0.6260994,1.3395805,-1.7079366,19.23485,17.364704,16.02042,7.561235e-11,1.006637,5371.7188,21.909412,-0.5107378,0.14999999,-0.5102041,-0.026708433,17.44557,0.006369536,,2.735095,17.44557,11011.513583898544
,4011,80220,2.7904763,-0.27912045,1.3392372,-1.7081845,19.23485,17.393768,16.020763,7.557465e-11,0.99616843,5371.6797,21.910004,-0.51062727,0.14999999,-0.59183675,-0.07411823,17.44557,0.0006454265,,2.8229244,17.44557,11016.20750284195
,4012,80240,3.3008968e-05,-0.85209143,1.3389683,-1.7084336,19.23485,17.106539,16.021032,7.553698e-11,0.98742604,5371.9375,21.904991,-0.5105637,0.14999999,-1.0,-0.2512512,17.44557,8.1044484e-11,,5.076218,17.44557,11020.891798496246
,4013,80260,0.057487868,-0.5540922,1.3386421,-1.7086828,19.23485,17.32429,16.021358,7.549934e-11,1.0158663,5371.9688,21.903835,-0.5104775,0.14999999,-0.42857143,-0.15161957,17.44557,0.046792094,,2.7725434,17.44557,11025.562355041504
,4014,80280,2.4124498,-0.364147,1.3382931,-1.7089202,19.23485,17.427889,16.021708,7.5461734e-11,0.9912306,5371.9023,21.906979,-0.5103563,0.14999999,-0.63265306,-0.039612524,17.44557,0.00018397075,,2.881528,17.44557,11030.205945014954
,4015,80300,2.8842878,-0.5917153,1.3379955,-1.7091694,19.23485,17.217518,16.022005,7.5424146e-11,1.0198566,5372.0547,21.907091,-0.5102545,0.14999999,-0.3877551,-0.09348187,17.44557,0.11350623,,2.8864744,17.44557,11034.882592439651
,4016,80320,2.7110634,-0.53192693,1.3376598,-1.7093902,19.23485,17.367395,16.02234,7.5386586e-11,1.0015953,5372.047,21.906868,-0.5101365,0.14999999,-0.5510204,-0.055961158,17.44557,0.002106852,,2.7673898,17.44557,11040.888548851013
,4017,80340,2.721275,-0.8065177,1.3373241,-1.7096386,19.23485,17.367964,16.022676,7.534906e-11,1.0017738,5372.035,21.90785,-0.51001686,0.14999999,-0.5510204,-0.03102038,17.44557,0.0021073753,,2.7661726,17.44557,11045.495603322983
,4018,80360,3.0522733,-0.8295254,1.3369961,-1.7098869,19.23485,17.33922,16.023005,7.5311556e-11,0.9831041,5372.0547,21.906734,-0.5099245,0.14999999,-0.79591835,-0.14020178,17.44557,5.780026e-07,,3.0543256,17.44557,11050.116569519043
,4019,80380,2.999039,-0.8237391,1.3366718,-1.7101358,19.23485,17.332983,16.023329,7.5274086e-11,0.9833182,5372.082,21.907825,-0.50983804,0.14999999,-0.79591835,-0.14520901,17.44557,5.7814646e-07,,3.0527654,17.44557,11054.755321025848
,4020,80400,3.0168762,-0.8520662,1.3363457,-1.7103846,19.23485,17.334042,16.023655,7.5236636e-11,0.9835365,5372.1094,21.908998,-0.5097509,0.14999999,-0.79591835,-0.14324033,17.44557,5.782904e-07,,3.051207,17.44557,11059.354005336761
,4021,80420,2.8837223,-0.63989395,1.3360233,-1.7106333,19.23485,17.316965,16.023977,7.519922e-11,0.9837217,5372.1484,21.909588,-0.5096659,0.14999999,-0.79591835,-0.15095778,17.44557,5.784343e-07,,3.0496514,17.44557,11064.019481658936
,4022,80440,1.6759044,-0.68975735,1.3356781,-1.710882,19.23485,17.416313,16.024323,7.516183e-11,0.98360646,5372.0938,21.905024,-0.50956297,0.14999999,-0.79591835,-0.07914073,17.44557,5.7857835e-07,,3.048098,17.44557,11068.674235343933
,4023,80460,2.7404397,-0.62034345,1.3353462,-1.7111306,19.23485,17.356272,16.024654,7.512447e-11,0.9917252,5372.0938,21.906185,-0.5094659,0.14999999,-0.63265306,-0.102401346,17.44557,0.00018437771,,2.8758292,17.44557,11073.254216909409
,4024,80480,2.8391004,-0.86974585,1.3349991,-1.711379,19.23485,17.42226,16.025002,7.508713e-11,0.9919307,5372.0312,21.907452,-0.5093583,0.14999999,-0.63265306,-0.06867292,17.44557,0.00018442361,,2.8744893,17.44557,11077.885671138763
,4025,80500,2.7571197,-0.9525305,1.3346844,-1.7116275,19.23485,17.292915,16.025316,7.504983e-11,0.98392916,5372.1016,21.90649,-0.50927293,0.14999999,-0.79591835,-0.15712723,17.44557,5.7900996e-07,,3.045609,17.44557,11082.561000347137
,4026,80520,1.9453696,-0.65762746,1.3343811,-1.7118759,19.23485,17.241163,16.02562,7.501255e-11,0.9838817,5372.2188,21.903027,-0.50920814,0.14999999,-0.79591835,-0.2323232,17.44557,5.7915355e-07,,3.0440624,17.44557,11087.248395204544
,4027,80540,2.8595295,-0.61471033,1.3340454,-1.7121242,19.23485,17.382082,16.025955,7.4975304e-11,0.99169147,5372.1953,21.89959,-0.50910723,0.14999999,-0.63265306,-0.086336166,17.44557,0.00018456102,,2.8721192,17.44557,11091.867360591888
,4028,80560,2.8173115,-0.72232085,1.3337021,-1.7123725,19.23485,17.409216,16.026299,7.493808e-11,0.9918916,5372.1523,21.900763,-0.5089989,0.14999999,-0.63265306,-0.06475583,17.44557,0.00018460696,,2.8707848,17.44557,11096.552343130112
,4029,80580,2.63953,-0.81441337,1.3333664,-1.7126207,19.23485,17.376524,16.026634,7.490088e-11,0.98406035,5372.133,21.902084,-0.5089026,0.14999999,-0.79591835,-0.1127881,17.44557,5.795851e-07,,3.041585,17.44557,11101.176835298538
,4030,80600,3.028547,-0.87691265,1.3330402,-1.7128689,19.23485,17.334333,16.02696,7.486371e-11,0.9842822,5372.1562,21.903347,-0.5088145,0.14999999,-0.79591835,-0.13750295,17.44557,5.797288e-07,,3.040045,17.44557,11105.847013950348
,4031,80620,2.6950507,-0.64126176,1.3327236,-1.713117,19.23485,17.311853,16.027277,7.4826575e-11,0.98442113,5372.207,21.903166,-0.5087316,0.14999999,-0.79591835,-0.15901509,17.44557,5.7987256e-07,,3.038507,17.44557,11110.546087741852
,4032,80640,2.8675985,-0.67368233,1.3323822,-1.7133651,19.23485,17.401302,16.027618,7.4789466e-11,0.9921573,5372.164,21.901033,-0.50862837,0.14999999,-0.63265306,-0.07694026,17.44557,0.00018479033,,2.867921,17.44557,11115.185302257538
,4033,80660,2.9149323,-0.80237263,1.3320465,-1.7136129,19.23485,17.385633,16.027954,7.475238e-11,0.9885681,5372.1406,21.902382,-0.50852704,0.14999999,-0.67346936,-0.0916661,17.44557,4.8889116e-05,,2.9209473,17.44557,11119.860101222992
,4034,80680,3.0356073,-0.6064576,1.3317204,-1.7138609,19.23485,17.337929,16.02828,7.4715324e-11,0.98477125,5372.16,21.904648,-0.50843686,0.14999999,-0.79591835,-0.13315573,17.44557,5.803041e-07,,3.0356715,17.44557,11124.533040761948
,4035,80700,2.7790194,-0.40487632,1.3313789,-1.7141087,19.23485,17.406792,16.028622,7.46783e-11,0.992573,5372.1133,21.903135,-0.5083293,0.14999999,-0.63265306,-0.059165556,17.44557,0.00018492767,,2.8647964,17.44557,11129.14658999443
,4036,80720,0.05044941,-0.044003204,1.3310661,-1.7143565,19.23485,17.292992,16.028934,7.464129e-11,1.0020999,5372.1797,21.898972,-0.50821865,0.14999999,0.020408163,-0.054299172,17.44557,13.646423,,13.798332,17.44557,11133.881467819214
,4037,80740,0.0038866892,-0.68418175,1.3316383,-1.7112287,19.23485,13.718158,16.028362,7.4604316e-11,0.99229,5375.8203,21.895939,-0.50838274,0.14999999,-0.63265306,-1.1718142,17.44557,0.00018439583,,2.8641827,17.44557,11138.466273069382
,4038,80760,2.7567542,-0.66356665,1.3313026,-1.7114764,19.23485,17.379744,16.028698,7.4567366e-11,0.9924753,5375.801,21.896854,-0.5082823,0.14999999,-0.63265306,-0.09487704,17.44557,0.00018444155,,2.862861,17.44557,11143.17544412613
,4039,80780,2.8353817,-0.8625261,1.330965,-1.7117239,19.23485,17.397663,16.029036,7.453045e-11,0.99268013,5375.7617,21.898123,-0.50817955,0.14999999,-0.63265306,-0.08523181,17.44557,0.00018448729,,2.8615413,17.44557,11147.818188905716
,4040,80800,2.8041673,-0.82737774,1.3306446,-1.7119715,19.23485,17.322168,16.029356,7.449356e-11,0.9848019,5375.8086,21.8997,-0.508093,0.14999999,-0.79591835,-0.15151607,17.44557,5.792088e-07,,3.0330524,17.44557,11153.321079969406
,4041,80820,2.9883633,-0.6192224,1.3303223,-1.712219,19.23485,17.33001,16.029678,7.445671e-11,0.9850137,5375.836,21.900814,-0.50800526,0.14999999,-0.79591835,-0.13853759,17.44557,5.7935245e-07,,3.0315275,17.44557,11158.521473169327
,4042,80840,1.4160283,-1.0452037,1.3299828,-1.7124664,19.23485,17.404482,16.030018,7.441987e-11,0.98483646,5375.789,21.895212,-0.5078992,0.14999999,-0.79591835,-0.063484766,17.44557,5.794956e-07,,3.0300045,17.44557,11162.93956708908
,4043,80860,5.848738e-26,0.83580613,1.3296928,-1.7127137,19.23485,17.201797,16.030308,7.438306e-11,1.0294131,5375.949,21.894384,-0.5078947,0.14999999,0.59183675,-0.47419465,17.44557,0.04373675,,34.642586,17.44557,11168.503506422043
,4044,80880,7.992182e-07,-0.1035061,1.3329773,-1.7129502,19.23485,2.7443984,16.027023,7.434627e-11,1.0136757,5390.5625,21.893145,-0.50847065,0.14999999,-0.06122449,-2.8636067,17.44557,9.464797,,10.012731,17.44557,11174.253069639206
,4045,80900,1.1408452e-07,-1.0051905,1.3330479,-1.7108598,19.23485,15.743513,16.026953,7.4309524e-11,0.98700523,5392.1797,21.890978,-0.5085631,0.14999999,-1.0,-0.8955231,17.44557,8.124135e-11,,5.111145,17.44557,11178.66111946106
,4046,80920,3.7455816,-1.233636,1.3327599,-1.711107,19.23485,17.19784,16.02724,7.42728e-11,0.9871105,5392.3438,21.890154,-0.5085254,0.14999999,-1.0,-0.34299403,17.44557,8.12615e-11,,5.1059566,17.44557,11185.521297454834
,4047,80940,4.8798966,-0.9618934,1.332468,-1.7113541,19.23485,17.198416,16.027533,7.423609e-11,0.9874963,5392.5,21.894165,-0.5088528,0.14999999,-1.0,-1.8199601,17.44557,8.128149e-11,,5.100783,17.44557,11190.06823515892
,4048,80960,3.2938447,-0.9359105,1.3321705,-1.7116011,19.23485,17.234966,16.02783,7.419942e-11,0.9874905,5392.625,21.891466,-0.50879097,0.14999999,-1.0,-0.24614318,17.44557,8.1301646e-11,,5.095619,17.44557,11196.608425855637
,4049,80980,6.3684604e-07,-0.134569,1.3318653,-1.7118481,19.23485,17.2644,16.028135,7.416277e-11,1.0182235,5392.7227,21.888098,-0.5087196,0.14999999,-0.10204082,-0.20705302,17.44557,7.05098,,8.355125,17.44557,11201.13049697876
,4050,81000,3.354282e-07,-1.2002764,1.3318462,-1.7103553,19.23485,16.106556,16.028154,7.412616e-11,0.9874091,5393.9766,21.887547,-0.5087768,0.14999999,-1.0,-0.75775766,17.44557,8.120045e-11,,5.091728,17.44557,11207.50147485733
,4051,81020,4.792701,-0.72597015,1.3315563,-1.7106022,19.23485,17.19926,16.028444,7.408956e-11,0.9877743,5394.133,21.891214,-0.5090198,0.14999999,-1.0,-1.4802599,17.44557,8.122043e-11,,5.0865912,17.44557,11213.577931165695
,4052,81040,2.4479313,-0.67881703,1.3312225,-1.7108489,19.23485,17.384583,16.028778,7.4053e-11,0.9924208,5394.1094,21.889744,-0.5089244,0.14999999,-0.63265306,-0.11057479,17.44557,0.00018432585,,2.8643596,17.44557,11219.334943056107
,4053,81060,2.7814803,-0.56428254,1.330883,-1.7110957,19.23485,17.40495,16.029118,7.401646e-11,0.9926112,5394.0703,21.890781,-0.50882375,0.14999999,-0.63265306,-0.09215989,17.44557,0.00018437138,,2.8630426,17.44557,11225.70163989067
,4054,81080,2.4975839,-0.80706394,1.3305473,-1.7113423,19.23485,17.389858,16.029453,7.3979954e-11,0.9927315,5394.039,21.890587,-0.50871,0.14999999,-0.63265306,-0.041020777,17.44557,0.00018441676,,2.8617275,17.44557,11231.155966997147
,4055,81100,3.0261059,-0.75640494,1.330225,-1.7115889,19.23485,17.333792,16.029776,7.394347e-11,0.984796,5394.0664,21.887756,-0.5086189,0.14999999,-0.79591835,-0.13185559,17.44557,5.7898734e-07,,3.0281868,17.44557,11238.614522695541
,4056,81120,2.5696926,-0.7198996,1.3298969,-1.7118355,19.23485,17.36109,16.030104,7.3907006e-11,0.98915786,5394.0664,21.889044,-0.50852656,0.14999999,-0.67346936,-0.118456095,17.44557,4.8802332e-05,,2.912201,17.44557,11245.118869543076
,4057,81140,2.6021087,-1.1005352,1.3295631,-1.712082,19.23485,17.383644,16.030437,7.3870576e-11,0.98519576,5394.039,21.890911,-0.50843006,0.14999999,-0.79591835,-0.10655961,17.44557,5.7927286e-07,,3.0258493,17.44557,11250.29716038704
,4058,81160,4.4206705,-1.1915462,1.3292751,-1.7123284,19.23485,17.199635,16.030725,7.3834175e-11,0.9876465,5394.199,21.885868,-0.508489,0.14999999,-1.0,-0.7327171,17.44557,8.136075e-11,,5.0889397,17.44557,11256.36344408989
,4059,81180,4.767221,-1.012479,1.3289871,-1.7125748,19.23485,17.20214,16.031013,7.37978e-11,0.9880048,5394.3594,21.889433,-0.50871146,0.14999999,-1.0,-1.3989143,17.44557,8.138077e-11,,5.083817,17.44557,11262.326951503754
,4060,81200,3.7973814,-1.0326453,1.328701,-1.7128211,19.23485,17.194525,16.0313,7.3761455e-11,0.98812425,5394.5234,21.88888,-0.50867784,0.14999999,-1.0,-0.35959077,17.44557,8.1400955e-11,,5.0787096,17.44557,11267.611615657806
,4061,81220,3.965331,-1.0542994,1.328413,-1.7130674,19.23485,17.198986,16.031588,7.372513e-11,0.98828566,5394.6836,21.889057,-0.5086597,0.14999999,-1.0,-0.42309052,17.44557,8.142098e-11,,5.0736146,17.44557,11273.020034313202
,4062,81240,4.1247435,-0.92563266,1.328125,-1.7133137,19.23485,17.20315,16.031876,7.368884e-11,0.98848635,5394.84,21.889923,-0.5086617,0.14999999,-1.0,-0.5043428,17.44557,8.144102e-11,,5.0685315,17.44557,11279.167187929153
,4063,81260,2.849557,-1.4693817,1.3278198,-1.7135599,19.23485,17.270868,16.03218,7.365256e-11,0.9883735,5394.9297,21.885445,-0.5085866,0.14999999,-1.0,-0.19188206,17.44557,8.146106e-11,,5.0634613,17.44557,11284.612761497498
,4064,81280,5.048502,-0.90652156,1.3275337,-1.7138059,19.23485,17.19076,16.032467,7.361633e-11,0.98880273,5395.0938,21.890232,-0.5098268,0.14999999,-1.0,-5.5368924,17.44557,8.148111e-11,,5.058403,17.44557,11290.447254180908
,4065,81300,2.6036928,-0.89614177,1.3272285,-1.714052,19.23485,17.278524,16.032772,7.358011e-11,0.9886302,5395.1875,21.884739,-0.5097467,0.14999999,-1.0,-0.1729319,17.44557,8.150115e-11,,5.053357,17.44557,11296.016792297363
,4066,81320,1.0471502e-05,-0.057540223,1.3269176,-1.7142979,19.23485,17.29248,16.033083,7.354392e-11,1.0217227,5395.25,21.883148,-0.50966483,0.14999999,-0.14285715,-0.16469464,17.44557,4.895237,,6.936224,17.44557,11301.352807760239
,4067,81340,7.723585,-0.10353894,1.3274784,-1.7133406,19.23485,13.74984,16.032522,7.350776e-11,1.0189074,5398.8594,21.883698,-0.50980717,0.14999999,-0.10204082,-1.110104,17.44557,7.0615115,,8.361168,17.44557,11306.375611543655
,4068,81360,6.2971535,-0.21919402,1.327568,-1.7118517,19.23485,15.676685,16.032433,7.3471625e-11,1.0226601,5400.547,21.885136,-0.50989765,0.14999999,-0.14285715,-0.89627,17.44557,4.883277,,6.9140587,17.44557,11312.406927585602
,4069,81380,4.1021194,-0.2005124,1.3273773,-1.7108978,19.23485,16.807394,16.032623,7.343551e-11,1.0254378,5401.0977,21.88088,-0.5098735,0.14999999,-0.2244898,-0.43394557,17.44557,1.8739059,,4.748891,17.44557,11317.693412780762
,4070,81400,4.3177133,-0.48564708,1.3272057,-1.7106831,19.23485,16.725023,16.032795,7.339943e-11,1.0256753,5401.7305,21.881783,-0.50986433,0.14999999,-0.2244898,-0.4973203,17.44557,1.8735036,,4.7445207,17.44557,11322.777310609818
,4071,81420,0.0076573384,-1.0356009,1.3268833,-1.7104685,19.23485,17.345499,16.033117,7.336338e-11,0.9884252,5401.742,21.878948,-0.50973976,0.14999999,-1.0,-0.028815808,17.44557,8.120959e-11,,5.054533,17.44557,11327.014963150024
,4072,81440,3.97613,-0.9729061,1.3265972,-1.7107141,19.23485,17.202042,16.033403,7.3327344e-11,0.98859096,5401.9023,21.87923,-0.5097233,0.14999999,-1.0,-0.43029252,17.44557,8.122957e-11,,5.0495057,17.44557,11331.146362781525
,4073,81460,3.395325,-1.1901852,1.3263054,-1.7109597,19.23485,17.222807,16.033695,7.3291345e-11,0.98861414,5402.039,21.877085,-0.5096651,0.14999999,-1.0,-0.26053086,17.44557,8.124956e-11,,5.0444903,17.44557,11336.92320394516
,4074,81480,4.725669,-0.99387443,1.3260193,-1.7112051,19.23485,17.19526,16.033981,7.325537e-11,0.9889648,5402.203,21.880543,-0.5098811,0.14999999,-1.0,-1.3786145,17.44557,8.12694e-11,,5.039487,17.44557,11341.744543552399
,4075,81500,3.6041846,-0.8663109,1.3257332,-1.7114506,19.23485,17.203726,16.034267,7.321942e-11,0.98903984,5402.3594,21.879284,-0.5098335,0.14999999,-1.0,-0.30474785,17.44557,8.12894e-11,,5.0344963,17.44557,11346.763079404831
,4076,81520,0.91657186,-0.5242088,1.3254204,-1.711696,19.23485,17.303905,16.03458,7.3183494e-11,0.9920713,5402.414,21.874163,-0.5097475,0.14999999,-0.63265306,-0.1479478,17.44557,0.00018448202,,2.8691754,17.44557,11351.146256446838
,4077,81540,2.705206,-0.58238435,1.3250961,-1.7119412,19.23485,17.360561,16.034904,7.31476e-11,1.0013016,5402.414,21.874983,-0.50963247,0.14999999,-0.5510204,-0.032971207,17.44557,0.0021122335,,2.7709055,17.44557,11357.48026561737
,4078,81560,2.7374544,-0.7261199,1.3247681,-1.712186,19.23485,17.375076,16.035233,7.311173e-11,1.001481,5402.4062,21.876019,-0.50951964,0.14999999,-0.5510204,-0.0507069,17.44557,0.0021127502,,2.769703,17.44557,11362.744371175766
,4079,81580,2.6650968,-0.95992243,1.3244381,-1.7124306,19.23485,17.382196,16.035563,7.3075886e-11,0.984737,5402.383,21.874987,-0.5094216,0.14999999,-0.79591835,-0.11032172,17.44557,5.794751e-07,,3.0254636,17.44557,11368.553003072739
,4080,81600,3.2493134,-1.156771,1.3241444,-1.7126758,19.23485,17.233332,16.035856,7.304007e-11,0.9890937,5402.508,21.877493,-0.5093583,0.14999999,-1.0,-0.23595582,17.44557,8.1389e-11,,5.034429,17.44557,11374.918491840363
,4081,81620,4.6156983,-1.2545247,1.3238602,-1.7129208,19.23485,17.198055,16.03614,7.3004276e-11,0.9894176,5402.672,21.88051,-0.50950515,0.14999999,-1.0,-1.0974401,17.44557,8.1409025e-11,,5.029457,17.44557,11379.279663801193
,4082,81640,4.8477182,-0.80311203,1.323576,-1.7131659,19.23485,17.191675,16.036425,7.296852e-11,0.9897981,5402.84,21.884499,-0.5098827,0.14999999,-1.0,-2.0399451,17.44557,8.1428905e-11,,5.024498,17.44557,11383.371446371078
,4083,81660,1.2788539,-0.9762016,1.3232555,-1.7134107,19.23485,17.346235,16.036745,7.293277e-11,0.9893043,5402.8516,21.873508,-0.50979203,0.14999999,-1.0,-0.12922452,17.44557,8.1448945e-11,,5.019548,17.44557,11387.994218587875
,4084,81680,3.417575,-0.8809671,1.3229656,-1.7136557,19.23485,17.222555,16.037035,7.2897056e-11,0.98933566,5402.9883,21.871527,-0.50973433,0.14999999,-1.0,-0.26333553,17.44557,8.146883e-11,,5.0146127,17.44557,11394.231370210648
,4085,81700,2.6401272,-1.1196654,1.3226566,-1.7139004,19.23485,17.290815,16.037344,7.286138e-11,0.9847726,5403.0547,21.871302,-0.5096498,0.14999999,-0.79591835,-0.15338534,17.44557,5.8032737e-07,,3.0230377,17.44557,11400.419635295868
,4086,81720,4.455112,-1.0719919,1.3223763,-1.7141453,19.23485,17.186642,16.037624,7.282572e-11,0.98980546,5403.2266,21.876734,-0.509733,0.14999999,-1.0,-0.8340886,17.44557,8.150877e-11,,5.0108933,17.44557,11406.555687189102
,4087,81740,4.20074,-1.0257168,1.3220901,-1.71439,19.23485,17.201927,16.03791,7.279008e-11,0.9900291,5403.383,21.87806,-0.50975084,0.14999999,-1.0,-0.57225335,17.44557,8.152867e-11,,5.0059786,17.44557,11411.164303541183
,4088,81760,3.8690176,-1.0514371,1.3218098,-1.7146347,19.23485,17.19615,16.03819,7.275448e-11,0.9901715,5403.5547,21.877975,-0.5097239,0.14999999,-1.0,-0.38951594,17.44557,8.154859e-11,,5.0010777,17.44557,11417.497681856155
,4089,81780,4.059857,-0.8860707,1.3215256,-1.7148793,19.23485,17.202044,16.038475,7.271889e-11,0.9903612,5403.711,21.878721,-0.5097196,0.14999999,-1.0,-0.48176137,17.44557,8.1568655e-11,,4.996189,17.44557,11423.436782598495
,4090,81800,2.326185,-0.9610328,1.3212166,-1.7151238,19.23485,17.292444,16.038784,7.268334e-11,0.9901273,5403.7812,21.87223,-0.50963515,0.14999999,-1.0,-0.15448985,17.44557,8.158857e-11,,4.9913125,17.44557,11429.578349113464
,4091,81820,3.243108,-1.1358536,1.3209248,-1.7153683,19.23485,17.23774,16.039076,7.264781e-11,0.9901184,5403.9062,21.869595,-0.50956976,0.14999999,-1.0,-0.2320938,17.44557,8.160849e-11,,4.986448,17.44557,11435.737574338913
,4092,81840,4.4999003,-1.1800596,1.3206406,-1.7156126,19.23485,17.199055,16.03936,7.2612305e-11,0.99041724,5404.0625,21.87223,-0.5096764,0.14999999,-1.0,-0.93601197,17.44557,8.162841e-11,,4.981595,17.44557,11440.692584514618
,4093,81860,4.643605,-0.6676763,1.3203564,-1.715857,19.23485,17.201485,16.039644,7.2576826e-11,0.99075127,5404.2188,21.875467,-0.5098665,0.14999999,-1.0,-1.2777863,17.44557,8.164835e-11,,4.9767537,17.44557,11448.039758443832
,4094,81880,2.1505058,-0.5326552,1.3200245,-1.7161013,19.23485,17.403616,16.039976,7.254138e-11,1.0010458,5404.1797,21.866817,-0.5097662,0.14999999,-0.5510204,-0.08993511,17.44557,0.0021210385,,2.7772813,17.44557,11453.3217253685
,4095,81900,2.738748,-0.66185945,1.3197021,-1.716345,19.23485,17.359756,16.040298,7.250595e-11,1.0012237,5404.1797,21.867817,-0.50965065,0.14999999,-0.5510204,-0.03681445,17.44557,0.0021215554,,2.7760763,17.44557,11459.67059636116
,4096,81920,2.6016312,-0.55912316,1.3193684,-1.7165886,19.23485,17.407564,16.040632,7.247056e-11,0.9966538,5404.133,21.867788,-0.5095471,0.14999999,-0.59183675,-0.08691677,17.44557,0.0006508737,,2.8191953,17.44557,11466.663721323013
