TimestepsSoFar,MountainCar_mu0_higher,GridSize,DenMISELogFirst,MountainCar_std0_higher,TimeElapsed,IWMax,ReturnMean,DenMISEMeanLog,Iteration,Regret,ActionIn1,MountainCar_std1_higher,ReturnLastEpisode,IWMin,ReturnMin,IWMean,NumTrainableParams,Delta,IWFirstEpisode,Bound,BoundMISE,BoundBonus,AvgEpLen,MountainCar_mu1_higher,MinEpLen,Regret/t,DenMISELogLast,NumTrajectories,IWLastEpisode,ReturnAbsMax,ReturnMax,ReturnStepMax
3181740,-0.25,289,-4.6738806,0.14999999,22783.083793640137,5.706774,52.682346,-3.940588,4838,-230687.19,14.281149,3.0,-8.562875,,-121.05606,1.0063661,,1.7912317e-11,0.0060762023,135.40167,93.32559,42.076077,657.6560562215792,10.0,110,-47.682346,-4.8756495,4838,1.8965616e-07,121.05606,99.3986,121.05606
3182073,-0.125,289,-4.674086,0.14999999,22789.887131214142,6.021011,52.691284,-3.9405773,4839,-230778.12,17.457758,3.0,95.947784,,-121.05606,1.0003239,,1.7904915e-11,0.010737057,135.42111,92.345764,43.07534,657.5889646621202,10.0,110,-47.691284,-3.8997948,4839,5.613583,121.05606,99.3986,121.05606
3182266,-0.25,289,-4.6742907,0.14999999,22796.609489917755,5.6973066,52.700542,-3.941016,4840,-230870.62,7.632319,3.0,97.502716,,-121.05606,1.0071987,,1.7897517e-11,0.0060786945,135.43489,93.408455,42.02644,657.4929752066116,10.0,110,-47.700542,-6.06181,4840,5.621643,121.05606,99.3986,121.05606
3182686,-0.25,289,-4.6744957,0.14999999,22803.586553812027,5.6917863,52.709892,-3.9407866,4841,-230963.6,9.465007,3.0,97.95609,,-121.05606,1.0074004,,1.7890123e-11,0.006079941,135.42374,93.43041,41.993324,657.4439165461681,10.0,110,-47.709892,-2.8361151,4841,4.5162487,121.05606,99.3986,121.05606
3183028,-0.25,289,-4.674701,0.14999999,22810.624541521072,5.686274,52.719242,-3.9405246,4842,-231056.58,8.097619,3.0,97.99813,,-121.05606,1.007686,,1.7882735e-11,0.0060811904,135.4209,93.460625,41.960278,657.3787691036762,10.0,110,-47.719242,-2.6810832,4842,4.9206676,121.05606,99.3986,121.05606
3183515,-0.25,289,-4.6749063,0.14999999,22817.646452903748,5.680778,52.728474,-3.9402788,4843,-231149.0,9.589859,3.0,97.415344,,-121.05606,1.0079399,,1.787535e-11,0.0060824375,135.41446,93.48714,41.92732,657.3435886846995,10.0,110,-47.728474,-2.7532916,4843,4.767723,121.05606,99.3986,121.05606
3183898,-0.125,289,-4.675112,0.14999999,22824.588118076324,6.000821,52.737896,-3.9400418,4844,-231242.38,10.14986,3.0,98.38633,,-121.05606,1.0011523,,1.7867971e-11,0.010748075,135.40494,92.43556,42.96938,657.2869529314617,10.0,110,-47.737896,-2.7986693,4844,5.326559,121.05606,99.3986,121.05606
3184315,-0.125,289,-4.675316,0.14999999,22831.46847677231,5.994635,52.74728,-3.9397967,4845,-231335.58,6.9122105,3.0,98.193146,,-121.05606,1.0015157,,1.7860595e-11,0.0107502695,135.4075,92.47354,42.933964,657.2373581011352,10.0,110,-47.74728,-2.7579606,4845,5.529601,121.05606,99.3986,121.05606
3184908,0.625,289,-4.67552,0.14999999,22838.26533126831,76.502266,52.756374,-3.9395828,4846,-231427.39,-11.003807,3.0,96.80772,,-121.05606,1.0625657,,1.7853224e-11,1.6118676e-05,135.39505,-16.915758,152.3108,657.2241023524556,-10.0,110,-47.756374,-2.900874,4846,2.8143956e-16,121.05606,99.3986,121.05606
3185907,-0.25,289,-4.6757264,0.14999999,22845.74720478058,5.6687174,52.743057,-3.939867,4847,-231410.6,8.460995,3.0,-11.794332,,-121.05606,1.0080881,,1.7845858e-11,0.006087428,135.36923,93.50686,41.86237,657.2946152259129,10.0,110,-47.743057,-5.3771152,4847,9.8496174e-17,121.05606,99.3986,121.05606
3186401,-0.125,289,-4.6759315,0.14999999,22852.81853222847,5.9862432,52.75239,-3.9396265,4848,-231503.6,10.447327,3.0,97.999596,,-121.05606,1.0014564,,1.7838498e-11,0.010756889,135.35281,92.471245,42.88157,657.2609323432343,10.0,110,-47.75239,-2.785009,4848,5.1201,121.05606,99.3986,121.05606
3186745,-0.125,289,-4.6761355,0.14999999,22859.600741386414,5.980092,52.76173,-3.9394028,4849,-231596.62,9.993147,3.0,98.03563,,-121.05606,1.0017378,,1.7831141e-11,0.0107590845,135.34738,92.50101,42.84638,657.1963291400289,10.0,110,-47.76173,-2.8587365,4849,5.1285152,121.05606,99.3986,121.05606
3187203,-0.125,289,-4.676339,0.14999999,22866.389050722122,5.9739585,52.770966,-3.9391637,4850,-231689.19,9.447139,3.0,97.565445,,-121.05606,1.0021088,,1.782379e-11,0.010761275,135.35028,92.53901,42.81127,657.1552577319587,10.0,110,-47.770966,-2.775827,4850,5.5637445,121.05606,99.3986,121.05606
3187512,-0.125,289,-4.676543,0.14999999,22873.13840866089,5.96784,52.780293,-3.9389184,4851,-231782.2,10.403063,3.0,98.01322,,-121.05606,1.0024588,,1.7816441e-11,0.010763472,135.35172,92.57546,42.776253,657.0834879406308,10.0,110,-47.780293,-2.7499704,4851,5.462289,121.05606,99.3986,121.05606
3187816,0.875,289,-4.6767473,0.14999999,22880.056480169296,65.43339,52.78943,-3.9386697,4852,-231874.31,3.7723634,3.0,97.10771,,-121.05606,1.0301924,,1.7809098e-11,4.790464e-08,135.33153,-34.908863,170.24039,657.0107172300083,-2.5,110,-47.78943,-2.7327719,4852,1.5276517e-17,121.05606,99.3986,121.05606
3188815,-0.25,289,-4.6769533,0.14999999,22887.307383537292,5.6490493,52.768917,-3.938939,4853,-231822.56,12.528059,3.0,-46.744072,,-121.05606,1.008598,,1.7801758e-11,0.0060949014,135.33029,93.56474,41.76554,657.0811868947043,10.0,110,-47.768917,-5.279601,4853,1.8684056e-12,121.05606,99.3986,121.05606
3189288,-0.25,289,-4.677158,0.14999999,22894.103506803513,5.643646,52.777775,-3.938785,4854,-231913.31,9.936031,3.0,95.73331,,-121.05606,1.0088929,,1.7794424e-11,0.0060961484,135.32657,93.59352,41.733047,657.0432632880099,10.0,110,-47.777775,-3.1925442,4854,4.9571657,121.05606,99.3986,121.05606
3189631,-0.375,289,-4.677363,0.14999999,22900.771344423294,5.6283703,52.786366,-3.938546,4855,-232002.8,7.892108,3.0,94.497,,-121.05606,1.0198851,,1.7787096e-11,0.0017234032,135.29953,93.92871,41.37081,656.9785787847579,10.0,110,-47.786366,-2.7882695,4855,3.72158,121.05606,99.3986,121.05606
3190630,-1.0,289,-4.6775684,0.14999999,22907.961153268814,14.463731,52.77415,-3.9383051,4856,-231991.28,7.45161,3.0,-6.5091815,,-121.05606,0.9965043,,1.777977e-11,9.3065174e-11,135.28848,83.2427,52.04579,657.0490115321252,10.0,110,-47.77415,-2.793595,4856,0.016401663,121.05606,99.3986,121.05606
3191021,-1.0,289,-4.6777744,0.14999999,22914.742699861526,14.423758,52.780727,-3.9384265,4857,-232071.0,9.821723,3.0,84.700424,,-121.05606,0.9972418,,1.7772448e-11,9.3084346e-11,135.28705,83.304344,51.98271,656.9942351245625,10.0,110,-47.780727,-4.5198107,4857,11.501242,121.05606,99.3986,121.05606
3191278,-0.75,289,-4.6779804,0.14999999,22921.518092870712,7.583557,52.788643,-3.9382606,4858,-232157.22,10.410133,3.0,91.229645,,-121.05606,0.99249345,,1.7765133e-11,6.037011e-07,135.25609,86.72867,48.527416,656.9118979003705,10.0,110,-47.788643,-3.1333055,4858,4.762436,121.05606,99.3986,121.05606
3191607,0.5,289,-4.678186,0.14999999,22928.142351150513,39.915947,52.797417,-3.938041,4859,-232247.66,6.843734,3.0,95.42748,,-121.05606,0.96870697,,1.7757821e-11,0.00039335468,135.2571,-5.68331,140.9404,656.8444124305413,6.25,110,-47.797417,-2.8610365,4859,7.695577e-11,121.05606,99.3986,121.05606
3192606,-0.375,289,-4.678392,0.14999999,22935.35630917549,5.627238,52.78118,-3.9382684,4860,-232216.55,7.6778173,3.0,-26.09725,,-121.05606,1.0203834,,1.7750516e-11,0.0017251775,135.24142,93.90089,41.340538,656.9148148148148,10.0,110,-47.78118,-5.0087395,4860,3.817022e-10,121.05606,99.3986,121.05606
3192986,-0.375,289,-4.678597,0.14999999,22942.01315999031,5.621887,52.790432,-3.9380283,4861,-232309.28,10.547128,3.0,97.73264,,-121.05606,1.0204594,,1.7743213e-11,0.0017255313,135.22025,93.91121,41.309032,656.8578481793869,10.0,110,-47.790432,-2.7867637,4861,4.013993,121.05606,99.3986,121.05606
3193246,-0.5,289,-4.6788025,0.14999999,22948.70161819458,6.1073637,52.799427,-3.9378068,4862,-232400.81,8.3181,3.0,96.53899,,-121.05606,1.0141499,,1.7735915e-11,0.00024359106,135.19962,92.10294,43.09668,656.7762237762238,10.0,110,-47.799427,-2.8923156,4862,5.649184,121.05606,99.3986,121.05606
3193578,-0.75,289,-4.679008,0.14999999,22955.465517759323,7.576498,52.807987,-3.9375808,4863,-232490.25,4.433929,3.0,94.42892,,-121.05606,0.99257284,,1.772862e-11,6.0432205e-07,135.21906,86.744514,48.474533,656.7094386181369,10.0,110,-47.807987,-2.8474014,4863,3.8444257,121.05606,99.3986,121.05606
3194577,0.25,289,-4.6792135,0.14999999,22962.654901981354,15.664812,52.795444,-3.9374917,4864,-232477.05,7.5309997,3.0,-8.203506,,-121.05606,1.0222216,,1.7721333e-11,0.0009226635,135.14937,69.328224,65.821144,656.7798108552631,10.0,110,-47.795444,-3.4977682,4864,6.0507983e-07,121.05606,99.3986,121.05606
3195576,-0.5,289,-4.679419,0.14999999,22969.837247133255,6.100992,52.783527,-3.937439,4865,-232466.86,13.559852,3.0,-5.187293,,-121.05606,1.0143517,,1.7714047e-11,0.00024374141,135.13098,92.071556,43.059433,656.8501541623843,10.0,110,-47.783527,-3.7063696,4865,5.395253e-05,121.05606,99.3986,121.05606
3195829,-0.625,289,-4.6796246,0.14999999,22976.535849809647,6.762094,52.79217,-3.9374382,4866,-232556.7,8.217558,3.0,94.84858,,-121.05606,0.99914616,,1.7706768e-11,1.7182001e-05,135.16933,89.12763,46.04169,656.7671598849157,10.0,110,-47.79217,-3.9385898,4866,6.741627,121.05606,99.3986,121.05606
3196292,-0.625,289,-4.67983,0.14999999,22983.65197134018,6.7540956,52.800648,-3.937204,4867,-232645.75,14.90039,3.0,94.04796,,-121.05606,0.99924153,,1.7699493e-11,1.7185524e-05,135.13724,89.13914,45.998096,656.727347441956,10.0,110,-47.800648,-2.7925258,4867,4.477951,121.05606,99.3986,121.05606
3196475,-1.0,289,-4.6800356,0.14999999,22990.517077684402,14.413513,52.80856,-3.9374096,4868,-232732.06,7.11088,3.0,91.3197,,-121.05606,0.9963987,,1.7692221e-11,9.329515e-11,135.15797,83.241905,51.916073,656.6300328677074,10.0,110,-47.80856,-4.945514,4868,4.509757,121.05606,99.3986,121.05606
3196943,-0.75,289,-4.6802406,0.14999999,22997.52679181099,7.5533004,52.816692,-3.9372315,4869,-232819.47,11.105726,3.0,92.3927,,-121.05606,0.99362797,,1.7684954e-11,6.0506716e-07,135.18846,86.82029,48.368176,656.591291846375,10.0,110,-47.816692,-3.0666835,4869,5.798809,121.05606,99.3986,121.05606
3197235,-0.625,289,-4.680446,0.14999999,23004.399179697037,6.739876,52.825512,-3.937048,4870,-232910.25,12.604937,3.0,95.789856,,-121.05606,1.0000315,,1.7677693e-11,1.7196115e-05,135.15274,89.21929,45.933445,656.5164271047228,10.0,110,-47.825512,-3.0339816,4870,6.119832,121.05606,99.3986,121.05606
3197428,-0.5,289,-4.6806517,0.14999999,23011.073626041412,6.079972,52.834587,-3.936937,4871,-233002.28,8.192759,3.0,97.02285,,-121.05606,1.0156412,,1.7670435e-11,0.00024404192,135.17528,92.20566,42.969624,656.4212687333196,10.0,110,-47.834587,-3.4001253,4871,5.8880143,121.05606,99.3986,121.05606
3197832,-0.5,289,-4.6808567,0.14999999,23017.923818588257,6.0736403,52.84341,-3.936695,4872,-233093.1,8.673467,3.0,95.82993,,-121.05606,1.0159197,,1.7663182e-11,0.00024409196,135.16917,92.23495,42.934227,656.3694581280788,10.0,110,-47.84341,-2.7697291,4872,5.1328363,121.05606,99.3986,121.05606
3198248,-1.0,289,-4.6810617,0.14999999,23024.82066488266,130.50156,52.852543,-3.9364386,4873,-233185.44,-14.367805,3.0,97.32392,,-121.05606,0.9778621,,1.7655932e-11,9.922101e-09,135.13199,-18.700304,153.83229,656.3201313359327,-10.0,110,-47.852543,-2.7023346,4873,4.894445e-14,121.05606,99.3986,121.05606
3199247,-0.125,289,-4.6812673,0.14999999,23031.959381103516,5.9735937,52.83808,-3.936886,4874,-233162.81,8.285225,3.0,-17.625051,,-121.05606,1.0009423,,1.7648688e-11,0.0108144395,135.12816,92.42108,42.707077,656.3904390644235,10.0,110,-47.83808,-6.0917163,4874,1.9331217e-18,121.05606,99.3986,121.05606
3199709,-0.25,289,-4.68147,0.14999999,23038.73594546318,5.6371613,52.847473,-3.9366457,4875,-233256.44,7.303405,3.0,98.62585,,-121.05606,1.0081223,,1.7641449e-11,0.006122492,135.13232,93.4983,41.634026,656.3505641025641,10.0,110,-47.847473,-2.7660117,4875,4.4835157,121.05606,99.3986,121.05606
3200091,-0.25,289,-4.681674,0.14999999,23045.524504184723,10.903105,52.856716,-3.9364202,4876,-233349.34,5.881113,3.0,97.90677,,-121.05606,0.9835925,,1.7634214e-11,0.4337268,135.11993,70.61037,64.50957,656.2942986054143,6.25,110,-47.856716,-2.8450396,4876,5.341187,121.05606,99.3986,121.05606
3201062,-0.25,289,-4.68179,0.14999999,23052.95018172264,5.6328487,52.8658,-3.9362633,4877,-233441.5,12.311419,3.0,97.16227,,-121.05606,1.008523,,1.7626983e-11,0.006124451,135.13982,93.54443,41.59538,656.3588271478368,10.0,110,-47.8658,-3.1519742,4877,3.5994418,121.05606,99.3986,121.05606
3201463,-0.375,289,-4.681994,0.14999999,23060.107568740845,5.598111,52.87445,-3.9361002,4878,-233531.58,7.2537265,3.0,95.07478,,-121.05606,1.0211841,,1.7619756e-11,0.0017314028,135.15561,93.97858,41.17704,656.3064780647807,10.0,110,-47.87445,-3.1504607,4878,5.502423,121.05606,99.3986,121.05606
3201919,-0.375,289,-4.6821985,0.14999999,23067.011027812958,5.5928392,52.88361,-3.9358711,4879,-233624.14,8.711602,3.0,97.55992,,-121.05606,1.0213394,,1.7612535e-11,0.0017317571,135.14232,93.9964,41.145916,656.2654232424677,10.0,110,-47.88361,-2.8365505,4879,4.3824897,121.05606,99.3986,121.05606
3202511,-0.375,289,-4.682403,0.14999999,23073.965131044388,5.5875797,52.892136,-3.935616,4880,-233713.62,6.25432,3.0,94.47855,,-121.05606,1.0215125,,1.7605317e-11,0.0017321113,135.12804,94.013176,41.11486,656.2522540983607,10.0,110,-47.892136,-2.7114444,4880,4.4707713,121.05606,99.3986,121.05606
3203002,-0.25,289,-4.6826077,0.14999999,23080.81820845604,10.877405,52.901318,-3.935426,4881,-233806.33,8.8265085,3.0,97.70765,,-121.05606,0.9851991,,1.7598104e-11,0.43413192,135.143,70.81454,64.32846,656.2183978692891,6.25,110,-47.901318,-3.0372663,4881,6.8219705,121.05606,99.3986,121.05606
3203271,-0.375,289,-4.6827235,0.14999999,23087.679241657257,5.5833187,52.91046,-3.935176,4882,-233898.88,8.769731,3.0,97.53998,,-121.05606,1.0220357,,1.7590894e-11,0.0017326665,135.15234,94.071396,41.080948,656.1390823433019,10.0,110,-47.91046,-2.6967113,4882,4.740665,121.05606,99.3986,121.05606
3203534,-0.5,289,-4.682928,0.14999999,23094.383714914322,6.0578537,52.919483,-3.9349258,4883,-233990.84,8.941639,3.0,96.97896,,-121.05606,1.0168749,,1.7583691e-11,0.0002445981,135.17216,92.346085,42.82608,656.0585705508909,10.0,110,-47.919483,-2.7293954,4883,5.244405,121.05606,99.3986,121.05606
3204015,-0.375,289,-4.6831326,0.14999999,23101.263145685196,5.5741916,52.928467,-3.9346623,4884,-234082.62,8.852132,3.0,96.78704,,-121.05606,1.022394,,1.757649e-11,0.0017333755,135.14545,94.11063,41.034813,656.0227272727273,10.0,110,-47.928467,-2.671556,4884,4.5608377,121.05606,99.3986,121.05606
3204567,-0.375,289,-4.683337,0.14999999,23108.071429491043,5.5689764,52.93731,-3.9344006,4885,-234173.75,11.383686,3.0,96.12328,,-121.05606,1.0226537,,1.7569295e-11,0.0017337301,135.14124,94.13723,41.004013,656.0014329580348,10.0,110,-47.93731,-2.6734598,4885,4.890066,121.05606,99.3986,121.05606
3204977,-0.5,289,-4.6835413,0.14999999,23114.975467681885,6.0447683,52.946194,-3.9341989,4886,-234265.11,7.381523,3.0,96.35646,,-121.05606,1.0170771,,1.7562105e-11,0.00024474814,135.12907,92.37258,42.75649,655.951084731887,10.0,110,-47.946194,-2.9711008,4886,5.643027,121.05606,99.3986,121.05606
3205563,-0.375,289,-4.683746,0.14999999,23122.07808494568,5.560496,52.955032,-3.933967,4887,-234356.25,10.254243,3.0,96.14099,,-121.05606,1.0230347,,1.7554918e-11,0.0017344388,135.13568,94.177536,40.958138,655.9367710251688,10.0,110,-47.955032,-2.8229663,4887,4.1559157,121.05606,99.3986,121.05606
3205939,-0.625,289,-4.6839504,0.14999999,23129.13258624077,43.542156,52.964012,-3.933712,4888,-234448.1,-3.7708073,3.0,96.85146,,-121.05606,0.9850477,,1.7547736e-11,0.05052285,135.1241,-7.5742106,142.6983,655.8795008183306,-3.75,110,-47.964012,-2.712757,4888,3.054617e-06,121.05606,99.3986,121.05606
3206938,-0.375,289,-4.6841445,0.14999999,23136.468091726303,5.5564485,52.951862,-3.9338875,4889,-234436.66,11.410686,3.0,-6.438012,,-121.05606,1.0230608,,1.754056e-11,0.0017351303,135.11044,94.18259,40.92785,655.9496829617509,10.0,110,-47.951862,-4.7699385,4889,0.0013833869,121.05606,99.3986,121.05606
3207239,-0.25,289,-4.6843486,0.14999999,23143.285682678223,5.604452,52.96072,-3.9336672,4890,-234527.92,3.0761762,3.0,96.258644,,-121.05606,1.0097145,,1.7533384e-11,0.0061401417,135.1049,93.67703,41.427876,655.8770961145194,10.0,110,-47.96072,-2.8781788,4890,5.1560526,121.05606,99.3986,121.05606
3208238,,289,-4.6845517,0.14999999,23150.536863088608,38.683804,52.94944,-3.9336529,4891,-234520.7,-4.65818,3.0,-2.2174134,,-121.05606,1.0108399,,1.7526217e-11,32.313847,135.07973,0.16760014,134.91212,655.9472500511143,-2.5,110,-47.94944,-3.8721168,4891,0.5791331,121.05606,99.3986,121.05606
3209237,-0.375,289,-4.678171,0.14999999,23157.898797750473,41.919533,52.93844,-3.933818,4892,-234514.84,-6.699455,3.0,-0.8617622,,-121.05606,0.9894213,,1.751905e-11,2.2561803,135.05751,-3.8069873,138.8645,656.0173753066231,-6.25,110,-47.93844,-4.7509575,4892,0.048488036,121.05606,99.3986,121.05606
3210236,-0.375,289,-4.6779146,0.14999999,23165.18894958496,5.550125,52.927525,-3.9339857,4893,-234509.38,13.233021,3.0,-0.46339625,,-121.05606,1.0228618,,1.7511891e-11,0.0017243542,135.02808,94.14517,40.882904,656.0874718986307,10.0,110,-47.927525,-4.7387457,4893,2.6318762e-06,121.05606,99.3986,121.05606
3210502,-0.25,289,-4.6781187,0.14999999,23171.821834802628,5.598402,52.93615,-3.933877,4894,-234599.52,13.13405,3.0,95.134796,,-121.05606,1.009752,,1.7504736e-11,0.0061020087,135.03464,93.653404,41.38123,656.0077646097262,10.0,110,-47.93615,-3.4274604,4894,5.2845984,121.05606,99.3986,121.05606
3210766,-0.25,289,-4.6783214,0.14999999,23178.478523492813,5.593148,52.945194,-3.9337618,4895,-234691.73,12.186024,3.0,97.21417,,-121.05606,1.0101537,,1.7497585e-11,0.006103245,135.04372,93.69407,41.34965,655.9276813074566,10.0,110,-47.945194,-3.3790653,4895,5.4682446,121.05606,99.3986,121.05606
3211060,-0.375,289,-4.6785245,0.14999999,23185.075067043304,5.539298,52.953876,-3.9335918,4896,-234782.19,9.946259,3.0,95.44437,,-121.05606,1.0236417,,1.7490436e-11,0.0017254063,135.04526,94.2228,40.82245,655.8537581699346,10.0,110,-47.953876,-3.1166384,4896,5.3702173,121.05606,99.3986,121.05606
3211476,-0.25,289,-4.6787286,0.14999999,23192.043138742447,5.5848575,52.962772,-3.933333,4897,-234873.69,10.694934,3.0,96.50475,,-121.05606,1.0105157,,1.7483294e-11,0.0061057312,135.03319,93.73059,41.3026,655.804778435777,10.0,110,-47.962772,-2.6826138,4897,5.071602,121.05606,99.3986,121.05606
3211850,-0.25,289,-4.678931,0.14999999,23199.14861679077,5.579635,52.971863,-3.9330938,4898,-234966.19,14.291561,3.0,97.50741,,-121.05606,1.0108421,,1.7476156e-11,0.0061069685,135.03545,93.76425,41.2712,655.7472437729685,10.0,110,-47.971863,-2.7688742,4898,5.1012573,121.05606,99.3986,121.05606
3212111,-0.25,289,-4.6791344,0.14999999,23205.89697957039,5.574423,52.98045,-3.9330826,4899,-235056.22,13.657441,3.0,95.032684,,-121.05606,1.011243,,1.7469023e-11,0.006108209,135.04222,93.802345,41.239872,655.6666666666666,10.0,110,-47.98045,-3.8989508,4899,5.464709,121.05606,99.3986,121.05606
3212337,-0.25,289,-4.679337,0.14999999,23212.78632760048,5.569226,52.989357,-3.9330118,4900,-235147.84,15.157347,3.0,96.62324,,-121.05606,1.0115205,,1.7461893e-11,0.006109447,135.03897,93.83035,41.208614,655.5789795918367,10.0,110,-47.989357,-3.591329,4900,4.8633337,121.05606,99.3986,121.05606
3212558,-0.25,289,-4.67954,0.14999999,23219.635662078857,5.5640364,52.99789,-3.9331071,4901,-235237.66,11.962859,3.0,94.811386,,-121.05606,1.0118074,,1.7454769e-11,0.006110688,135.03485,93.85743,41.177425,655.4903081003877,10.0,110,-47.99789,-4.4080176,4901,4.909248,121.05606,99.3986,121.05606
3212851,-0.875,289,-4.679743,0.14999999,23226.469491243362,8.329981,53.006336,-3.9330132,4902,-235327.06,4.2552757,3.0,94.409256,,-121.05606,0.99248725,,1.7447647e-11,1.0628123e-08,135.02852,84.732185,50.296337,655.4163606691146,10.0,110,-48.006336,-3.4892988,4902,6.687923,121.05606,99.3986,121.05606
3213396,-1.0,289,-4.679947,0.14999999,23233.488689422607,31.980993,53.013985,-3.9329548,4903,-235412.56,4.082849,3.0,90.51095,,-121.05606,0.9759844,,1.7440532e-11,1.9317715e-08,135.05388,43.606716,91.44716,655.3938405058128,5.0,110,-48.013985,-3.6410577,4903,6.4362764,121.05606,99.3986,121.05606
3214395,0.5,289,-4.6801505,0.14999999,23240.914229154587,45.897373,53.00088,-3.9329019,4904,-235396.31,0.6035166,3.0,-11.251664,,-121.05606,1.0281056,,1.7433418e-11,0.010162307,135.0297,-11.329318,146.35901,655.4639070146819,1.25,110,-48.00088,-3.6438165,4904,1.2352268e-14,121.05606,99.3986,121.05606
3215394,0.125,289,-4.680352,0.14999999,23248.130054712296,66.03517,52.989056,-3.9330745,4905,-235386.31,-10.798658,3.0,-5.013161,,-121.05606,1.0026312,,1.742631e-11,0.4461218,135.01793,-1.074245,136.09218,655.5339449541284,-10.0,110,-47.989056,-4.806795,4905,0.028296404,121.05606,99.3986,121.05606
3216393,0.25,289,-4.680465,0.14999999,23255.387588977814,28.1946,52.978252,-3.9332972,4906,-235381.31,6.3906093,3.0,-0.011134799,,-121.05606,1.0073367,,1.7419207e-11,0.19130343,134.99904,17.13995,117.859085,655.6039543416225,5.0,110,-47.978252,-5.0278196,4906,1.1042214e-05,121.05606,99.3986,121.05606
3217392,-0.375,289,-4.68063,0.14999999,23262.717958450317,5.525707,52.966755,-3.9332585,4907,-235372.88,11.884533,3.0,-3.4211636,,-121.05606,1.023648,,1.7412108e-11,0.0017290432,134.94467,94.2254,40.719265,655.67393519462,10.0,110,-47.966755,-3.747556,4907,0.007808131,121.05606,99.3986,121.05606
3217654,-0.25,289,-4.680834,0.14999999,23269.577962636948,5.5615196,52.975803,-3.9330633,4908,-235465.25,14.405249,3.0,97.36117,,-121.05606,1.0113833,,1.7405015e-11,0.0061185984,134.95038,93.817726,41.13266,655.5937245313773,10.0,110,-47.975803,-2.9923453,4908,4.456932,121.05606,99.3986,121.05606
3217852,-0.25,289,-4.681036,0.14999999,23276.265159606934,5.5563555,52.984974,-3.9330623,4909,-235558.23,5.556571,3.0,97.99861,,-121.05606,1.0117909,,1.7397922e-11,0.0061198357,134.96146,93.8598,41.101646,655.5005092686902,10.0,110,-47.984974,-3.946161,4909,5.50181,121.05606,99.3986,121.05606
3218477,-0.25,289,-4.6812387,0.14999999,23283.143619298935,5.5512047,52.9942,-3.932925,4910,-235651.53,1.5893039,3.0,98.291435,,-121.05606,1.0117124,,1.7390837e-11,0.006121076,134.92517,93.85447,41.07071,655.4942973523422,10.0,110,-47.9942,-3.2714298,4910,3.117391,121.05606,99.3986,121.05606
3219476,-0.75,289,-4.681441,0.14999999,23290.40133357048,7.5764475,52.982655,-3.9329734,4911,-235642.81,6.3928723,3.0,-3.7077641,,-121.05606,0.99214315,,1.7383754e-11,6.057935e-07,134.91711,86.647835,48.26928,655.5642435349216,10.0,110,-47.982655,-4.181289,4911,0.036127374,121.05606,99.3986,121.05606
3220207,1.0,289,-4.6816444,0.14999999,23297.68801021576,120.2822,52.99055,-3.9327977,4912,-235729.6,1.1872947,3.0,91.77891,,-121.05606,0.97717327,,1.737668e-11,2.4752225e-11,134.9132,-57.254913,192.1681,655.5796009771987,3.75,110,-47.99055,-3.0647836,4912,9.603334e-25,121.05606,99.3986,121.05606
3221206,-0.875,289,-4.681848,0.14999999,23305.08338046074,47.305473,52.977833,-3.9330015,4913,-235715.1,-4.3665237,3.0,-9.502774,,-121.05606,0.9940003,,1.5499031e-11,3.5954945e-05,135.12,-12.731007,147.851,655.6495013230206,-2.5,110,-47.977833,-4.8995924,4913,2.9953227e-18,121.05606,99.3986,121.05606
3222205,-0.7647059,324,-4.6820517,0.14999999,23312.367974042892,15.724207,52.96442,-3.9331923,4914,-235697.16,1.5589697,3.0,-12.94743,,-121.05606,0.98344576,,1.5492725e-11,6.383297e-05,135.28383,54.367115,80.91672,655.7193732193732,5.2941175,110,-47.96442,-4.862894,4914,0.56843764,121.05606,99.3986,121.05606
3223204,-0.1764706,324,-4.6822553,0.14999999,25055.507680654526,64.26906,52.95114,-3.9332569,4915,-235679.86,-13.95306,3.0,-12.299731,,-121.05606,0.90766627,,1.5486423e-11,0.9896555,135.2748,-1.1377374,136.41254,655.7892166836216,-10.0,110,-47.95114,-4.234984,4915,2.342199e-06,121.05606,99.3986,121.05606
3224203,0.7647059,324,-4.682257,0.14999999,25063.653940200806,58.42168,52.940323,-3.9336932,4916,-235674.62,-4.418488,3.0,-0.24017166,,-121.05606,1.059139,,1.5480122e-11,3.6140152e-06,135.09666,-28.071901,163.16856,655.8590317331164,-0.5882353,110,-47.940323,-5.9822674,4916,6.21025e-10,121.05606,99.3986,121.05606
3225202,0.64705884,324,-4.682461,0.14999999,25071.18819785118,67.280815,52.927406,-3.9338806,4917,-235659.06,11.300983,3.0,-10.5606785,,-121.05606,0.9315194,,1.5473825e-11,7.533899e-08,135.0475,-6.8351526,141.88266,655.9288183851942,10.0,110,-47.927406,-4.9098706,4917,0.00015364429,121.05606,99.3986,121.05606
3226201,-0.5294118,324,-4.682664,0.14999999,25078.560607671738,13.864199,52.906315,-3.9342296,4918,-235603.25,3.5303333,3.0,-50.80641,,-121.05606,0.9669603,,1.5467534e-11,0.022788335,135.03587,59.150177,75.8857,655.9985766571778,5.2941175,110,-47.906315,-5.5831685,4918,3.0536763e-19,121.05606,99.3986,121.05606
