TimestepsSoFar,ReturnMin,ReturnMax,MISE,ReturnStepMax,DenMISELogFirst,ExplorationBonus,Bound,URet,Iteration,IWFirstEpisode,ReturnAbsMax,LQGmu01,DenMISEMeanLog,IWMean,IWMin,IWMax,SqrtESSClassic,IWNorm2,ReturnMean,ReturnLastEpisode,LQGmu1,LQGsigma,DenMISELogLast,TimeElapsed,IWLastEpisode,IWNorm1,target_sum_log_mean
4080,,16.69308,16.541588,0.9999798,15.247527,2.4349492,18.976538,18.23888543609733,204,,16.69308,-1.0,15.380746,0.9998823,,1.09933,13.711236,14.876556,16.447432,16.530397,-1.0,0.11,13.637544,64.86710500717163,1.0851058,203.97598,-29.818886
4100,,16.69308,16.541912,0.9999798,15.242637,2.4284983,18.97041,18.307914531255836,205,,16.69308,-1.0,15.380855,0.9998836,,1.0987974,13.747657,14.909896,16.44818,16.600927,-1.0,0.11,15.403237,65.58601903915405,1.0846547,204.97614,-29.597895
4120,,16.69308,16.54205,0.9999798,15.23777,2.4220986,18.964148,18.272397534467675,206,,16.69308,-1.0,15.389985,0.9998849,,1.0982715,13.783981,14.943164,16.448753,16.566444,-1.0,0.11,17.261883,66.67480754852295,1.084209,205.97629,-29.370028
4140,,16.69308,16.542145,0.9999798,15.232928,2.4157498,18.957895,18.26615587792413,207,,16.69308,-1.0,15.385648,0.9998861,,1.0977501,13.820207,14.976362,16.449282,16.558052,-1.0,0.11,14.492772,67.95284056663513,1.0837716,206.97643,-29.157742
4160,,16.69308,16.541136,0.9999798,15.228108,2.4094503,18.950586,18.04273837666057,208,,16.69308,-1.0,15.327804,0.9998871,,1.097234,13.856339,15.009485,16.448788,16.346777,-1.0,0.11,3.354148,68.85803055763245,1.0833313,207.97652,-29.001049
4180,,16.69308,16.540754,0.9999798,15.223312,2.4032,18.943954,18.172527974276754,209,,16.69308,-1.0,15.323429,0.9998883,,1.0967245,13.892378,15.042541,16.448868,16.465725,-1.0,0.11,14.41413,69.99999284744263,1.0829006,208.97665,-28.79294
4200,,16.69308,16.540644,0.9999798,15.218539,2.3969982,18.937641,18.221787072467016,210,,16.69308,-1.0,15.321863,0.99988943,,1.0962195,13.928323,15.075524,16.449198,16.51796,-1.0,0.11,14.994782,70.96404433250427,1.0824742,209.97678,-28.58405
4220,,16.69308,16.540094,0.9999798,15.213789,2.3908434,18.930939,18.132471864323485,211,,16.69308,-1.0,15.329846,0.9998905,,1.0957199,13.964177,15.108438,16.449114,16.431519,-1.0,0.11,17.006569,72.3762195110321,1.0820541,210.9769,-28.367609
4240,,16.69308,16.540436,0.9999798,15.209061,2.3847365,18.925173,18.321280483833004,212,,16.69308,-1.0,15.344806,0.9998914,,1.0952247,13.999936,15.141282,16.449854,16.606024,-1.0,0.11,18.501545,73.60561633110046,1.0816332,211.97697,-28.146158
4260,,16.69308,16.540369,0.9999798,15.204354,2.3786762,18.919044,18.239556954743115,213,,16.69308,-1.0,15.29703,0.99989253,,1.094736,14.035606,15.174059,16.450209,16.525429,-1.0,0.11,5.1688943,74.75873970985413,1.0812176,212.97711,-27.989382
4280,,16.69308,16.54067,0.9999798,15.199671,2.3726616,18.913332,18.310867282945367,214,,16.69308,-1.0,15.3120365,0.9998936,,1.0942507,14.071186,15.206766,16.450901,16.598198,-1.0,0.11,18.508621,76.31219172477722,1.0808104,213.97723,-27.771736
4300,,16.69308,16.54013,0.9999798,15.195008,2.3666923,18.906822,18.138787377444867,215,,16.69308,-1.0,15.306529,0.9998947,,1.0937717,14.106676,15.239406,16.450811,16.431883,-1.0,0.11,14.128274,77.64401578903198,1.0804043,214.97736,-27.576494
4320,,16.69308,16.540157,0.9999798,15.190369,2.3607686,18.900927,18.250675444134,216,,16.69308,-1.0,15.300593,0.9998956,,1.0932972,14.142075,15.271977,16.45124,16.543497,-1.0,0.11,14.024967,78.74659037590027,1.0800016,215.97745,-27.383537
4340,,16.69308,16.539053,0.9999798,15.185749,2.3548882,18.893942,18.013525782808205,217,,16.69308,-1.0,15.28639,0.99989665,,1.0928271,14.177387,15.304482,16.450623,16.317066,-1.0,0.11,12.218644,79.82331490516663,1.079603,216.97757,-27.200686
4360,,16.69308,16.538939,0.9999798,15.181151,2.3490517,18.88799,18.21828086588353,218,,16.69308,-1.0,15.293651,0.9998977,,1.0923624,14.212612,15.336921,16.450916,16.514433,-1.0,0.11,16.8693,80.93227767944336,1.0792098,217.9777,-26.99818
4380,,16.69308,16.53918,0.9999798,15.176575,2.3432586,18.882439,18.29836727517036,219,,16.69308,-1.0,15.29611,0.9998986,,1.091902,14.247749,15.36929,16.451532,16.58628,-1.0,0.11,15.832926,81.91389107704163,1.0788167,218.9778,-26.802258
4400,,16.69308,16.53882,0.9999798,15.172019,2.3375082,18.876328,18.17118436976758,220,,16.69308,-1.0,15.296079,0.99989957,,1.091446,14.282801,15.401594,16.451591,16.46425,-1.0,0.11,15.289263,83.16983199119568,1.078432,219.9779,-26.610592
4420,,16.69308,16.539286,0.9999798,15.167484,2.3318002,18.871086,18.35110908611004,221,,16.69308,-1.0,15.299111,0.99990034,,1.0909944,14.317763,15.433834,16.452412,16.63288,-1.0,0.11,15.966504,84.108243227005,1.0780463,220.97798,-26.417593
4440,,16.69308,16.539547,0.9999798,15.16297,2.3261333,18.86568,18.304067308925127,222,,16.69308,-1.0,15.3136,0.9999014,,1.0905471,14.352644,15.466009,16.453035,16.590881,-1.0,0.11,18.515997,85.59368872642517,1.0776691,221.97812,-26.214853
4460,,16.69308,16.539742,0.9999798,15.158475,2.3205075,18.860249,18.28969605747145,223,,16.69308,-1.0,15.341197,0.9999023,,1.0901041,14.38744,15.4981165,16.453598,16.578642,-1.0,0.11,21.467955,86.53025484085083,1.077293,222.97821,-26.000696
4480,,16.69308,16.539892,0.9999798,15.154,2.3149226,18.854815,18.27930848863824,224,,16.69308,-1.0,15.353536,0.9999032,,1.0896665,14.422152,15.53016,16.454117,16.569695,-1.0,0.11,18.104969,87.34688401222229,1.0769253,223.97832,-25.803463
4500,,16.69308,16.539797,0.9999798,15.149547,2.309378,18.849174,18.22414431796883,225,,16.69308,-1.0,15.363105,0.999904,,1.0892322,14.456777,15.56214,16.454405,16.518759,-1.0,0.11,17.507025,88.24034595489502,1.0765536,224.9784,-25.610645
4520,,16.69308,16.539759,0.9999798,15.145112,2.3038728,18.843632,18.24518745597349,226,,16.69308,-1.0,15.356754,0.99990493,,1.0888022,14.4913225,15.594057,16.454739,16.530138,-1.0,0.11,13.928155,89.04910516738892,1.0761881,225.97852,-25.43537
4540,,16.69308,16.539736,0.9999798,15.140697,2.2984068,18.838142,18.23744514720428,227,,16.69308,-1.0,15.364881,0.99990577,,1.0883766,14.525785,15.62591,16.455084,16.533224,-1.0,0.11,17.201681,89.65895199775696,1.075829,226.9786,-25.247221
4560,,16.69308,16.53945,0.9999798,15.136301,2.2929795,18.83243,18.18963816368475,228,,16.69308,-1.0,15.353076,0.9999066,,1.0879552,14.560167,15.657698,16.455187,16.478136,-1.0,0.11,12.673785,90.23423218727112,1.075472,227.9787,-25.080582
4580,,16.69308,16.53973,0.9999798,15.131925,2.2875903,18.82732,18.309385374732887,229,,16.69308,-1.0,15.351143,0.9999075,,1.0875372,14.594468,15.689425,16.455809,16.597778,-1.0,0.11,14.910661,90.9268651008606,1.0751162,228.97882,-24.905632
4600,,16.69308,16.53991,0.9999798,15.127567,2.2822394,18.82215,18.288094863655605,230,,16.69308,-1.0,15.361886,0.9999082,,1.0871235,14.628685,15.72109,16.456335,16.576687,-1.0,0.11,17.82259,91.65033793449402,1.0747666,229.97888,-24.71954
4620,,16.69308,16.539343,0.9999798,15.123229,2.276925,18.816269,18.120222335453057,231,,16.69308,-1.0,15.368029,0.9999092,,1.086713,14.662828,15.752693,16.456163,16.41647,-1.0,0.11,16.780933,92.41207146644592,1.0744182,230.97903,-24.539574
4640,,16.69308,16.53992,0.9999798,15.118909,2.2716486,18.81157,18.37895278736576,232,,16.69308,-1.0,15.360109,0.9999099,,1.0863079,14.696887,15.784233,16.457054,16.663025,-1.0,0.11,13.53076,93.14469194412231,1.0740759,231.9791,-24.37517
4660,,16.69308,16.539845,0.9999798,15.114608,2.266408,18.806252,18.224219878987732,233,,16.69308,-1.0,15.370852,0.99991083,,1.085905,14.73087,15.815713,16.45733,16.52146,-1.0,0.11,17.86363,93.74508118629456,1.0737339,232.97922,-24.19358
4680,,16.69308,16.539785,0.9999798,15.110326,2.2612033,18.80099,18.231968346785127,234,,16.69308,-1.0,15.373056,0.9999117,,1.0855063,14.764776,15.847131,16.45762,16.52526,-1.0,0.11,15.88703,94.43887686729431,1.0733919,233.97934,-24.021996
4700,,16.69308,16.539536,0.9999798,15.106061,2.2560349,18.79557,18.18868690839107,235,,16.69308,-1.0,15.375611,0.9999125,,1.085112,14.798602,15.878489,16.457735,16.484383,-1.0,0.11,15.973593,95.06325316429138,1.0730624,234.97943,-23.8515
4720,,16.69308,16.539923,0.9999798,15.101815,2.2509017,18.790825,18.333801758001634,236,,16.69308,-1.0,15.379683,0.9999132,,1.0847208,14.832351,15.909786,16.458437,16.623486,-1.0,0.11,16.33624,95.79138135910034,1.0727288,235.97952,-23.680916
4740,,16.69308,16.539917,0.9999798,15.097587,2.2458034,18.78572,18.243487483063436,237,,16.69308,-1.0,15.401806,0.9999139,,1.084333,14.866021,15.941023,16.458769,16.536772,-1.0,0.11,20.623617,96.58542466163635,1.0724015,236.97958,-23.493683
4760,,16.69308,16.540003,0.9999798,15.093376,2.2407393,18.780743,18.270860558393824,238,,16.69308,-1.0,15.425014,0.9999146,,1.0839484,14.899618,15.972199,16.459185,16.558477,-1.0,0.11,20.925274,97.61838984489441,1.0720701,237.97968,-23.306755
4780,,16.69308,16.540491,0.9999798,15.089183,2.2357097,18.776201,18.361113478445347,239,,16.69308,-1.0,15.438945,0.9999151,,1.083568,14.933137,16.003317,16.459972,16.647335,-1.0,0.11,18.754555,99.16537928581238,1.0717492,238.97972,-23.130478
4800,,16.69308,16.54016,0.9999798,15.085008,2.2307136,18.770872,18.16983252738407,240,,16.69308,-1.0,15.447474,0.99991596,,1.0831909,14.966583,16.034376,16.459995,16.465057,-1.0,0.11,17.48624,100.5158019065857,1.0714242,239.97983,-22.960955
4820,,16.69308,16.540543,0.9999798,15.08085,2.2257507,18.766293,18.33802090255361,241,,16.69308,-1.0,15.447549,0.9999167,,1.0828171,14.999955,16.065376,16.460682,16.625559,-1.0,0.11,15.466192,101.91374349594116,1.0711095,240.97992,-22.801218
4840,,16.69308,16.540857,0.9999798,15.076709,2.2208214,18.761679,18.321111551489892,242,,16.69308,-1.0,15.469715,0.9999174,,1.0824474,15.033251,16.09632,16.461298,16.609795,-1.0,0.11,20.81191,103.17900729179382,1.070797,241.98001,-22.620718
4860,,16.69308,16.540363,0.9999798,15.072585,2.2159243,18.756287,18.133259122768404,243,,16.69308,-1.0,15.46952,0.99991804,,1.08208,15.066472,16.127205,16.461157,16.42712,-1.0,0.11,15.422439,104.80929493904114,1.0704846,242.98009,-22.46388
4880,,16.69308,16.540249,0.9999798,15.068479,2.2110593,18.751308,18.22523481306973,244,,16.69308,-1.0,15.467799,0.9999188,,1.0817157,15.099624,16.158031,16.46137,16.513182,-1.0,0.11,15.049625,106.01850318908691,1.0701722,243.9802,-22.309858
4900,,16.69308,16.540457,0.9999798,15.064388,2.2062259,18.746683,18.2999100099718,245,,16.69308,-1.0,15.489307,0.99991965,,1.0813547,15.132703,16.1888,16.46188,16.586264,-1.0,0.11,20.73802,107.13013887405396,1.0698723,244.98032,-22.133879
4920,,16.69308,16.53994,0.9999798,15.060315,2.2014246,18.741364,18.12408815706754,246,,16.69308,-1.0,15.502317,0.99992037,,1.080998,15.165709,16.219513,16.461712,16.42063,-1.0,0.11,18.689928,108.1526780128479,1.0695682,245.98041,-21.967655
4940,,16.69308,16.539968,0.9999798,15.056258,2.1966543,18.736622,18.25603570604063,247,,16.69308,-1.0,15.506059,0.9999208,,1.0806434,15.198641,16.250166,16.462051,16.545414,-1.0,0.11,16.426361,109.20484733581543,1.0692643,246.98044,-21.811943
4960,,16.69308,16.539711,0.9999798,15.0522175,2.191915,18.731627,18.179470515361054,248,,16.69308,-1.0,15.509908,0.99992144,,1.080292,15.2315035,16.280764,16.46212,16.479174,-1.0,0.11,16.460558,110.20335817337036,1.0689665,247.98051,-21.657349
4980,,16.69308,16.539675,0.9999798,15.048194,2.1872067,18.726881,18.242100243560635,249,,16.69308,-1.0,15.47277,0.9999221,,1.0799439,15.264293,16.31131,16.462393,16.52961,-1.0,0.11,6.263153,111.21739172935486,1.0686684,248.9806,-21.544949
5000,,16.69308,16.540121,0.9999798,15.044186,2.1825278,18.722649,18.358377060522603,250,,16.69308,-1.0,15.476463,0.99992275,,1.0795989,15.297015,16.341795,16.463116,16.64353,-1.0,0.11,16.396013,112.67660164833069,1.0683755,249.98068,-21.392921
5020,,16.69308,16.540384,0.9999798,15.040194,2.1778784,18.718262,18.31122281223148,251,,16.69308,-1.0,15.480264,0.9999236,,1.079256,15.329671,16.372225,16.463661,16.600231,-1.0,0.11,16.430725,113.78686213493347,1.0680841,250.98082,-21.24197
5040,,16.69308,16.540743,0.9999798,15.036218,2.1732595,18.714003,18.342208791731526,252,,16.69308,-1.0,15.496008,0.99992406,,1.0789165,15.362252,16.4026,16.4643,16.624296,-1.0,0.11,19.447926,114.86080145835876,1.0677928,251.98087,-21.08024
5060,,16.69308,16.541069,0.9999798,15.032257,2.1686692,18.709738,18.32786883715535,253,,16.69308,-1.0,15.499198,0.9999249,,1.0785801,15.394769,16.43292,16.464903,16.616793,-1.0,0.11,16.303644,115.81130003929138,1.0675118,252.981,-20.93222
5080,,16.69308,16.541296,0.9999798,15.028313,2.1641095,18.705406,18.300173062990126,254,,16.69308,-1.0,15.510227,0.99992514,,1.0782468,15.427207,16.463186,16.465412,16.59414,-1.0,0.11,18.30089,116.79542136192322,1.0672268,253.98099,-20.777504
