Iteration,DenMISEMeanLog,ActionIn1,Bound,BoundBonus,Delta,NumTrajectories,TimestepsSoFar,IWMax,ReturnMax,InvPendulum_std0_higher,Regret,AvgEpLen,DenMISELogFirst,InvPendulum_std2_higher,IWLastEpisode,GridSize,InvPendulum_mu3_higher,InvPendulum_mu1_higher,InvPendulum_mu2_higher,ReturnMin,IWMean,MinEpLen,BoundMISE,IWMin,Regret/t,NumTrainableParams,ReturnLastEpisode,IWFirstEpisode,ReturnMean,TimeElapsed,ReturnAbsMax,InvPendulum_std3_higher,InvPendulum_mu0_higher,DenMISELogLast,InvPendulum_std1_higher
2127,2.6593647,0.3634682,2942.9062,3016.4453,4.2931114e-11,2127,140698,202.75848,74.94251,0.03,311202.44,66.1485660554772,-1.3160717,0.03,5.758674e-12,625,0.1,0.1,,-499.78708,0.541231,11,-73.53906,,146.3105,,-121.86084,,-141.3105,8407.333830833435,499.78708,0.03,0.1,2.9540527,0.03
2128,2.659019,0.29629725,2942.5002,3014.5952,4.2890774e-11,2128,140718,455.69263,74.94251,0.03,311324.0,66.12687969924812,-1.3165418,0.03,3.0144175e-08,625,-0.1,0.2,,-499.78708,0.63730633,11,-72.09501,,146.29887,,-116.537636,,-141.29887,8412.918950796127,499.78708,0.03,0.1,2.3950615,0.03
2129,2.6586866,0.2595824,2942.3474,3118.13,4.285049e-11,2129,140736,1161.3226,74.94251,0.03,311439.53,66.10427430718647,-1.3170116,0.03,,625,0.2,-0.2,0.1,-499.78708,1.2062826,11,-175.78249,,146.28442,,-110.5312,,-141.28442,8418.566145658493,499.78708,0.03,0.2,2.3483717,0.03
2130,2.6583378,-0.025159758,2942.3965,3016.479,4.2810266e-11,2130,140764,375.9348,74.94251,0.03,311569.9,66.08638497652582,-1.3174813,0.03,,625,-0.1,,-0.1,-499.78708,0.6433959,11,-74.08257,,146.27695,,-125.385254,,-141.27695,8424.101974010468,499.78708,0.03,0.1,1.8735037,0.03
2131,2.6581728,0.30913717,2942.0442,3013.8494,4.2770096e-11,2131,140797,866.9599,74.94251,0.03,311701.2,66.07085875175974,-1.3179506,0.03,4.3208522e-20,625,0.1,,0.2,-499.78708,0.6271007,11,-71.80523,,146.26991,,-126.28972,,-141.26991,8429.846761703491,499.78708,0.03,0.1,2.693181,0.03
2132,2.6580524,-0.0912767,2942.0593,3016.7422,4.272999e-11,2132,140818,471.51572,74.94251,0.03,311822.16,66.04971857410882,-1.3184198,0.03,1.3703675e-37,625,,0.1,-0.1,-499.78708,0.5959638,11,-74.68293,,146.25804,,-115.9758,,-141.25804,8435.801938533783,499.78708,0.03,-0.1,2.8435037,0.03
2133,2.6581047,-0.29156056,2941.736,3014.88,4.268993e-11,2133,140837,486.05612,74.94251,0.03,311937.34,66.02766057196438,-1.3188887,0.03,0.01128847,625,-0.1,0.1,,-499.78708,0.5595616,11,-73.14377,,146.24348,,-110.19913,,-141.24348,8441.954679250717,499.78708,0.03,-0.2,3.2069669,0.03
2134,2.6576846,0.2242657,2939.792,3001.5552,4.2649932e-11,2134,140856,207.55963,74.94251,0.03,312046.2,66.00562324273665,-1.3193574,0.03,6.088708e-35,625,0.1,0.1,-0.1,-499.78708,0.5005559,11,-61.763195,,146.22595,,-103.83063,,-141.22595,8448.35354757309,499.78708,0.03,0.1,2.2305079,0.03
2135,2.6575801,-0.17038848,2939.7576,3005.2456,4.2609992e-11,2135,140876,694.27466,74.94251,0.03,312166.78,65.984074941452,-1.3198259,0.03,4.3272522e-20,625,,-0.1,-0.2,-499.78708,0.58121204,11,-65.488014,,146.21394,,-115.58847,,-141.21394,8454.639470100403,499.78708,0.03,0.2,2.946563,0.03
2136,2.6575413,-0.35165995,2939.7158,3014.6125,4.25701e-11,2136,140889,491.8133,74.94251,0.03,312279.0,65.95926966292134,-1.3202941,0.03,1.7088055e-20,625,-0.1,,-0.2,-499.78708,0.6858711,11,-74.89661,,146.19803,,-107.22635,,-141.19803,8460.808245658875,499.78708,0.03,-0.1,3.039509,0.03
2137,2.6576326,0.21198411,2939.531,3001.7544,4.253027e-11,2137,140911,350.16888,74.94251,0.03,312391.34,65.93869911090313,-1.3207623,0.03,1.9590556e-30,625,-0.1,0.1,0.1,-499.78708,0.5131328,11,-62.223335,,146.18219,,-107.33511,,-141.18219,8466.820717811584,499.78708,0.03,0.1,3.214266,0.03
2138,2.6575646,-0.48932892,2939.2036,3008.5234,4.2490494e-11,2138,140930,512.3451,74.94251,0.03,312509.4,65.91674462114125,-1.32123,0.03,,625,-0.2,,-0.2,-499.78708,0.5968257,11,-69.31976,,146.16904,,-113.062645,,-141.16904,8472.97914648056,499.78708,0.03,-0.1,3.026314,0.03
2139,2.657649,0.33470666,2939.1477,3008.5823,4.2450776e-11,2139,140956,605.6472,74.94251,0.03,312630.44,65.89808321645629,-1.3216977,0.03,,625,-0.1,,0.2,-499.78708,0.62528926,11,-69.43451,,146.15729,,-116.04626,,-141.15729,8478.93554186821,499.78708,0.03,0.2,3.2787576,0.03
2140,2.6575105,-0.33551344,2937.9436,3015.2937,4.241111e-11,2140,141040,773.271,74.94251,0.03,312795.44,65.90654205607477,-1.3221651,0.03,,625,-0.1,-0.1,,-499.78708,0.96476114,11,-77.34998,,146.16609,,-160.00322,,-141.16609,8484.919159173965,499.78708,0.03,-0.2,2.7857628,0.03
2141,2.6577315,-0.027072176,2937.6948,3005.5986,4.2371502e-11,2141,141540,648.2195,74.94251,0.03,312883.5,66.10929472209249,-1.3226323,0.03,,625,-0.1,,-0.2,-499.78708,0.63550717,11,-67.903824,,146.13895,,-83.039635,,-141.13895,8491.459881305695,499.78708,0.03,0.2,3.2595348,0.03
2142,2.6578643,-0.4723876,2936.779,3015.4004,4.2331947e-11,2142,141555,438.40985,74.94251,0.03,312999.2,66.08543417366947,-1.3230993,0.03,7.8694506e-30,625,-0.2,,-0.1,-499.78708,0.70426184,11,-78.62138,,146.12474,,-110.691216,,-141.12474,8497.207421779633,499.78708,0.03,-0.1,3.3550475,0.03
2143,2.6578023,-0.26242343,2936.5872,3008.8284,4.229245e-11,2143,141575,630.2884,74.94251,0.03,313109.3,66.06392907139524,-1.323566,0.03,3.0712426e-29,625,,-0.2,-0.2,-499.78708,0.6224479,11,-72.24112,,146.10794,,-105.105194,,-141.10794,8502.765648126602,499.78708,0.03,0.1,2.8665628,0.03
2144,2.6578789,-0.3954652,2936.0962,3007.3303,4.2253007e-11,2144,141603,556.4456,74.94251,0.03,313238.1,66.04617537313433,-1.3240325,0.03,2.1958075e-20,625,-0.2,-0.2,,-499.78708,0.6736687,11,-71.23402,,146.09985,,-123.79177,,-141.09985,8508.28811454773,499.78708,0.03,0.1,3.244094,0.03
2145,2.6577876,-0.49997637,2936.102,3007.3887,4.2213618e-11,2145,141706,503.53632,74.94251,0.03,313379.7,66.06340326340326,-1.3244988,0.03,1.1853415e-18,625,,-0.2,-0.2,-499.78708,0.5466973,11,-71.28654,,146.09776,,-136.59976,,-141.09776,8513.954479694366,499.78708,0.03,-0.1,2.8438904,0.03
2146,2.658091,0.117896445,2936.0574,3018.2217,4.2174285e-11,2146,141730,581.27106,74.94251,0.03,313503.06,66.04380242311277,-1.3249649,0.03,,625,-0.1,0.2,,-499.78708,0.74923444,11,-82.1643,,146.08717,,-118.34446,,-141.08717,8519.686509370804,499.78708,0.03,,3.7972949,0.03
2147,2.65818,-0.11894567,2935.8037,3018.3762,4.2135007e-11,2147,141772,926.5567,74.94251,0.03,313628.34,66.03260363297625,-1.3254308,0.03,4.029722e-12,625,-0.1,,0.1,-499.78708,0.66814363,11,-82.5725,,146.07748,,-120.29802,,-141.07748,8525.47503209114,499.78708,0.03,,3.1481645,0.03
2148,2.6575916,-0.42114723,2933.9846,3017.6865,4.2095785e-11,2148,141837,749.827,74.94251,0.03,313757.56,66.03212290502793,-1.3258965,0.03,0.0322362,625,-0.1,-0.1,,-499.78708,1.0218086,11,-83.7019,,146.06963,,-124.23552,,-141.06963,8531.23232293129,499.78708,0.03,-0.1,1.8061286,0.03
2149,2.6572127,0.07739289,2933.6746,3009.181,4.2056615e-11,2149,142337,412.06677,74.94251,0.03,313812.75,66.23406235458353,-1.3263619,0.03,1.3943845e-33,625,0.1,0.2,,-499.78708,0.6004234,11,-75.506424,,146.02734,,-50.187855,,-141.02734,8537.542997121811,499.78708,0.03,-0.2,1.9109448,0.03
2150,2.6569297,-0.029038444,2933.284,3119.399,4.2017504e-11,2150,142382,581.1045,74.94251,0.03,313959.56,66.22418604651163,-1.326827,0.03,5.412889e-35,625,0.1,-0.2,0.2,-499.78708,0.7529718,11,-186.11502,,146.02771,,-141.78522,,-141.02771,8543.208872795105,499.78708,0.03,-0.2,2.4821508,0.03
2151,2.6568465,-0.2740422,2933.0503,3119.4722,4.197845e-11,2151,142422,1106.5372,74.94251,0.03,314098.25,66.21199442119944,-1.3272921,0.03,5.7522966e-38,625,0.2,-0.2,-0.2,-499.78708,1.5963777,11,-186.42181,,146.02429,,-133.71251,,-141.02429,8549.060307979584,499.78708,0.03,-0.1,2.7768638,0.03
2152,2.656814,-0.10557648,2933.077,2964.4587,4.1939438e-11,2152,142446,126.407394,74.94251,0.03,314223.62,66.19237918215613,-1.3277569,0.03,,625,-0.1,0.1,-0.2,-499.78708,0.28221396,11,-31.381828,,146.0147,,-120.36359,,-141.0147,8555.120709180832,499.78708,0.03,0.1,2.2225232,0.03
2153,2.6569984,-0.07514619,2931.76,3018.7288,4.190049e-11,2153,142468,520.5409,74.94251,0.03,314338.12,66.17185322805388,-1.3282214,0.03,2.8651653e-18,625,,0.1,,-499.78708,0.5724088,11,-86.968796,,146.00006,,-109.539566,,-141.00006,8561.116160869598,499.78708,0.03,-0.1,3.7744832,0.03
2154,2.6569412,-0.11575247,2931.1274,3119.654,4.1861594e-11,2154,142596,727.7123,74.94251,0.03,314556.6,66.20055710306407,-1.3286859,0.03,,625,0.1,-0.2,-0.2,-499.78708,1.5498652,11,-188.5267,,146.0337,,-213.45058,,-141.0337,8567.262067079544,499.78708,0.03,0.2,3.0016804,0.03
2155,2.6568007,-0.0021542087,2931.1436,3002.7864,4.1822754e-11,2155,142614,435.8255,74.94251,0.03,314675.25,66.17819025522041,-1.32915,0.03,,625,-0.1,-0.1,0.1,-499.78708,0.5836806,11,-71.64294,,146.021,,-113.64955,,-141.021,8572.962703943253,499.78708,0.03,0.1,1.9544001,0.03
2156,2.6568556,-0.24293499,2931.1729,3015.7551,4.1783965e-11,2156,142648,788.2893,74.94251,0.03,314806.56,66.16326530612245,-1.3296139,0.03,9.4767514e-05,625,-0.2,-0.1,,-499.78708,0.8467624,11,-84.582245,,146.01418,,-126.31967,,-141.01418,8578.618486881256,499.78708,0.03,0.1,3.2177696,0.03
2157,2.6568282,0.347562,2930.0542,3015.8357,4.1745232e-11,2157,142667,282.26062,74.94251,0.03,314915.7,66.14140009272137,-1.3300776,0.03,,625,0.1,0.1,,-499.78708,0.6262962,11,-85.78151,,145.99707,,-104.126526,,-140.99707,8584.594805002213,499.78708,0.03,0.2,2.835478,0.03
2158,2.6568701,0.1131258,2928.929,3018.2168,4.1706548e-11,2158,142713,864.9267,74.94251,0.03,315063.4,66.13206672845227,-1.3305411,0.03,3.0314468e-10,625,-0.1,,0.1,-499.78708,0.7573522,11,-89.28784,,145.99786,,-142.70724,,-140.99786,8590.337285518646,499.78708,0.03,0.1,3.1459987,0.03
2159,2.656354,-0.112453826,2928.9434,3018.9731,4.1667926e-11,2159,142729,573.28076,74.94251,0.03,315173.38,66.10884668828162,-1.3310044,0.03,4.520765e-32,625,,,-0.2,-499.78708,0.79851663,11,-90.029785,,145.98119,,-104.965546,,-140.98119,8596.195635795593,499.78708,0.03,0.1,1.8592489,0.03
2160,2.6564887,0.008537933,2927.3647,3016.4683,4.1629353e-11,2160,142759,567.2598,74.94251,0.03,315293.47,66.09212962962962,-1.3314675,0.03,4.9545594e-21,625,-0.1,0.2,-0.1,-499.78708,0.7786729,11,-89.10362,,145.9692,,-115.110344,,-140.9692,8602.080607414246,499.78708,0.03,,3.2034218,0.03
2161,2.6564796,-0.53980225,2927.0618,2964.9885,4.1590835e-11,2161,142776,691.7652,74.94251,0.03,315405.94,66.06941230911615,-1.3319304,0.03,2.6476574e-29,625,-0.1,-0.1,-0.1,-499.78708,0.7079046,11,-37.92669,,145.95369,,-107.471725,,-140.95369,8607.562690019608,499.78708,0.03,-0.2,2.9110024,0.03
2162,2.655783,-0.16307475,2926.4758,3016.5618,4.1552366e-11,2162,142973,842.04193,74.94251,0.03,315547.38,66.12997224791859,-1.3323929,0.03,5.298565e-35,625,,-0.1,-0.2,-499.78708,0.7909453,11,-90.08595,,145.95161,,-136.39832,,-140.95161,8613.53294801712,499.78708,0.03,0.1,1.4938709,0.03
2163,2.6560054,-0.18661451,2926.4,3015.719,4.1513955e-11,2163,142991,931.9466,74.94251,0.03,315665.0,66.1077207582062,-1.3328555,0.03,9.111884e-15,625,,0.1,-0.2,-499.78708,0.8268728,11,-89.31914,,145.9385,,-112.64584,,-140.9385,8619.631749153137,499.78708,0.03,-0.1,3.4137518,0.03
2164,2.6559372,0.303664,2926.34,3019.2878,4.1475597e-11,2164,143007,696.5916,74.94251,0.03,315780.8,66.08456561922365,-1.3333176,0.03,,625,,-0.1,0.2,-499.78708,0.81794703,11,-92.94772,,145.92459,,-110.80852,,-140.92459,8625.596601486206,499.78708,0.03,,2.7825716,0.03
2165,2.6552627,-0.57348406,2926.3772,3008.557,4.1437288e-11,2165,143031,376.37997,74.94251,0.03,315905.06,66.06512702078523,-1.3337796,0.03,,625,-0.2,-0.2,-0.1,-499.78708,0.6918354,11,-82.179665,,145.91458,,-119.24998,,-140.91458,8631.540686130524,499.78708,0.03,,1.4421759,0.03
2166,2.6550112,0.104313925,2925.863,3018.7292,4.1399037e-11,2166,143075,488.57874,74.94251,0.03,316018.62,66.05493998153278,-1.3342414,0.03,,625,,0.1,0.1,-499.78708,0.78363425,11,-92.86617,,145.89964,,-108.58167,,-140.89964,8637.443963766098,499.78708,0.03,-0.1,2.45,0.03
2167,2.6548762,0.12461105,2925.2744,3018.81,4.136084e-11,2167,143118,244.93672,74.94251,0.03,316155.12,66.04430087678818,-1.334703,0.03,0.00035883882,625,0.1,,0.1,-499.78708,0.6909686,11,-93.53559,,145.89531,,-131.51117,,-140.89531,8643.28661608696,499.78708,0.03,-0.1,2.6186779,0.03
2168,2.6545928,-0.07087353,2925.2378,3019.5796,4.1322692e-11,2168,143146,808.86224,74.94251,0.03,316285.2,66.02675276752767,-1.3351643,0.03,1.04545895e-16,625,,,-0.1,-499.78708,0.7823186,11,-94.34185,,145.888,,-125.0643,,-140.888,8649.380991458893,499.78708,0.03,0.1,2.3723292,0.03
2169,2.654831,-0.0949194,2925.1704,3017.004,4.1284594e-11,2169,143163,367.85913,74.94251,0.03,316398.34,66.00414937759336,-1.3356255,0.03,8.981401e-23,625,0.1,,-0.1,-499.78708,0.534774,11,-91.83359,,145.87291,,-108.152405,,-140.87291,8655.176157474518,499.78708,0.03,-0.2,3.456836,0.03
2170,2.654633,-0.5258708,2925.224,3008.836,4.1246555e-11,2170,143186,858.7877,74.94251,0.03,316523.06,65.98433179723503,-1.3360864,0.03,1.2037018e-23,625,-0.2,,-0.1,-499.78708,0.8087349,11,-83.61175,,145.86316,,-119.72763,,-140.86316,8660.866511106491,499.78708,0.03,-0.2,2.7147896,0.03
2171,2.6547904,0.17732286,2924.864,3019.009,4.1208568e-11,2171,143241,751.60754,74.94251,0.03,316641.6,65.97927222478121,-1.3365471,0.03,,625,0.1,,-0.1,-499.78708,0.7525003,11,-94.14496,,145.85057,,-113.52182,,-140.85057,8666.551572561264,499.78708,0.03,0.1,3.2646542,0.03
2172,2.654881,0.34528926,2924.0461,3016.7217,4.117063e-11,2172,143260,674.89935,74.94251,0.03,316760.53,65.95764272559853,-1.3370076,0.03,9.630633e-13,625,0.2,0.1,0.1,-499.78708,0.76386815,11,-92.67559,,145.83818,,-113.92433,,-140.83818,8672.280666589737,499.78708,0.03,,3.1585298,0.03
2173,2.654718,0.16189966,2923.4314,3009.0095,4.1132747e-11,2173,143283,534.7459,74.94251,0.03,316885.7,65.93787390704095,-1.3374679,0.03,3.031151e-33,625,0.1,,-0.2,-499.78708,0.7600629,11,-85.578064,,145.82866,,-120.13823,,-140.82866,8678.065942525864,499.78708,0.03,0.2,2.5963998,0.03
2174,2.654486,-0.21574102,2922.926,2965.7217,4.1094912e-11,2174,143340,432.20215,74.94251,0.03,317035.94,65.93376264949401,-1.337928,0.03,,625,-0.1,-0.1,0.1,-499.78708,0.5699977,11,-42.79572,,145.8307,,-145.25354,,-140.8307,8683.890084505081,499.78708,0.03,-0.2,2.437778,0.03
2175,2.654656,-0.046923093,2922.9407,3019.0854,4.1057133e-11,2175,143840,805.8994,74.94251,0.03,317176.62,66.13333333333334,-1.338388,0.03,1.1553527e-22,625,-0.1,0.1,-0.1,-499.78708,0.8067838,11,-96.144745,,145.82834,,-135.7198,,-140.82834,8690.077828645706,499.78708,0.03,,3.4836721,0.03
2176,2.6542404,-0.483172,2922.8867,3009.1833,4.1019407e-11,2176,143865,662.83606,74.94251,0.03,317302.62,66.11443014705883,-1.3388476,0.03,2.9053473e-19,625,-0.1,,-0.2,-499.78708,0.80943096,11,-86.296745,,145.81921,,-120.987434,,-140.81921,8695.801480054855,499.78708,0.03,-0.2,2.0098336,0.03
2177,2.6546052,0.05417566,2922.8735,3009.241,4.098173e-11,2177,143888,724.0575,74.94251,0.03,317419.4,66.09462563160312,-1.3393071,0.03,,625,-0.2,0.2,,-499.78708,0.805175,11,-86.36738,,145.80588,,-111.7651,,-140.80588,8702.080053567886,499.78708,0.03,0.1,3.7004857,0.03
2178,2.6546884,-0.2820893,2922.6272,3020.0796,4.0944106e-11,2178,143907,675.20996,74.94251,0.03,317539.3,66.07300275482093,-1.3397663,0.03,3.6520134e-11,625,-0.2,,-0.1,-499.78708,0.8733447,11,-97.45251,,145.79399,,-114.92654,,-140.79399,8708.592190027237,499.78708,0.03,,3.1122658,0.03
2179,2.6550615,0.3427161,2922.5745,2966.0176,4.090653e-11,2179,143951,227.96661,74.94251,0.03,317662.66,66.06287287746673,-1.3402253,0.03,,625,0.1,0.1,0.2,-499.78708,0.38366097,11,-43.44313,,145.78369,,-118.326355,,-140.78369,8714.72354388237,499.78708,0.03,-0.1,3.6532164,0.03
2180,2.6544778,0.2319811,2921.9607,3010.9617,4.0869013e-11,2180,143972,650.34424,74.94251,0.03,317776.47,66.04220183486238,-1.3406842,0.03,,625,-0.1,0.2,,-499.78708,0.78335434,11,-89.00093,,145.76903,,-108.81757,,-140.76903,8720.968110084534,499.78708,0.03,0.2,2.0108798,0.03
2181,2.6545253,-0.41776636,2921.7402,3009.4832,4.0831543e-11,2181,143989,751.6531,74.94251,0.03,317892.66,66.01971572673085,-1.3411428,0.03,,625,-0.2,-0.2,,-499.78708,0.8321499,11,-87.74302,,145.75546,,-111.18616,,-140.75546,8726.941951036453,499.78708,0.03,-0.1,3.0222428,0.03
2182,2.6542842,-0.32022297,2921.7456,3009.5298,4.079413e-11,2182,144073,442.7447,74.94251,0.03,317992.94,66.02795600366636,-1.3416011,0.03,1.2851855e-17,625,-0.2,0.1,,-499.78708,0.8085258,11,-87.784195,,145.73462,,-95.29791,,-140.73462,8732.763603925705,499.78708,0.03,-0.2,2.3646836,0.03
2183,2.6540487,-0.41941532,2921.8013,3017.3254,4.0756763e-11,2183,144096,790.89435,74.94251,0.03,318102.78,66.00824553366927,-1.3420594,0.03,,625,-0.1,-0.2,-0.1,-499.78708,0.7891182,11,-95.52412,,145.71817,,-104.82542,,-140.71817,8738.667008638382,499.78708,0.03,,2.3787785,0.03
2184,2.65396,-0.3330886,2921.8142,3017.8284,4.0719445e-11,2184,144137,499.8923,74.94251,0.03,318236.56,65.99679487179488,-1.3425174,0.03,1.4249521e-21,625,-0.1,,-0.1,-499.78708,0.8460554,11,-96.014145,,145.7127,,-128.75832,,-140.7127,8744.722101211548,499.78708,0.03,-0.2,2.7407217,0.03
2185,2.6540463,0.22014126,2921.2058,3020.507,4.0682183e-11,2185,144178,885.89606,74.94251,0.03,318368.2,65.98535469107551,-1.3429751,0.03,4.175041e-35,625,0.2,,,-499.78708,0.7756957,11,-99.30125,,145.70627,,-126.66338,,-140.70627,8750.710514307022,499.78708,0.03,0.1,3.0487778,0.03
2186,2.6540499,0.65182996,2920.9214,3009.7605,4.064497e-11,2186,144209,876.3829,74.94251,0.03,318501.12,65.96935041171089,-1.3434327,0.03,7.0678376e-12,625,0.1,0.2,,-499.78708,0.7615857,11,-88.83919,,145.70042,,-127.92847,,-140.70042,8756.644614934921,499.78708,0.03,0.2,2.96153,0.03
2187,2.6513457,-0.09996163,2920.9412,3011.3652,4.0607816e-11,2187,144224,909.4348,74.94251,0.03,318616.5,65.94604481024234,-1.34389,0.03,,625,-0.2,-0.1,,-499.78708,0.9263826,11,-90.423996,,145.68655,,-110.360306,,-140.68655,8762.48428106308,499.78708,0.03,0.2,-2.9469314,0.03
2188,2.6512485,-0.034771647,2920.9749,3017.636,4.0570703e-11,2188,144261,664.8569,74.94251,0.03,318745.56,65.93281535648994,-1.3443471,0.03,,625,,0.2,-0.1,-499.78708,0.7818094,11,-96.661224,,145.67896,,-124.08022,,-140.67896,8768.241884946823,499.78708,0.03,-0.1,2.613335,0.03
2189,2.6514082,-0.016554877,2920.9941,2966.5964,4.0533642e-11,2189,144299,131.04611,74.94251,0.03,318877.25,65.9200548195523,-1.344804,0.03,5.0315147e-18,625,0.1,0.1,0.1,-499.78708,0.34434652,11,-45.602337,,145.67256,,-126.66979,,-140.67256,8773.901381492615,499.78708,0.03,-0.2,3.275222,0.03
2190,2.6510077,-0.04832001,2920.841,3011.5603,4.0496637e-11,2190,144333,783.3832,74.94251,0.03,319011.56,65.90547945205479,-1.3452609,0.03,9.207035e-28,625,,-0.2,0.2,-499.78708,0.7032246,11,-90.719124,,145.66737,,-129.30524,,-140.66737,8779.161153793335,499.78708,0.03,-0.1,2.4358063,0.03
2191,2.65114,-0.18578747,2920.414,3018.2544,4.045968e-11,2191,144367,724.6305,74.94251,0.03,319148.62,65.89091738931995,-1.3457173,0.03,0.000980662,625,-0.1,-0.2,0.1,-499.78708,0.68803537,11,-97.84037,,145.66345,,-132.08336,,-140.66345,8784.535911083221,499.78708,0.03,,3.2981663,0.03
2192,2.651205,-0.14203352,2919.5303,3018.2896,4.042277e-11,2192,144398,699.4978,74.94251,0.03,319277.88,65.875,-1.3461736,0.03,2.1912493e-33,625,-0.1,,-0.2,-499.78708,0.90300536,11,-98.75928,,145.65596,,-124.27097,,-140.65596,8789.648202896118,499.78708,0.03,0.1,3.166029,0.03
2193,2.650904,0.4089095,2919.0874,3020.3044,4.0385917e-11,2193,144416,822.13293,74.94251,0.03,319395.44,65.85316917464661,-1.3466297,0.03,8.453452e-30,625,0.1,0.1,0.1,-499.78708,0.7784626,11,-101.21712,,145.64316,,-112.55698,,-140.64316,8795.283336639404,499.78708,0.03,,2.1700149,0.03
2194,2.650546,0.015900597,2918.7026,3020.9697,4.034911e-11,2194,144441,753.7157,74.94251,0.03,319520.75,65.83454876937101,-1.3470856,0.03,1.6505928e-27,625,-0.1,,,-499.78708,0.8419227,11,-102.26706,,145.63388,,-120.3088,,-140.63388,8800.993840694427,499.78708,0.03,0.2,2.1610649,0.03
2195,2.650367,-0.24054733,2918.4512,3010.288,4.031235e-11,2195,144469,622.9397,74.94251,0.03,319651.1,65.81731207289293,-1.3475413,0.03,1.5719103e-26,625,-0.2,,0.2,-499.78708,0.8410682,11,-91.83701,,145.62692,,-125.32838,,-140.62692,8806.878775119781,499.78708,0.03,-0.1,2.4882393,0.03
2196,2.6501486,0.00033001602,2918.1768,3018.553,4.0275644e-11,2196,144504,359.12817,74.94251,0.03,319773.12,65.80327868852459,-1.3479968,0.03,,625,0.2,-0.1,-0.1,-499.78708,0.6936647,11,-100.376114,,145.61618,,-117.037186,,-140.61618,8812.690942287445,499.78708,0.03,,2.3986356,0.03
2197,2.6499608,-0.049039356,2918.1987,3020.523,4.023899e-11,2197,144544,1019.02094,74.94251,0.03,319912.44,65.7915339098771,-1.3484521,0.03,6.558654e-33,625,-0.1,,0.1,-499.78708,0.9282222,11,-102.32433,,145.61331,,-134.31752,,-140.61331,8818.339124679565,499.78708,0.03,-0.1,2.5759587,0.03
2198,2.6501899,-0.13581043,2917.6816,3012.008,4.0202383e-11,2198,144575,419.99072,74.94251,0.03,320025.9,65.77570518653322,-1.3489071,0.03,3.2352113e-13,625,-0.1,-0.2,0.2,-499.78708,0.81310236,11,-94.326416,,145.59868,,-108.46459,,-140.59868,8824.205903291702,499.78708,0.03,,3.319627,0.03
2199,2.650527,-0.12902522,2917.4348,3018.7136,4.016583e-11,2199,144603,436.11694,74.94251,0.03,320153.94,65.75852660300137,-1.349362,0.03,1.1293707e-33,625,-0.2,,-0.1,-499.78708,0.8788816,11,-101.27892,,145.5907,,-123.04669,,-140.5907,8829.941261529922,499.78708,0.03,0.1,3.6289296,0.03
2200,2.6507244,0.40272924,2917.3335,3018.794,4.012932e-11,2200,144620,790.21204,74.94251,0.03,320269.0,65.73636363636363,-1.3498167,0.03,6.942206e-20,625,,0.1,0.1,-499.78708,0.90280366,11,-101.46043,,145.57681,,-110.048965,,-140.57681,8835.778755903244,499.78708,0.03,0.2,3.2597802,0.03
2201,2.6504092,-0.1874479,2917.2573,3021.4792,4.0092863e-11,2201,144646,909.4326,74.94251,0.03,320394.75,65.71830985915493,-1.3502711,0.03,8.462775e-23,625,-0.1,-0.1,,-499.78708,0.7827303,11,-104.22202,,145.56781,,-120.75405,,-140.56781,8841.841253042221,499.78708,0.03,,2.1272292,0.03
2202,2.650636,-0.30524164,2917.1885,3122.53,4.0056458e-11,2202,144974,1167.8733,74.94251,0.03,320490.8,65.83742052679382,-1.3507253,0.03,4.8745626e-22,625,-0.2,-0.1,0.2,-499.78708,1.9179698,11,-205.3415,,145.54533,,-91.05831,,-140.54533,8848.380352020264,499.78708,0.03,-0.2,3.440222,0.03
2203,2.651145,-0.03549412,2914.8088,3012.2937,4.00201e-11,2203,144991,757.6997,74.94251,0.03,320599.3,65.81525192918747,-1.3511794,0.03,,625,,0.2,-0.1,-499.78708,0.8261336,11,-97.48498,,145.52852,,-103.48314,,-140.52852,8854.061653852463,499.78708,0.03,-0.2,3.1194768,0.03
2204,2.6510656,0.3272217,2914.6501,3018.5437,3.9983794e-11,2204,145008,767.4352,74.94251,0.03,320710.38,65.79310344827586,-1.3516332,0.03,4.7432184e-32,625,0.1,0.1,0.2,-499.78708,0.9153366,11,-103.89365,,145.51288,,-106.08811,,-140.51288,8859.39511680603,499.78708,0.03,,2.7274086,0.03
2205,2.651153,0.01178319,2914.3115,3021.7422,3.9947535e-11,2205,145040,996.4649,74.94251,0.03,320832.8,65.77777777777777,-1.3520868,0.03,3.9474269e-19,625,0.1,,-0.1,-499.78708,0.9268632,11,-107.43061,,145.50241,,-117.3896,,-140.50241,8865.285134077072,499.78708,0.03,,3.0077815,0.03
2206,2.6514015,0.28696084,2914.1177,3009.3599,3.9911324e-11,2206,145064,504.2408,74.94251,0.03,320956.5,65.75883952855848,-1.3525401,0.03,1.2290405e-38,625,-0.1,0.2,0.2,-499.78708,0.88534766,11,-95.24216,,145.49252,,-118.71001,,-140.49252,8871.249469995499,499.78708,0.03,,3.367417,0.03
