IWMin,Iteration,MountainCar_std0_higher,GridSize,DenMISELogFirst,DenMISELogLast,IWMean,ActionIn1,Bound,NumTrainableParams,AvgEpLen,ReturnAbsMax,MountainCar_std1_higher,MountainCar_mu0_higher,IWMax,ReturnMax,MinEpLen,IWLastEpisode,ReturnStepMax,ReturnMin,DenMISEMeanLog,IWFirstEpisode,NumTrajectories,ReturnLastEpisode,Regret,TimestepsSoFar,TimeElapsed,ReturnMean,Regret/t,MountainCar_mu1_higher,Delta
,1368,0.14999999,400,-5.0950513,-3.489865,1.2635654,-2.0328193,36.95588,,909.5409356725146,13.278829,0.14999999,-0.47368422,121.79805,12.822414,185,1.0212692e-14,132.42879,-13.278829,-3.3925967,8.981766e-18,1368,-1.7613459,8265.117,1244252,2566.841395139694,-1.0417523,6.0417523,-1.5789474,1.6242367e-09
,1369,0.14999999,400,-5.095782,-2.8735101,0.9852919,3.5287824,36.948032,,909.6062819576333,13.278829,0.14999999,0.7894737,138.63693,12.822414,185,,132.42879,-13.278829,-3.3920546,,1369,-0.6098513,8270.727,1245251,2569.1983227729797,-1.0414369,6.041437,2.631579,1.6218646e-09
,1370,0.14999999,400,-5.096512,-3.155109,0.9573447,-9.537255,36.944866,,909.6715328467153,13.278829,0.14999999,-1.0,216.66475,12.822414,185,,132.42879,-13.278829,-3.3919187,,1370,-2.518272,8278.245,1246250,2571.516656398773,-1.0425149,6.042515,-8.947369,1.619498e-09
,1371,0.14999999,400,-5.097242,-5.6779623,0.8262258,9.503683,36.926525,,909.7366885485047,13.278829,0.14999999,0.47368422,123.00422,12.822414,185,,132.42879,-13.278829,-3.3936522,,1371,-1.7401025,8284.985,1247249,2574.014517068863,-1.0430236,6.0430236,8.947369,1.6171362e-09
,1372,0.14999999,400,-5.097971,-2.8086987,0.9319773,3.2206073,36.89301,,909.801749271137,13.278829,0.14999999,-0.68421054,125.45981,12.822414,185,,132.42879,-13.278829,-3.3933697,,1372,-1.6454693,8291.631,1248248,2576.494162797928,-1.0434628,6.0434628,3.6842105,1.6147798e-09
,1373,0.14999999,400,-5.0986996,-2.789018,0.89366424,-5.2135844,36.880566,,909.8485069191552,13.278829,0.14999999,0.36842105,119.966934,12.822414,185,,132.42879,-13.278829,-3.3929977,,1373,-0.5103424,8297.141,1249222,2578.7967512607574,-1.0430744,6.0430746,-5.7894735,1.6124284e-09
,1374,0.14999999,400,-5.0994277,-3.3443754,0.88458174,2.8544705,36.85711,,909.9133915574963,13.278829,0.14999999,0.47368422,123.10726,12.822414,185,,132.42879,-13.278829,-3.393057,,1374,-0.5410116,8302.682,1250221,2581.111756801605,-1.042709,6.042709,2.631579,1.6100822e-09
,1375,0.14999999,400,-5.100155,-3.5875676,1.0017148,-4.723523,36.821217,,909.9781818181818,13.278829,0.14999999,0.36842105,119.10693,12.822414,185,,132.42879,-13.278829,-3.3933024,,1375,-0.56271756,8308.245,1251220,2583.540272951126,-1.04236,6.04236,-4.736842,1.607741e-09
,1376,0.14999999,400,-5.100882,-3.616703,1.2013658,-1.2973508,36.808414,,910.0428779069767,13.278829,0.14999999,0.36842105,120.36195,12.822414,185,,132.42879,-13.278829,-3.3934836,9.179223e-21,1376,-0.13635704,8313.381,1252219,2585.9051406383514,-1.0417016,6.0417013,-1.5789474,1.6054051e-09
,1377,0.14999999,400,-5.1016083,-2.926637,0.9614264,1.4414188,36.80035,,910.1074800290487,13.278829,0.14999999,-0.47368422,120.746185,12.822414,185,,132.42879,-13.278829,-3.3930242,3.203449e-27,1377,-0.43905368,8318.82,1253218,2588.4687316417694,-1.0412638,6.0412636,1.5789474,1.6030741e-09
,1378,0.14999999,400,-5.1023345,-4.3308153,0.8910163,6.1911025,36.801186,,910.1719883889696,13.278829,0.14999999,0.36842105,120.08169,12.822414,185,,132.42879,-13.278829,-3.3937538,,1378,-0.38102925,8324.201,1254217,2590.9040994644165,-1.0407847,6.040785,5.7894735,1.6007485e-09
,1379,0.14999999,400,-5.10306,-2.883579,1.2067149,-8.573082,36.797554,,910.236403190718,13.278829,0.14999999,0.36842105,120.45279,12.822414,185,,132.42879,-13.278829,-3.393481,,1379,-0.38814825,8329.59,1255216,2593.3880722522736,-1.0403116,6.040312,-8.947369,1.5984275e-09
,1380,0.14999999,400,-5.1037846,-2.8197567,0.9169688,-4.9430017,36.778484,,910.3007246376811,13.278829,0.14999999,-1.0,219.40613,12.822414,185,,132.42879,-13.278829,-3.3929436,,1380,-0.31436846,8334.904,1256215,2595.745670080185,-1.0397854,6.0397854,-3.6842105,1.5961118e-09
,1381,0.14999999,400,-5.1045094,-4.056721,1.1801556,-7.7761745,36.77675,,910.3649529326575,13.278829,0.14999999,0.36842105,121.82221,12.822414,185,,132.42879,-13.278829,-3.3935158,,1381,-2.0889354,8341.993,1257214,2598.1750903129578,-1.0405451,6.040545,-7.894737,1.5938011e-09
,1382,0.14999999,400,-5.105233,-3.2340882,1.0780201,2.2884903,36.763283,,910.4290882778582,13.278829,0.14999999,0.36842105,121.199814,12.822414,185,,132.42879,-13.278829,-3.3932974,3.266639e-30,1382,-0.2002358,8347.193,1258213,2600.609104156494,-1.039937,6.039937,1.5789474,1.5914955e-09
,1383,0.14999999,400,-5.1059566,-4.097348,0.9422554,1.0619643,36.763035,,910.4931308749096,13.278829,0.14999999,0.36842105,117.006996,12.822414,185,2.1157579e-14,132.42879,-13.278829,-3.3937728,1.1268113e-05,1383,-0.76125944,8352.954,1259212,2602.947653770447,-1.0397356,6.039736,0.5263158,1.5891948e-09
,1384,0.14999999,400,-5.106679,-3.348783,0.81017166,5.53937,36.762653,,910.5570809248555,13.278829,0.14999999,-0.7894737,118.69135,12.822414,185,,132.42879,-13.278829,-3.3938012,,1384,-0.4477042,8358.402,1260211,2605.2631273269653,-1.0393078,6.0393076,6.8421054,1.5868992e-09
,1385,0.14999999,400,-5.1074014,-4.2545733,0.9704341,9.762206,36.759193,,910.1364620938629,13.278829,0.14999999,-0.57894737,105.26262,12.822414,185,,132.42879,-13.278829,-3.3945763,,1385,0.77654636,8362.625,1260539,2607.480455636978,-1.0379968,6.037997,10.0,1.5846082e-09
,1386,0.14999999,400,-5.1081233,-4.3202553,1.193549,-2.397077,36.743874,,909.6702741702742,13.278829,0.14999999,0.36842105,121.29208,12.822414,185,,132.42879,-13.278829,-3.395282,,1386,6.0931716,8361.532,1260803,2609.4750077724457,-1.0328516,6.0328517,-2.631579,1.5823226e-09
,1387,0.14999999,400,-5.1088443,-3.2376516,0.92252964,-2.4408793,36.73704,,909.7346791636626,13.278829,0.14999999,-1.0,199.69489,12.822414,185,1.0671698e-30,132.42879,-13.278829,-3.395055,7.571469e-23,1387,-0.45995754,8366.992,1261802,2611.879143476486,-1.0324385,6.0324383,-1.5789474,1.5800418e-09
,1388,0.14999999,400,-5.1095653,-2.8260102,1.0320979,-1.8027477,36.72644,,909.7989913544668,13.278829,0.14999999,1.0,238.06465,12.822414,185,,132.42879,-13.278829,-3.3947353,,1388,-1.4057913,8373.398,1262801,2614.3327753543854,-1.0327076,6.0327077,-2.631579,1.577766e-09
,1389,0.14999999,400,-5.1102853,-3.3046825,1.0788014,-3.552289,36.725033,,909.8632109431245,13.278829,0.14999999,0.36842105,121.394844,12.822414,185,4.1085468e-10,132.42879,-13.278829,-3.3946908,,1389,-4.043044,8382.441,1263800,2616.682934522629,-1.0348748,6.034875,-3.6842105,1.575495e-09
,1390,0.14999999,400,-5.111005,-2.766712,0.95718175,8.447174,36.725857,,909.9273381294964,13.278829,0.14999999,-0.7894737,117.44299,12.822414,185,,132.42879,-13.278829,-3.3942063,,1390,-0.07276918,8387.514,1264799,2618.953920841217,-1.0341827,6.0341825,8.947369,1.5732289e-09
,1391,0.14999999,400,-5.1117244,-3.4460533,1.0139557,5.3176355,36.722282,,909.5348670021567,13.278829,0.14999999,0.36842105,121.89055,12.822414,185,,132.42879,-13.278829,-3.3942926,,1391,1.5619783,8390.952,1265163,2621.0577580928802,-1.0323162,6.032316,4.736842,1.5709676e-09
,1392,0.14999999,400,-5.112443,-5.024174,0.9826247,9.999825,36.705193,,909.5991379310345,13.278829,0.14999999,0.15789473,103.868385,12.822414,185,,132.42879,-13.278829,-3.3954742,,1392,-0.21559422,8396.168,1266162,2623.4013347625732,-1.0317295,6.0317297,10.0,1.5687114e-09
,1393,0.14999999,400,-5.113161,-2.6403005,1.0149825,10.979603,36.689514,,909.2225412778176,13.278829,0.14999999,1.0,247.97491,12.822414,185,5.5583815e-08,132.42879,-13.278829,-3.3949645,,1393,1.9978547,8399.17,1266547,2625.6584067344666,-1.0295547,6.029555,10.0,1.5664599e-09
,1394,0.14999999,400,-5.1138787,-3.061244,0.90603685,-9.64841,36.664852,,909.286944045911,13.278829,0.14999999,-0.57894737,110.33032,12.822414,185,,132.42879,-13.278829,-3.394747,,1394,-4.4485908,8408.618,1267546,2627.964576482773,-1.0320073,6.032007,-8.947369,1.5642131e-09
,1395,0.14999999,400,-5.114596,-3.0522745,1.1087085,-3.4171157,36.65726,,909.3512544802867,13.278829,0.14999999,-1.0,177.89066,12.822414,185,,132.42879,-13.278829,-3.3945844,,1395,-0.74139625,8414.359,1268545,2630.45064496994,-1.031799,6.031799,-2.631579,1.5619714e-09
,1396,0.14999999,400,-5.115312,-3.5202696,0.8193807,-0.6561234,36.65197,,909.4154727793697,13.278829,0.14999999,0.7894737,133.51892,12.822414,185,3.1912393e-35,132.42879,-13.278829,-3.39463,2.1856961e-27,1396,-1.753869,8421.113,1269544,2632.783438682556,-1.0323163,6.032316,-1.5789474,1.5597343e-09
,1397,0.14999999,400,-5.1160283,-3.2974465,0.84168756,-5.3894196,36.630974,,909.4795991410165,13.278829,0.14999999,-0.57894737,101.95595,12.822414,185,,132.42879,-13.278829,-3.3947084,,1397,-2.3553667,8428.469,1270543,2635.2489597797394,-1.0332633,6.033263,-4.736842,1.5575023e-09
,1398,0.14999999,400,-5.116744,-2.8690395,0.94577914,2.037007,36.61727,,909.5436337625179,13.278829,0.14999999,-0.57894737,122.66328,12.822414,185,,132.42879,-13.278829,-3.3944614,,1398,-1.0380903,8434.507,1271542,2637.576566696167,-1.0332668,6.033267,2.631579,1.5552748e-09
,1399,0.14999999,400,-5.117459,-2.7824943,1.1322075,1.3833728,36.625866,,909.6075768406005,13.278829,0.14999999,-1.0,219.83098,12.822414,185,2.2661586,132.42879,-13.278829,-3.394081,,1399,-0.77721107,8440.284,1272541,2639.9718997478485,-1.0330838,6.033084,2.631579,1.5530522e-09
,1400,0.14999999,400,-5.1181736,-3.9925563,1.0035557,-6.7361293,36.607475,,909.6714285714286,13.278829,0.14999999,-1.0,228.22156,12.822414,185,,132.42879,-13.278829,-3.394453,,1400,-2.1118686,8447.396,1273540,2642.300487279892,-1.0338542,6.0338545,-5.7894735,1.5508345e-09
,1401,0.14999999,400,-5.1188874,-3.0069213,1.1038481,7.1009574,36.578197,,909.7351891506067,13.278829,0.14999999,0.36842105,123.04364,12.822414,185,,132.42879,-13.278829,-3.3942068,,1401,-1.8552095,8454.251,1274539,2644.7951328754425,-1.0344405,6.0344405,6.8421054,1.5486212e-09
,1402,0.14999999,400,-5.1196012,-3.5600698,1.0536394,-0.29314908,36.57866,,909.7988587731812,13.278829,0.14999999,-0.57894737,123.53523,12.822414,185,,132.42879,-13.278829,-3.3942728,0.002901193,1402,-0.6570128,8459.908,1275538,2647.1363377571106,-1.0341713,6.034171,0.5263158,1.5464129e-09
,1403,0.14999999,400,-5.120312,-2.862988,0.9136282,7.245807,36.575397,,909.8624376336422,13.278829,0.14999999,-0.15789473,115.88141,12.822414,185,,132.42879,-13.278829,-3.3938785,,1403,-1.2525911,8466.161,1276537,2649.5504336357117,-1.034327,6.034327,6.8421054,1.5442092e-09
,1404,0.14999999,400,-5.1210246,-3.3840013,0.6590373,-6.7132215,36.566177,,909.925925925926,13.278829,0.14999999,1.0,171.30702,12.822414,185,,132.42879,-13.278829,-3.3939495,,1404,-0.20375192,8471.364,1277536,2651.8144495487213,-1.0337354,6.0337353,-7.894737,1.5420103e-09
,1405,0.14999999,400,-5.1217365,-3.8141885,1.2028606,-5.607719,36.536217,,909.9893238434164,13.278829,0.14999999,-1.0,223.03859,12.822414,185,,132.42879,-13.278829,-3.3945098,,1405,-6.3133297,8482.678,1278535,2654.206201314926,-1.0374932,6.037493,-4.736842,1.539816e-09
,1406,0.14999999,400,-5.122448,-2.8619099,1.1008103,-8.601861,36.532883,,910.0526315789474,13.278829,0.14999999,-0.57894737,123.599754,12.822414,185,,132.42879,-13.278829,-3.3940299,,1406,-1.4457818,8489.124,1279534,2656.684976577759,-1.0377835,6.0377836,-7.894737,1.5376264e-09
,1407,0.14999999,400,-5.123159,-2.8871362,1.1919097,5.6097307,36.506516,,910.1158493248046,13.278829,0.14999999,-0.05263158,117.217865,12.822414,185,,132.42879,-13.278829,-3.3936212,,1407,-1.1925766,8495.316,1280533,2659.0881419181824,-1.0378935,6.0378933,5.7894735,1.5354414e-09
,1408,0.14999999,400,-5.1238694,-2.9723217,1.2060598,3.6762614,36.50533,,910.0887784090909,13.278829,0.14999999,0.47368422,125.82557,12.822414,185,,132.42879,-13.278829,-3.3932114,,1408,-0.0018446582,8500.318,1281405,2661.472175836563,-1.0371578,6.037158,3.6842105,1.5332613e-09
,1409,0.14999999,400,-5.1245794,-4.8521743,1.1643927,9.184166,36.490932,,910.1518807665011,13.278829,0.14999999,0.15789473,109.90689,12.822414,185,,132.42879,-13.278829,-3.3941293,,1409,-0.28731525,8505.605,1282404,2663.8851912021637,-1.0366256,6.036626,8.947369,1.5310855e-09
,1410,0.14999999,400,-5.125289,-3.2452493,0.95944,2.5387497,36.340504,,909.7390070921986,13.278829,0.14999999,0.7894737,131.99309,12.822414,185,,132.42879,-13.278829,-3.3939295,7.822284e-37,1410,3.5978723,8507.008,1282732,2665.943469285965,-1.0333387,6.0333385,1.5789474,1.5289147e-09
,1411,0.14999999,400,-5.125998,-3.1301246,0.8795307,9.811244,36.321,,909.8022678951098,13.278829,0.14999999,0.7894737,140.36548,12.822414,185,,132.42879,-13.278829,-3.393794,,1411,-2.9866943,8514.994,1283731,2668.324163913727,-1.034723,6.0347233,8.947369,1.5267482e-09
,1412,0.14999999,400,-5.126706,-3.4981294,1.0010103,8.355228,36.24544,,909.8654390934844,13.278829,0.14999999,-1.0,195.54196,12.822414,185,2.611321e-26,132.42879,-13.278829,-3.3939745,,1412,-1.8211353,8521.815,1284730,2670.7434453964233,-1.0352801,6.03528,8.947369,1.5245868e-09
,1413,0.14999999,400,-5.127414,-2.8375819,1.0923129,4.922215,36.210358,,909.4614295824487,13.278829,0.14999999,-0.05263158,118.39335,12.822414,185,,132.42879,-13.278829,-3.3936093,,1413,2.0800734,8524.735,1285069,2672.838841199875,-1.0330752,6.0330753,4.736842,1.5224296e-09
,1414,0.14999999,400,-5.128122,-3.243737,1.0453036,8.632912,36.196217,,909.5247524752475,13.278829,0.14999999,1.0,229.6789,12.822414,185,,132.42879,-13.278829,-3.3934608,,1414,-0.007255666,8529.742,1286068,2675.220756292343,-1.0323497,6.0323496,7.894737,1.520277e-09
,1415,0.14999999,400,-5.1288285,-4.00444,0.9847756,7.5705986,36.196762,,909.5879858657244,13.278829,0.14999999,0.7894737,140.45982,12.822414,185,3.0801384e-05,132.42879,-13.278829,-3.393901,,1415,-4.7052426,8539.447,1287067,2677.611953496933,-1.0349454,6.0349455,6.8421054,1.518129e-09
,1416,0.14999999,400,-5.129535,-2.87497,1.0542253,0.8323816,36.181313,,909.6511299435028,13.278829,0.14999999,0.05263158,118.28546,12.822414,185,,132.42879,-13.278829,-3.3935678,0.006145291,1416,-2.5451198,8546.993,1288066,2679.9792408943176,-1.0360119,6.0360117,0.5263158,1.5159856e-09
,1417,0.14999999,400,-5.1302366,-3.1905878,1.012081,-4.784869,36.16056,,909.7141848976711,13.278829,0.14999999,0.05263158,118.95868,12.822414,185,,132.42879,-13.278829,-3.3934085,,1417,-0.08430832,8552.077,1289065,2682.376616001129,-1.0353403,6.0353403,-4.736842,1.5138464e-09
,1418,0.14999999,400,-5.1309423,-2.7562737,1.1341417,-0.730245,36.158863,,909.7771509167842,13.278829,0.14999999,-0.05263158,118.919716,12.822414,185,,132.42879,-13.278829,-3.39297,26.328396,1418,-0.005130985,8557.082,1290064,2684.856916666031,-1.0346138,6.0346136,-0.5263158,1.5117121e-09
,1419,0.14999999,400,-5.1132503,-2.7934642,1.0224426,-7.8572283,36.156967,,909.8400281888654,13.278829,0.14999999,0.05263158,119.09694,12.822414,185,,132.42879,-13.278829,-3.3924756,,1419,-0.14516555,8562.228,1291063,2687.1841957569122,-1.033987,6.033987,-7.894737,1.5095821e-09
,1420,0.14999999,400,-5.1139545,-2.776944,1.030857,-2.750566,36.155502,,909.9028169014084,13.278829,0.14999999,0.7894737,135.29407,12.822414,185,,132.42879,-13.278829,-3.3920462,,1420,-0.015165383,8567.242,1292062,2689.5504925251007,-1.0332695,6.0332694,-3.6842105,1.5074567e-09
,1421,0.14999999,400,-5.114659,-3.0217056,0.95261526,-9.063464,36.155807,,909.9655172413793,13.278829,0.14999999,0.05263158,119.02506,12.822414,185,,132.42879,-13.278829,-3.3917863,,1421,-3.9203768,8576.163,1293061,2691.954398870468,-1.0353012,6.035301,-8.947369,1.5053357e-09
,1422,0.14999999,400,-5.115362,-3.3112473,1.1261938,-6.7003064,36.154404,,910.028129395218,13.278829,0.14999999,0.05263158,118.66719,12.822414,185,,132.42879,-13.278829,-3.3917804,,1422,-0.0049939253,8581.168,1294060,2694.2939438819885,-1.0345768,6.034577,-6.8421054,1.5032193e-09
,1423,0.14999999,400,-5.116065,-4.26765,0.96690977,2.8084893,36.152325,,910.0906535488405,13.278829,0.14999999,0.05263158,119.226715,12.822414,185,,132.42879,-13.278829,-3.3923283,,1423,-0.05037661,8586.219,1295059,2696.7161931991577,-1.0338851,6.033885,2.631579,1.5011072e-09
,1424,0.14999999,400,-5.116768,-2.8791754,1.14233,-10.001917,36.152596,,910.1530898876405,13.278829,0.14999999,-0.05263158,118.34735,12.822414,185,,132.42879,-13.278829,-3.3920095,,1424,-0.028730597,8591.247,1296058,2699.0667684078217,-1.0331792,6.0331793,-10.0,1.4989998e-09
,1425,0.14999999,400,-5.11747,-3.4029126,1.0883708,0.30468312,36.150547,,910.2154385964913,13.278829,0.14999999,0.57894737,128.43562,12.822414,185,,132.42879,-13.278829,-3.3919408,2.0895612e-05,1425,-0.07204279,8596.319,1297057,2701.5189623832703,-1.0325047,6.0325046,-0.5263158,1.4968966e-09
,1426,0.14999999,400,-5.118171,-4.6892524,1.0403332,-2.5888927,36.145103,,910.2776998597476,13.278829,0.14999999,0.05263158,117.74854,12.822414,185,,132.42879,-13.278829,-3.392813,,1426,-1.0055046,8602.324,1298056,2704.015300989151,-1.0324857,6.032486,-2.631579,1.494798e-09
,1427,0.14999999,400,-5.118872,-3.078155,1.0097569,3.6985407,36.142345,,910.3398738612474,13.278829,0.14999999,0.05263158,115.40387,12.822414,185,,132.42879,-13.278829,-3.3925836,,1427,-0.079727836,8607.404,1299055,2706.3740355968475,-1.0318182,6.0318184,3.6842105,1.4927036e-09
,1428,0.14999999,400,-5.1195726,-3.2114809,0.76440173,10.605314,36.12235,,910.4019607843137,13.278829,0.14999999,0.47368422,119.82516,12.822414,185,,132.42879,-13.278829,-3.3924701,,1428,-0.073893346,8612.479,1300054,2708.8848493099213,-1.0311474,6.0311475,10.0,1.4906137e-09
,1429,0.14999999,400,-5.1202726,-3.1865678,0.92026186,1.2097343,36.119926,,910.4639608117565,13.278829,0.14999999,-0.15789473,118.891304,12.822414,185,,132.42879,-13.278829,-3.3925042,9.893664e-27,1429,-3.241334,8620.72,1301053,2711.4130787849426,-1.032694,6.032694,1.5789474,1.4885282e-09
,1430,0.14999999,400,-5.120972,-3.1474736,0.9317558,8.860288,36.11587,,910.5258741258741,13.278829,0.14999999,-0.15789473,103.92114,12.822414,185,,132.42879,-13.278829,-3.3924065,,1430,-0.14708057,8625.867,1302052,2713.8477737903595,-1.0320746,6.0320745,8.947369,1.4864471e-09
,1431,0.14999999,400,-5.121671,-3.5910645,0.970308,8.547443,36.10136,,910.2012578616352,13.278829,0.14999999,-1.0,149.3613,12.822414,185,3.4961417e-10,132.42879,-13.278829,-3.3926058,,1431,0.88869184,8629.979,1302498,2716.167290210724,-1.0307324,6.030732,10.0,1.4843702e-09
,1432,0.14999999,400,-5.12237,-5.2442827,0.71508044,-3.2399464,36.099236,,909.788407821229,13.278829,0.14999999,-0.47368422,121.77232,12.822414,185,,132.42879,-13.278829,-3.3939438,,1432,1.1143256,8633.863,1302817,2718.3117344379425,-1.0292345,6.0292344,-2.631579,1.4822978e-09
,1433,0.14999999,400,-5.123068,-3.4175684,1.0471752,6.609682,36.098785,,909.8506629448709,13.278829,0.14999999,0.7894737,141.36119,12.822414,185,,132.42879,-13.278829,-3.394173,,1433,-0.4417654,8639.306,1303816,2720.787392139435,-1.0288246,6.028825,5.7894735,1.4802298e-09
,1434,0.14999999,400,-5.1237655,-3.2232323,0.9784911,-3.9444308,36.094543,,909.9128312412831,13.278829,0.14999999,-0.15789473,119.51143,12.822414,185,,132.42879,-13.278829,-3.3940468,,1434,-2.4440029,8646.75,1304815,2723.13249874115,-1.0298114,6.0298114,-3.6842105,1.478166e-09
,1435,0.14999999,400,-5.1244626,-3.1507277,0.8502249,-4.849142,36.051815,,909.974912891986,13.278829,0.14999999,-0.2631579,117.84824,12.822414,185,8.116933e-07,132.42879,-13.278829,-3.3939106,,1435,-0.04017329,8651.79,1305814,2725.588589668274,-1.0291218,6.029122,-4.736842,1.4761066e-09
,1436,0.14999999,400,-5.1251593,-2.7839334,0.69526565,4.3976045,36.04764,,910.0369080779944,13.278829,0.14999999,-0.36842105,119.07382,12.822414,185,,132.42879,-13.278829,-3.3936055,,1436,-0.0675431,8656.857,1306813,2727.96279668808,-1.028452,6.028452,4.736842,1.4740514e-09
,1437,0.14999999,400,-5.1258554,-2.9135404,1.1525213,7.918529,36.04407,,909.8225469728601,13.278829,0.14999999,-0.47368422,110.82269,12.822414,185,,132.42879,-13.278829,-3.3934953,,1437,-0.19085935,8662.048,1307415,2730.292388677597,-1.0278692,6.027869,8.947369,1.4720005e-09
,1438,0.14999999,400,-5.126551,-5.7876825,1.2613351,-8.021776,36.020782,,909.4951321279555,13.278829,0.14999999,1.0,252.63463,12.822414,185,,132.42879,-13.278829,-3.3950756,,1438,0.2223504,8666.826,1307854,2732.6000480651855,-1.0269998,6.027,-8.947369,1.4699539e-09
,1439,0.14999999,400,-5.1272464,-3.8532362,0.8533913,7.4837236,36.014854,,909.5573314801945,13.278829,0.14999999,-0.47368422,113.841705,12.822414,185,,132.42879,-13.278829,-3.3952663,,1439,-5.025631,8676.852,1308853,2734.9633667469025,-1.0297785,6.0297785,7.894737,1.4679117e-09
,1440,0.14999999,400,-5.127941,-2.7319162,0.97614866,-10.671047,36.008327,,909.2604166666666,13.278829,0.14999999,-0.7894737,126.5169,12.822414,185,,132.42879,-13.278829,-3.3949225,,1440,0.37990165,8681.472,1309335,2737.218483686447,-1.0287997,6.0287995,-10.0,1.4658735e-09
,1441,0.14999999,400,-5.128635,-2.8261507,0.92780757,-7.7303243,35.99845,,909.322692574601,13.278829,0.14999999,-0.2631579,118.03462,12.822414,185,,132.42879,-13.278829,-3.3945632,,1441,-0.87411374,8687.346,1310334,2739.6735780239105,-1.0286922,6.0286922,-7.894737,1.4638397e-09
