IWMin,Iteration,MountainCar_std0_higher,GridSize,DenMISELogFirst,DenMISELogLast,IWMean,ActionIn1,Bound,NumTrainableParams,AvgEpLen,ReturnAbsMax,MountainCar_std1_higher,MountainCar_mu0_higher,IWMax,ReturnMax,MinEpLen,IWLastEpisode,ReturnStepMax,ReturnMin,DenMISEMeanLog,IWFirstEpisode,NumTrajectories,ReturnLastEpisode,Regret,TimestepsSoFar,TimeElapsed,ReturnMean,Regret/t,MountainCar_mu1_higher,Delta
,1281,0.14999999,400,-5.0873413,-2.8293595,0.76752687,5.130797,37.829216,,908.2287275565964,13.278829,0.14999999,-1.0,177.1211,12.822414,185,,132.42879,-13.278829,-3.3848715,,1281,-2.415629,7730.72,1163441,2365.698570728302,-1.0349104,6.03491,5.7894735,1.8523508e-09
,1282,0.14999999,400,-5.0881214,-4.6926675,0.9454164,5.9955935,37.78295,,907.890015600624,13.278829,0.14999999,0.15789473,117.99095,12.822414,185,2.0686791e-10,132.42879,-13.278829,-3.386098,,1282,-1.0667987,7736.787,1163915,2367.7963120937347,-1.0349352,6.034935,5.7894735,1.8494621e-09
,1283,0.14999999,400,-5.088901,-2.851126,1.0923563,8.946989,37.738388,,907.9610288386594,13.278829,0.14999999,-0.05263158,107.02647,12.822414,185,,132.42879,-13.278829,-3.3857446,,1283,-0.26827094,7742.055,1164914,2370.219833612442,-1.0343376,6.0343375,8.947369,1.8465801e-09
,1284,0.14999999,400,-5.08968,-4.1064696,1.0552589,3.944797,37.739616,,907.6020249221184,13.278829,0.14999999,-0.05263158,119.54186,12.822414,185,,132.42879,-13.278829,-3.386258,,1284,0.9211729,7746.134,1165361,2372.4386551380157,-1.0328146,6.0328145,3.6842105,1.8437051e-09
,1285,0.14999999,400,-5.090459,-2.9430985,1.0374974,4.8301287,37.738934,,907.6731517509728,13.278829,0.14999999,-0.15789473,118.72747,12.822414,185,7.517489e-09,132.42879,-13.278829,-3.385896,,1285,-0.11590512,7751.25,1166360,2374.702749490738,-1.0321012,6.032101,4.736842,1.8408366e-09
,1286,0.14999999,400,-5.0912366,-2.927275,0.9454107,-0.64833844,37.735313,,907.6104199066874,13.278829,0.14999999,0.05263158,114.475655,12.822414,185,,132.42879,-13.278829,-3.3855364,8.35811,1286,0.019401057,7756.2305,1167187,2376.8905186653137,-1.0312835,6.0312834,-0.5263158,1.8379748e-09
,1287,0.14999999,400,-5.085536,-3.2281456,0.9223513,-6.1107125,37.73635,,907.6814296814297,13.278829,0.14999999,-0.15789473,118.50773,12.822414,185,,132.42879,-13.278829,-3.3854766,,1287,-0.0019341848,7761.2324,1168186,2379.2526891231537,-1.0304837,6.0304837,-5.7894735,1.8351198e-09
,1288,0.14999999,400,-5.0863123,-2.8721468,1.0817628,0.7544102,37.73579,,907.7523291925465,13.278829,0.14999999,-0.05263158,119.09773,12.822414,185,,132.42879,-13.278829,-3.38516,0.017817358,1288,-0.16083899,7766.3936,1169185,2381.640516757965,-1.0298085,6.0298085,0.5263158,1.8322713e-09
,1289,0.14999999,400,-5.0870748,-5.2176437,0.86970824,2.399845,37.732964,,907.8231186966641,13.278829,0.14999999,-0.05263158,109.72587,12.822414,185,6.218466e-28,132.42879,-13.278829,-3.386547,,1289,-0.030728789,7771.424,1170184,2383.9738295078278,-1.0290334,6.0290337,2.631579,1.8294295e-09
,1290,0.14999999,400,-5.08785,-2.9974923,1.0863291,-2.4498785,37.729374,,907.8937984496124,13.278829,0.14999999,-0.05263158,119.225464,12.822414,185,,132.42879,-13.278829,-3.3863645,,1290,-0.042087894,7776.4663,1171183,2386.2006170749664,-1.0282685,6.0282683,-2.631579,1.8265942e-09
,1291,0.14999999,400,-5.088625,-3.095649,1.0892467,7.035582,37.72855,,907.9643687064291,13.278829,0.14999999,0.15789473,116.48216,12.822414,185,,132.42879,-13.278829,-3.3861003,,1291,-0.27156886,7781.738,1172182,2388.5798144340515,-1.0276823,6.0276823,6.8421054,1.8237658e-09
,1292,0.14999999,400,-5.0893993,-3.51416,0.9929664,2.1820633,37.729492,,908.0348297213623,13.278829,0.14999999,0.57894737,127.21464,12.822414,185,,132.42879,-13.278829,-3.3861556,4.1709063e-33,1292,-0.6237199,7787.3613,1173181,2390.962414741516,-1.0273696,6.0273695,1.5789474,1.8209435e-09
,1293,0.14999999,400,-5.0901732,-3.3107822,0.9722811,-7.6788697,37.727207,,908.1051817478732,13.278829,0.14999999,-0.05263158,119.26697,12.822414,185,,132.42879,-13.278829,-3.3861265,,1293,-2.2558513,7794.617,1174180,2393.2804136276245,-1.0283196,6.0283194,-7.894737,1.818128e-09
,1294,0.14999999,400,-5.090946,-3.3623064,1.010253,-4.7392597,37.728306,,908.1754250386399,13.278829,0.14999999,-0.05263158,119.28523,12.822414,185,,132.42879,-13.278829,-3.3861535,,1294,-0.0069488776,7799.624,1175179,2395.628317117691,-1.0275303,6.02753,-4.736842,1.8153191e-09
,1295,0.14999999,400,-5.0917187,-2.7458484,1.1630114,-9.5779705,37.727066,,908.2455598455598,13.278829,0.14999999,0.05263158,118.44124,12.822414,185,,132.42879,-13.278829,-3.385676,,1295,-0.0009116917,7804.625,1176178,2397.943583011627,-1.0267377,6.0267377,-10.0,1.8125165e-09
,1296,0.14999999,400,-5.0924907,-3.6304429,1.0118256,-9.25234,37.72196,,908.3155864197531,13.278829,0.14999999,-0.05263158,119.87442,12.822414,185,3.5721662e-06,132.42879,-13.278829,-3.3857687,,1296,-0.15825614,7809.783,1177177,2400.2713100910187,-1.0260675,6.0260677,-8.947369,1.8097206e-09
,1297,0.14999999,400,-5.0932617,-3.5026321,0.8248668,10.769489,37.719894,,908.3855050115651,13.278829,0.14999999,0.36842105,109.38104,12.822414,185,,132.42879,-13.278829,-3.3858747,,1297,-0.03903577,7814.8223,1178176,2402.645037651062,-1.0253065,6.0253067,10.0,1.806931e-09
,1298,0.14999999,400,-5.094033,-3.7299683,0.867489,9.1084585,37.6959,,908.4553158705701,13.278829,0.14999999,0.7894737,135.91533,12.822414,185,,132.42879,-13.278829,-3.386291,,1298,-2.0340335,7821.8564,1179175,2404.95098733902,-1.0260836,6.0260835,7.894737,1.8041477e-09
,1299,0.14999999,400,-5.094803,-3.9927592,0.7573327,-2.460108,37.696495,,908.5250192455735,13.278829,0.14999999,-0.7894737,121.78893,12.822414,185,,132.42879,-13.278829,-3.3868816,3.5218313e-20,1299,-6.965174,7833.822,1180174,2407.268525838852,-1.0306557,6.030656,-1.5789474,1.8013712e-09
,1300,0.14999999,400,-5.0955725,-3.3979392,0.8980018,5.2926183,37.668594,,908.5946153846154,13.278829,0.14999999,-0.47368422,121.23282,12.822414,185,,132.42879,-13.278829,-3.387092,,1300,-1.0813539,7839.9033,1181173,2409.5481815338135,-1.0306947,6.030695,5.7894735,1.7986009e-09
,1301,0.14999999,400,-5.096341,-3.1352644,0.80484825,2.6509728,37.663834,,908.5734050730208,13.278829,0.14999999,1.0,231.05693,12.822414,185,,132.42879,-13.278829,-3.3869972,,1301,-0.30613995,7845.209,1182054,2411.7288539409637,-1.0301378,6.030138,1.5789474,1.795837e-09
,1302,0.14999999,400,-5.09711,-4.7584457,0.9445809,-2.4720623,37.664177,,908.6428571428571,13.278829,0.14999999,1.0,225.58669,12.822414,185,,132.42879,-13.278829,-3.3882346,,1302,-9.299495,7859.509,1183053,2414.038553237915,-1.0364891,6.036489,-3.6842105,1.7930795e-09
,1303,0.14999999,400,-5.0978775,-4.061054,0.79330415,7.3256965,37.654793,,908.712202609363,13.278829,0.14999999,-0.57894737,111.45917,12.822414,185,,132.42879,-13.278829,-3.3888307,,1303,-7.2492437,7871.758,1184052,2416.2749853134155,-1.041257,6.041257,7.894737,1.7903283e-09
,1304,0.14999999,400,-5.0986447,-2.8464355,1.1326513,-6.5660925,37.633656,,908.3282208588957,13.278829,0.14999999,0.15789473,120.2353,12.822414,185,,132.42879,-13.278829,-3.3885899,,1304,1.0453724,7875.7124,1184460,2418.3231961727142,-1.0396569,6.0396566,-6.8421054,1.7875836e-09
,1305,0.14999999,400,-5.099411,-2.7772803,1.0913967,-2.275351,37.610435,,908.3977011494253,13.278829,0.14999999,0.57894737,124.977066,12.822414,185,,132.42879,-13.278829,-3.3880455,,1305,-0.21640988,7880.9287,1185459,2420.636693716049,-1.039026,6.0390263,-2.631579,1.784845e-09
,1306,0.14999999,400,-5.1001773,-3.4966927,0.9680484,6.4155664,37.599747,,908.4670750382849,13.278829,0.14999999,0.57894737,128.66757,12.822414,185,,132.42879,-13.278829,-3.3880856,,1306,-0.98489165,7886.914,1186458,2422.9611196517944,-1.0389845,6.0389843,5.7894735,1.7821128e-09
,1307,0.14999999,400,-5.1009426,-3.4022427,1.1780648,-3.2568898,37.592854,,908.5363427697016,13.278829,0.14999999,0.57894737,128.69247,12.822414,185,,132.42879,-13.278829,-3.3881452,,1307,-2.5545924,7894.4683,1187457,2425.2754871845245,-1.0401441,6.040144,-3.6842105,1.7793866e-09
,1308,0.14999999,400,-5.1017075,-3.676566,1.0230635,5.0359144,37.587135,,908.605504587156,13.278829,0.14999999,0.57894737,128.82007,12.822414,185,,132.42879,-13.278829,-3.3882594,,1308,-0.1519404,7899.62,1188456,2427.5800771713257,-1.0394651,6.039465,4.736842,1.776667e-09
,1309,0.14999999,400,-5.1024714,-2.7960775,1.1868213,-9.398656,37.58217,,908.6745607333843,13.278829,0.14999999,0.57894737,127.969185,12.822414,185,,132.42879,-13.278829,-3.3878148,,1309,-0.23350053,7904.854,1189455,2430.059923171997,-1.0388494,6.0388494,-10.0,1.7739535e-09
,1310,0.14999999,400,-5.1032352,-2.9019454,0.9560264,8.943608,37.582996,,908.7435114503817,13.278829,0.14999999,-0.7894737,105.6064,12.822414,185,,132.42879,-13.278829,-3.3873308,,1310,-0.9312524,7910.785,1190454,2432.366268634796,-1.0387673,6.0387673,10.0,1.7712461e-09
,1311,0.14999999,400,-5.103998,-2.806222,1.2114788,-0.64843905,37.582825,,908.3463005339436,13.278829,0.14999999,-0.2631579,120.162964,12.822414,185,,132.42879,-13.278829,-3.3869412,53.610527,1311,0.009081805,7915.7764,1190842,2434.3929805755615,-1.037968,6.037968,-0.5263158,1.7685452e-09
,1312,0.14999999,400,-5.064682,-2.8412228,0.76363254,-5.0915775,37.562393,,908.4153963414634,13.278829,0.14999999,-0.36842105,120.27183,12.822414,185,,132.42879,-13.278829,-3.3863928,,1312,-0.09076081,7920.8667,1191841,2436.6992824077606,-1.037246,6.0372458,-4.736842,1.7658502e-09
,1313,0.14999999,400,-5.065444,-3.174578,0.94252414,-4.614103,37.51427,,908.4843869002285,13.278829,0.14999999,-0.7894737,126.418304,12.822414,185,1.6011322e-07,132.42879,-13.278829,-3.3864279,,1313,-0.54745054,7926.414,1192840,2438.969271183014,-1.0368731,6.036873,-3.6842105,1.7631614e-09
,1314,0.14999999,400,-5.066205,-2.8688004,0.8007881,-7.7570653,37.510727,,908.5532724505327,13.278829,0.14999999,-1.0,185.82996,12.822414,185,,132.42879,-13.278829,-3.3860996,,1314,-1.6570039,7933.0713,1193839,2441.2800753116608,-1.0373449,6.037345,-6.8421054,1.7604788e-09
,1315,0.14999999,400,-5.066966,-2.8784146,1.0897579,2.8344975,37.48697,,908.6220532319392,13.278829,0.14999999,0.2631579,121.4674,12.822414,185,,132.42879,-13.278829,-3.3858893,,1315,-1.4973229,7939.5684,1194838,2443.587649822235,-1.0376948,6.037695,2.631579,1.7578023e-09
,1316,0.14999999,400,-5.067726,-2.759198,1.2517964,7.045674,37.48508,,908.6907294832827,13.278829,0.14999999,1.0,292.22208,12.822414,185,,132.42879,-13.278829,-3.3853712,,1316,-0.10326959,7944.672,1195837,2445.978922367096,-1.0369847,6.0369844,5.7894735,1.7551318e-09
,1317,0.14999999,400,-5.0684857,-5.1585217,1.0652807,4.450961,37.43548,,908.7593014426727,13.278829,0.14999999,0.2631579,118.32196,12.822414,185,,132.42879,-13.278829,-3.3865943,,1317,-9.224022,7958.896,1196836,2448.3284804821014,-1.0432011,6.043201,3.6842105,1.7524675e-09
,1318,0.14999999,400,-5.0692444,-3.7450445,1.1358848,-9.493468,37.433266,,908.8277693474962,13.278829,0.14999999,-0.36842105,121.016,12.822414,185,,132.42879,-13.278829,-3.3868399,,1318,-1.1190752,7965.0146,1197835,2450.5952095985413,-1.0432587,6.0432587,-8.947369,1.7498093e-09
,1319,0.14999999,400,-5.070003,-2.911067,1.1652334,2.6307285,37.413998,,908.89613343442,13.278829,0.14999999,-0.36842105,121.67893,12.822414,185,,132.42879,-13.278829,-3.386406,,1319,-0.5145911,7970.5293,1198834,2452.8863697052,-1.0428579,6.042858,2.631579,1.747157e-09
,1320,0.14999999,400,-5.0707607,-3.704277,1.0443321,-8.348721,37.39919,,908.964393939394,13.278829,0.14999999,-0.36842105,118.67771,12.822414,185,,132.42879,-13.278829,-3.3865511,,1320,-0.10918432,7975.6387,1199833,2455.160777568817,-1.0421505,6.0421505,-7.894737,1.7445106e-09
,1321,0.14999999,400,-5.0715184,-3.7459514,1.0471504,-7.0366535,37.398838,,909.0325510976533,13.278829,0.14999999,-0.47368422,123.23071,12.822414,185,3.5432073e-14,132.42879,-13.278829,-3.386814,,1321,-0.16839893,7980.807,1200832,2457.532468318939,-1.0414891,6.041489,-6.8421054,1.7418706e-09
,1322,0.14999999,400,-5.0722747,-2.840561,1.0487142,0.18510321,37.398266,,909.1006051437216,13.278829,0.14999999,-0.36842105,121.56202,12.822414,185,,132.42879,-13.278829,-3.3863907,0.02539391,1322,-0.06412738,7985.871,1201831,2459.7812356948853,-1.0407499,6.04075,0.5263158,1.7392363e-09
,1323,0.14999999,400,-5.073012,-2.9617712,0.7546211,4.1073446,37.390923,,909.1685563114135,13.278829,0.14999999,-0.47368422,100.715904,12.822414,185,,132.42879,-13.278829,-3.386058,,1323,-0.15027997,7991.0215,1202830,2462.165688753128,-1.0400769,6.0400767,4.736842,1.7366081e-09
,1324,0.14999999,400,-5.0737677,-3.2607737,0.96385676,-5.2314906,37.391582,,908.8527190332326,13.278829,0.14999999,1.0,238.94502,12.822414,185,,132.42879,-13.278829,-3.3861618,,1324,-0.69369954,7996.7153,1203321,2464.2861471176147,-1.0398152,6.039815,-5.7894735,1.7339857e-09
,1325,0.14999999,400,-5.0745225,-4.7878475,1.2247283,1.2211049,37.380898,,908.9207547169812,13.278829,0.14999999,0.57894737,127.14302,12.822414,185,,132.42879,-13.278829,-3.3872862,1.4164609e-08,1325,-2.83402,8004.5493,1204320,2466.7605414390564,-1.0411693,6.041169,0.5263158,1.7313695e-09
,1326,0.14999999,400,-5.075277,-2.8965173,1.0691141,5.1890283,37.367413,,908.9886877828054,13.278829,0.14999999,-0.7894737,119.27072,12.822414,185,,132.42879,-13.278829,-3.386778,,1326,-2.100203,8011.6494,1205319,2469.1200108528137,-1.0419679,6.041968,5.7894735,1.728759e-09
,1327,0.14999999,400,-5.0760307,-3.0017376,0.9877518,-2.003494,37.36633,,909.0565184626978,13.278829,0.14999999,-0.2631579,120.66629,12.822414,185,,132.42879,-13.278829,-3.3864634,3.020395e-17,1327,-1.0382589,8017.6875,1206318,2471.575046777725,-1.0419651,6.041965,-1.5789474,1.7261544e-09
,1328,0.14999999,400,-5.076784,-3.1265163,0.7800593,-2.5661821,37.35632,,909.1242469879518,13.278829,0.14999999,-0.2631579,118.49705,12.822414,185,9.131424e-07,132.42879,-13.278829,-3.386299,,1328,-0.21352375,8022.9014,1207317,2473.8134615421295,-1.0413413,6.0413413,-2.631579,1.7235557e-09
,1329,0.14999999,400,-5.0775366,-3.8626134,1.0850846,5.651945,37.35044,,909.1918735891647,13.278829,0.14999999,-0.2631579,116.38722,12.822414,185,,132.42879,-13.278829,-3.3868384,,1329,-0.065843165,8027.967,1208316,2476.163481235504,-1.0406072,6.0406075,5.7894735,1.7209631e-09
,1330,0.14999999,400,-5.078289,-2.9372666,1.0855852,8.265001,37.335167,,908.9766917293233,13.278829,0.14999999,-0.36842105,110.49396,12.822414,185,,132.42879,-13.278829,-3.386459,,1330,0.17545825,8032.7915,1208939,2478.2902460098267,-1.039693,6.039693,8.947369,1.7183761e-09
,1331,0.14999999,400,-5.0790405,-2.762849,0.8837804,-0.37983268,37.293396,,908.6453794139744,13.278829,0.14999999,0.36842105,114.56467,12.822414,185,,132.42879,-13.278829,-3.3859513,0.015501025,1331,-0.046579428,8037.838,1209407,2480.3971087932587,-1.0389467,6.0389466,-0.5263158,1.715795e-09
,1332,0.14999999,400,-5.07978,-2.9127557,1.0765463,-7.328691,37.284725,,908.7132132132132,13.278829,0.14999999,0.68421054,127.39244,12.822414,185,,132.42879,-13.278829,-3.3857007,,1332,-0.15669703,8042.995,1210406,2482.7315752506256,-1.0382844,6.0382843,-7.894737,1.7132197e-09
,1333,0.14999999,400,-5.08053,-2.8064075,1.0262347,3.3170474,37.2833,,908.7809452363091,13.278829,0.14999999,-0.2631579,118.95862,12.822414,185,,132.42879,-13.278829,-3.3852353,,1333,-1.1429561,8049.1377,1211405,2485.049264192581,-1.0383631,6.038363,3.6842105,1.7106502e-09
,1334,0.14999999,400,-5.08128,-3.6809459,0.76163566,6.593253,37.27503,,908.8485757121439,13.278829,0.14999999,-0.57894737,117.28909,12.822414,185,,132.42879,-13.278829,-3.3854604,,1334,-0.06529752,8054.203,1212404,2487.3498117923737,-1.0376337,6.037634,6.8421054,1.7080862e-09
,1335,0.14999999,400,-5.08203,-2.9163725,1.2553285,10.798645,37.25624,,908.5086142322098,13.278829,0.14999999,0.7894737,148.3879,12.822414,185,,132.42879,-13.278829,-3.385303,,1335,0.72657824,8058.4766,1212859,2489.4869287014008,-1.036312,6.036312,10.0,1.7055284e-09
,1336,0.14999999,400,-5.0827785,-3.021411,0.74328315,-3.9337811,37.25622,,908.5763473053893,13.278829,0.14999999,0.05263158,117.210815,12.822414,185,,132.42879,-13.278829,-3.3848789,,1336,-3.0767713,8066.553,1213858,2491.8454501628876,-1.0378393,6.0378394,-3.6842105,1.7029763e-09
,1337,0.14999999,400,-5.0835266,-3.314832,0.86459845,-6.1429076,37.256172,,908.6439790575917,13.278829,0.14999999,0.47368422,122.82967,12.822414,185,,132.42879,-13.278829,-3.3850315,,1337,-0.023296958,8071.5767,1214857,2494.2217791080475,-1.0370805,6.037081,-6.8421054,1.7004297e-09
,1338,0.14999999,400,-5.0842743,-3.7366712,0.83721477,-0.41682023,37.255974,,908.711509715994,13.278829,0.14999999,-1.0,197.39087,12.822414,185,,132.42879,-13.278829,-3.385413,9.0230216e-08,1338,-0.79116327,8077.3677,1215856,2496.5243830680847,-1.0368967,6.0368967,0.5263158,1.6978888e-09
,1339,0.14999999,400,-5.0850215,-4.01686,1.0686048,1.5656164,37.252083,,908.7789395070948,13.278829,0.14999999,0.05263158,118.50134,12.822414,185,9.698605e-19,132.42879,-13.278829,-3.3860347,1.7051983e-27,1339,-2.2494824,8084.617,1216855,2498.879444360733,-1.0378023,6.037802,1.5789474,1.6953537e-09
,1340,0.14999999,400,-5.0857677,-2.8103337,0.90909916,0.40965533,37.237827,,908.8462686567165,13.278829,0.14999999,-1.0,199.36151,12.822414,185,3.1337257e-09,132.42879,-13.278829,-3.3855774,2.6215934e-32,1340,-0.0059207813,8089.623,1217854,2501.2375440597534,-1.0370322,6.037032,1.5789474,1.6928242e-09
,1341,0.14999999,400,-5.086514,-4.1690764,0.9562382,-9.696535,37.221737,,908.9134973900075,13.278829,0.14999999,0.2631579,117.31851,12.822414,185,,132.42879,-13.278829,-3.3862581,,1341,-2.5853689,8097.2085,1218853,2503.5902462005615,-1.0381868,6.038187,-10.0,1.6903006e-09
,1342,0.14999999,400,-5.0872593,-2.8817797,1.2653039,7.236789,37.214504,,908.9806259314456,13.278829,0.14999999,0.57894737,132.44412,12.822414,185,,132.42879,-13.278829,-3.3859336,,1342,-0.14022008,8102.3486,1219852,2505.898645401001,-1.0375178,6.0375175,6.8421054,1.6877825e-09
,1343,0.14999999,400,-5.088004,-3.0414538,0.974453,3.7342832,37.198334,,909.0476545048399,13.278829,0.14999999,-1.0,204.34454,12.822414,185,,132.42879,-13.278829,-3.385513,,1343,-1.0750127,8108.424,1220851,2508.3131783008575,-1.0375457,6.0375457,4.736842,1.6852698e-09
,1344,0.14999999,400,-5.0887485,-8.919621,1.1727979,-5.7392955,37.17538,,908.8727678571429,13.278829,0.14999999,0.05263158,118.172485,12.822414,185,,132.42879,-13.278829,-3.3896804,,1344,-3.124624,8116.5483,1221525,2510.406717300415,-1.0390985,6.0390987,-5.7894735,1.6827629e-09
,1345,0.14999999,400,-5.0894923,-3.3352978,1.016485,2.8436327,37.164146,,908.9397769516729,13.278829,0.14999999,-1.0,175.79242,12.822414,185,,132.42879,-13.278829,-3.3895395,,1345,-0.12594324,8121.6743,1222524,2512.715308904648,-1.0384196,6.0384197,3.6842105,1.6802615e-09
,1346,0.14999999,400,-5.0902357,-2.8638656,1.2196428,-6.532402,37.16485,,908.8826151560178,13.278829,0.14999999,-0.7894737,128.328,12.822414,185,,132.42879,-13.278829,-3.389168,,1346,-1.494365,8128.169,1223356,2515.0598323345184,-1.0387584,6.0387583,-5.7894735,1.6777659e-09
,1347,0.14999999,400,-5.090978,-2.8103967,0.86152923,-8.769062,37.15743,,908.9495174461767,13.278829,0.14999999,-1.0,219.79922,12.822414,185,,132.42879,-13.278829,-3.388607,,1347,-1.1786714,8134.3477,1224355,2517.352614879608,-1.0388622,6.038862,-7.894737,1.6752756e-09
,1348,0.14999999,400,-5.09172,-3.2111876,0.9830378,-1.4856101,37.14986,,909.0163204747774,13.278829,0.14999999,0.05263158,118.23285,12.822414,185,,132.42879,-13.278829,-3.3886068,4.8448188e-18,1348,-1.8569508,8141.204,1225354,2519.709258079529,-1.0394691,6.0394692,-1.5789474,1.6727911e-09
,1349,0.14999999,400,-5.092462,-2.87235,0.9334924,-10.954023,37.13478,,909.0830244625648,13.278829,0.14999999,-1.0,200.61177,12.822414,185,,132.42879,-13.278829,-3.3882577,,1349,-0.0005376133,8146.205,1226353,2522.0381915569305,-1.038699,6.038699,-10.0,1.6703119e-09
,1350,0.14999999,400,-5.093203,-2.8961918,1.077106,0.8818015,37.119762,,909.1496296296297,13.278829,0.14999999,-0.68421054,126.51943,12.822414,185,,132.42879,-13.278829,-3.3879752,1.2927456e-28,1350,-1.769453,8152.9746,1227352,2524.48935008049,-1.0392402,6.0392404,1.5789474,1.6678382e-09
,1351,0.14999999,400,-5.0939436,-2.8833938,0.8764765,-1.305718,37.110897,,909.2161361954109,13.278829,0.14999999,-0.47368422,120.82002,12.822414,185,,132.42879,-13.278829,-3.3875687,15.485364,1351,-1.2446129,8159.2188,1228351,2526.8872537612915,-1.0393924,6.0393925,-0.5263158,1.6653701e-09
,1352,0.14999999,400,-5.0832863,-3.1670504,0.77150875,-6.1956115,37.108414,,909.2825443786983,13.278829,0.14999999,0.7894737,130.9488,12.822414,185,,132.42879,-13.278829,-3.3875155,,1352,-0.9121028,8165.131,1229350,2529.2402849197388,-1.0392982,6.039298,-6.8421054,1.6629075e-09
,1353,0.14999999,400,-5.084026,-2.8857114,1.0669088,-6.557909,37.108257,,909.3488543976349,13.278829,0.14999999,-0.2631579,118.79293,12.822414,185,1.1248903e-07,132.42879,-13.278829,-3.3873322,,1353,-1.7991332,8171.93,1230349,2531.684333086014,-1.0398597,6.03986,-6.8421054,1.6604501e-09
,1354,0.14999999,400,-5.0847645,-6.091303,0.6595335,4.5969706,37.072994,,909.4150664697194,13.278829,0.14999999,0.7894737,136.54544,12.822414,185,,132.42879,-13.278829,-3.3893023,,1354,-0.026889158,8176.957,1231348,2534.074695110321,-1.0391115,6.0391116,3.6842105,1.6579985e-09
,1355,0.14999999,400,-5.0855026,-4.404981,1.149473,7.944817,37.073883,,909.4811808118081,13.278829,0.14999999,0.36842105,120.42223,12.822414,185,,132.42879,-13.278829,-3.3903162,,1355,-1.9219141,8183.879,1232347,2536.540668487549,-1.0397631,6.039763,7.894737,1.655552e-09
,1356,0.14999999,400,-5.086241,-5.041218,1.1048094,8.090224,37.070267,,909.547197640118,13.278829,0.14999999,-0.15789473,111.17,12.822414,185,0.22666427,132.42879,-13.278829,-3.3914485,,1356,-0.78367513,8189.6626,1233346,2538.915644645691,-1.0395743,6.039574,7.894737,1.6531112e-09
,1357,0.14999999,400,-5.086978,-8.140847,0.5927909,-9.119988,37.05735,,909.1827560795873,13.278829,0.14999999,1.0,160.94356,12.822414,185,,132.42879,-13.278829,-3.3948944,,1357,1.1896863,8193.473,1233761,2540.9018275737762,-1.0379316,6.0379314,-10.0,1.6506762e-09
,1358,0.14999999,400,-5.087714,-2.8760145,1.1281415,-5.077168,37.056538,,909.2488954344625,13.278829,0.14999999,0.68421054,131.94696,12.822414,185,,132.42879,-13.278829,-3.394827,,1358,-2.8753653,8201.349,1234760,2543.2521550655365,-1.0392846,6.0392847,-5.7894735,1.648246e-09
,1359,0.14999999,400,-5.0884504,-3.0973516,1.1862031,-3.1961994,37.038105,,909.3149374540103,13.278829,0.14999999,-0.7894737,129.0468,12.822414,185,,132.42879,-13.278829,-3.394542,,1359,-1.254257,8207.603,1235759,2545.573931455612,-1.0394428,6.039443,-2.631579,1.6458211e-09
,1360,0.14999999,400,-5.089186,-2.8234482,1.1821222,-4.03696,37.017155,,909.3808823529412,13.278829,0.14999999,-0.47368422,122.346375,12.822414,185,8.741172e-09,132.42879,-13.278829,-3.3940144,,1360,-0.6397828,8213.242,1236758,2547.967511177063,-1.0391488,6.039149,-3.6842105,1.6434017e-09
,1361,0.14999999,400,-5.089921,-2.7859988,0.92988276,-10.351761,37.018436,,909.4467303453343,13.278829,0.14999999,-0.36842105,120.10854,12.822414,185,,132.42879,-13.278829,-3.3934603,,1361,-0.2514837,8218.494,1237757,2550.340735912323,-1.03857,6.03857,-10.0,1.6409877e-09
,1362,0.14999999,400,-5.090656,-2.756911,1.260998,-3.9522977,37.01478,,909.5124816446403,13.278829,0.14999999,0.68421054,130.39238,12.822414,185,,132.42879,-13.278829,-3.3930635,,1362,-0.3280603,8223.822,1238756,2552.6588521003723,-1.0380485,6.0380487,-4.736842,1.6385787e-09
,1363,0.14999999,400,-5.0913897,-2.9989016,1.124842,10.042381,36.994144,,909.5781364636831,13.278829,0.14999999,-0.15789473,105.103226,12.822414,185,,132.42879,-13.278829,-3.3926153,,1363,-1.798348,8230.62,1239755,2555.033527612686,-1.0386063,6.038606,10.0,1.6361754e-09
,1364,0.14999999,400,-5.092123,-2.7006483,1.0179805,-7.6407375,36.9948,,909.2785923753665,13.278829,0.14999999,-0.7894737,123.68406,12.822414,185,,132.42879,-13.278829,-3.392039,,1364,0.6101088,8235.01,1240256,2557.2387993335724,-1.0373975,6.0373974,-6.8421054,1.633777e-09
,1365,0.14999999,400,-5.092856,-3.2119718,0.71198875,-6.532823,36.986137,,909.3443223443223,13.278829,0.14999999,-0.36842105,118.10511,12.822414,185,5.682599e-13,132.42879,-13.278829,-3.3919182,,1365,-0.91970086,8240.93,1241255,2559.6130380630493,-1.0373113,6.0373116,-5.7894735,1.631384e-09
,1366,0.14999999,400,-5.0935884,-3.6375058,0.9986465,1.6743782,36.963276,,909.4099560761347,13.278829,0.14999999,1.0,226.70958,12.822414,185,,132.42879,-13.278829,-3.3923223,6.592168e-17,1366,-0.6646665,8246.595,1242254,2561.951772212982,-1.0370386,6.037039,0.5263158,1.6289964e-09
,1367,0.14999999,400,-5.09432,-3.6682913,1.1029891,-1.2956367,36.960766,,909.4754937820044,13.278829,0.14999999,-1.0,178.08101,12.822414,185,,132.42879,-13.278829,-3.392566,0.00012879915,1367,-6.7612295,8258.355,1243253,2564.2794106006622,-1.0412259,6.041226,-0.5263158,1.6266142e-09
