,TimestepsSoFar,TimeElapsed,target_sum_log_mean,IWLastEpisode,IWMin,URet,ReturnMin,LQGmu01,LQGsigma,IWNorm2,IWMean,Bound,IWFirstEpisode,ReturnMean,DenMISELogLast,ReturnMax,IWMax,MISE,ReturnAbsMax,SqrtESSClassic,DenMISELogFirst,ReturnStepMax,LQGmu1,ReturnLastEpisode,Iteration,DenMISEMeanLog,IWNorm1
788,15780,16098.743000507357,-780.3893400000001,2.0324478,,9.328150331222485,,0.197,0.11,39.923134000000005,0.9979688,11.132469,,11.896467,14.755275,17.24839,2.0351865,8.508852000000001,17.24839,19.722835999999997,9.242233,0.9999985999999998,0.964,8.494442,789,13.693963,787.3974
789,15800,16138.568197488785,-779.3814,2.0309133999999998,,9.313708144564977,,0.197,0.11,39.92313,0.9979858,11.1291275,,11.892141,15.172338,17.24839,2.0325224,8.508875999999999,17.24839,19.748169,9.240967,0.9999985999999998,0.964,8.478877,790,13.695829999999999,788.40875
790,15820,16180.298587322237,-778.3767,1.9923234,,9.422062348053943,,0.197,0.11,39.92138,0.9979573,11.125661000000001,,11.887951,14.632879,17.24839,2.0298736,8.508761999999999,17.24839,19.77347,9.239702000000001,0.9999985999999998,0.964,8.577408,791,13.697013,789.3842
791,15840,16217.016701698303,-777.3716,2.0151951,,9.381814061769258,,0.197,0.11,39.920975,0.9979609,11.122403,,11.883731,16.9584,17.24839,2.0272377,8.508844,17.24839,19.798742,9.238439,0.9999985999999998,0.964,8.545657,792,13.701127,790.3851
792,15860,16260.73483514786,-776.36774,2.0212157,,9.33787623104592,,0.197,0.11,39.921078,0.9979756,11.119133999999999,,11.879465,17.979882999999997,17.24839,2.0246148,8.508903,17.24839,19.82398,9.237177,0.9999985999999998,0.964,8.500523,793,13.706519,791.39465
793,15880,16309.071249723434,-775.3726,2.0215068,,9.291294430442687,,0.197,0.11,39.921383,0.9979937,11.115795,,11.875153,13.090838,17.24839,2.022005,8.508878999999999,17.24839,19.849186,9.235916,0.9999985999999998,0.964,8.456009,794,13.705742,792.4069999999999
794,15900,16348.617580413818,-774.3747,1.9799756000000002,,9.426498552668523,,0.197,0.11,39.919796000000005,0.9979626,11.112366,,11.87101,17.35155,17.24839,2.0194092,8.508751,17.24839,19.874357,9.234657,0.9999985999999998,0.964,8.580790499999999,795,13.710323,793.38025
795,15920,16391.065566062927,-773.3848,2.0115545,,9.349235554498973,,0.197,0.11,39.919987,0.99797463,11.1091385,,11.866788,12.806495,17.24839,2.0168264,8.508814,17.24839,19.899502,9.2334,0.9999985999999998,0.964,8.510311,796,13.709185,794.3878
796,15940,16436.659371852875,-772.3962,2.0068715,,9.362176661047943,,0.197,0.11,39.920134999999995,0.997984,11.105936999999999,,11.862594,13.892527,17.24839,2.0142564999999997,8.508889,17.24839,19.924612,9.232145,0.9999985999999998,0.964,8.524757000000001,797,13.709411,795.39325
797,15960,16471.733175516132,-771.41455,2.007059,,9.34308911448804,,0.197,0.11,39.920475,0.99799657,11.102735000000001,,11.858391000000001,10.220928,17.24839,2.0117004,8.508952,17.24839,19.949694,9.230891,0.9999985999999998,0.964,8.508151,798,13.705035,796.40125
798,15980,16505.435255527496,-770.43286,1.9994078999999998,,9.371425235527603,,0.197,0.11,39.920624,0.9980026,11.09955,,11.854227,12.213115,17.24839,2.0091561999999996,8.50902,17.24839,19.97474,9.229639,0.9999985999999998,0.964,8.532067999999999,799,13.703167,797.40405
799,16000,16548.869518280033,-769.4533700000001,2.002314,,9.342457926943244,,0.197,0.11,39.9211,0.99801546,11.096372,,11.850042,12.523797,17.24839,2.0066247,8.509082000000001,17.24839,19.999758,9.228388,0.9999985999999998,0.964,8.506707,800,13.701687,798.41235
800,16020,16589.56387090683,-768.4681,1.9993029999999998,,9.3513258889345,,0.197,0.11,39.921608,0.99802744,11.093219,,11.845879,19.050922,17.24839,2.004106,8.509157,17.24839,20.024744000000002,9.227138499999999,0.9999985999999998,0.964,8.515410000000001,801,13.708363,799.42
801,16040,16623.10857820511,-767.488,1.9959689999999999,,9.355424548255144,,0.197,0.11,39.92214,0.99803835,11.090082,,11.841733999999999,16.887085,17.24839,2.001601,8.509236,17.24839,20.049696,9.225891,0.9999985999999998,0.964,8.520324,802,13.712320000000002,800.42676
802,16060,16665.46965765953,-766.51715,1.9893577,,9.371389751950352,,0.197,0.11,39.922512,0.9980440999999999,11.086939,,11.837609,11.445828,17.24839,1.9991066000000002,8.509297,17.24839,20.074623000000003,9.224644999999999,0.9999985999999998,0.964,8.530643,803,13.7094965,801.4294
803,16080,16706.982919692993,-765.5462,1.9755676,,9.401538456187078,,0.197,0.11,39.92239,0.99803567,11.08375,,11.83353,13.433101,17.24839,1.9966258999999997,8.509300999999999,17.24839,20.099514000000003,9.2234,0.9999985999999998,0.964,8.556983,804,13.709152,802.42065
804,16100,16737.23394870758,-764.5744,1.9763836,,9.397337675882039,,0.197,0.11,39.92249,0.99803126,11.080608,,11.829459,16.035934,17.24839,1.9941567999999998,8.50934,17.24839,20.124376,9.2221575,0.9999985999999998,0.964,8.557164,805,13.712036,803.41516
805,16120,16777.953647375107,-763.6064,1.9904755,,9.308702176415991,,0.197,0.11,39.92347,0.99804735,11.077456,,11.825299000000001,14.996142,17.24839,1.9917003,8.5093565,17.24839,20.149204,9.220916,0.9999985999999998,0.964,8.476574000000001,806,13.713626999999999,804.42615
806,16140,16812.112981319427,-762.6442,1.9824922999999999,,9.359038775068733,,0.197,0.11,39.924225,0.9980564000000001,11.074356,,11.8212,12.138349,17.24839,1.9892563,8.509413,17.24839,20.174006,9.219676,0.9999985999999998,0.964,8.5169935,807,13.711675,805.4315
807,16160,16852.12297487259,-761.6817599999999,1.979077,,9.365808448659005,,0.197,0.11,39.924988,0.9980642,11.071273,,11.81712,14.340284,17.24839,1.9868238,8.509476,17.24839,20.198776000000002,9.218437,0.9999985999999998,0.964,8.524498,808,13.712448,806.4359
808,16180,16890.334057569504,-760.7211,1.9736412,,9.378355581986467,,0.197,0.11,39.925663,0.9980683000000001,11.068205,,11.813067,14.827565,17.24839,1.9844028000000002,8.5095415,17.24839,20.223515,9.217201,0.9999985999999998,0.964,8.538813000000001,809,13.713822,807.4372599999999
809,16200,16925.970858573914,-759.7596,1.9772772,,9.350550670924404,,0.197,0.11,39.926685,0.9980796999999999,11.065145,,11.808991,17.446365,17.24839,1.9819942,8.5096035,17.24839,20.248226000000003,9.215964999999999,0.9999985999999998,0.964,8.511578,810,13.718426999999998,808.4446
810,16220,16966.98785758018,-758.80115,1.9758069999999999,,9.342771294061098,,0.197,0.11,39.92781,0.9980921999999999,11.062091,,11.804917999999999,16.821838,17.24839,1.979597,8.509661,17.24839,20.272904999999998,9.214731,0.9999985999999998,0.964,8.505400999999999,811,13.72225,809.45276
811,16240,17009.96285510063,-757.8467,1.9732063999999998,,9.343830032591368,,0.197,0.11,39.928979999999996,0.9981042,11.059053,,11.80086,15.575035999999999,17.24839,1.9772121,8.509724,17.24839,20.297554,9.213499,0.9999985999999998,0.964,8.509875,812,13.724529,810.46063
812,16260,17055.661616802216,-756.8985,1.9677737000000002,,9.361516751143915,,0.197,0.11,39.930046000000004,0.9981123,11.056033,,11.796832,12.322219,17.24839,1.9748386000000002,8.509791,17.24839,20.322174,9.212269000000001,0.9999985999999998,0.964,8.524841,813,13.722801,811.46533
813,16280,17090.801544427868,-755.9490400000001,1.9711938999999998,,9.310462621991944,,0.197,0.11,39.931453999999995,0.9981276,11.052967,,11.792750999999999,15.286014000000002,17.24839,1.9724764,8.509802,17.24839,20.346764,9.211039999999999,0.9999985999999998,0.964,8.476471,814,13.724720000000001,812.4758
814,16300,17120.88706946373,-755.0047599999999,1.9679368999999998,,9.32310073406124,,0.197,0.11,39.93287,0.9981416999999999,11.049926,,11.788696,13.004645,17.24839,1.9701256,8.509828,17.24839,20.371326,9.209811,0.9999985999999998,0.964,8.487261,815,13.723832999999999,813.4855
815,16320,17153.470592737198,-754.0534700000001,1.9611678,,9.365864839927779,,0.197,0.11,39.934113,0.9981499,11.04694,,11.784695,20.597864,17.24839,1.9677858,8.509896000000001,17.24839,20.395853,9.208586,0.9999985999999998,0.964,8.524172,816,13.732254000000001,814.4903
816,16340,17192.540105819702,-753.11615,1.958045,,9.362816905834462,,0.197,0.11,39.935375,0.99815726,11.04395,,11.780702,11.0412,17.24839,1.9654574,8.509951,17.24839,20.420354999999997,9.207360000000001,0.9999985999999998,0.964,8.521945,817,13.728957999999999,815.4945
817,16360,17230.612874269485,-752.17773,1.9361986,,9.412832415916313,,0.197,0.11,39.935734000000004,0.99814075,11.040885000000001,,11.776778,13.831007000000001,17.24839,1.9631411,8.509917999999999,17.24839,20.444826000000003,9.206138000000001,0.9999985999999998,0.964,8.571186,818,13.729079,816.4791
818,16380,17263.68329930306,-751.2433,1.9580674,,9.330243421045516,,0.197,0.11,39.937329999999996,0.99815375,11.037891,,11.772767,12.475574,17.24839,1.9608348999999998,8.509947,17.24839,20.469269,9.204916,0.9999985999999998,0.964,8.491728,819,13.727545000000001,817.4879
819,16400,17295.717298984528,-750.3064,1.9556246,,9.33486359248008,,0.197,0.11,39.93897,0.99816626,11.034914,,11.768769,16.255106,17.24839,1.9585400000000002,8.509981,17.24839,20.493676999999998,9.203695,0.9999985999999998,0.964,8.494961,820,13.730625,818.49634
820,16420,17332.355336189266,-749.3797,1.9517957,,9.344345171841695,,0.197,0.11,39.94058,0.9981770000000001,11.031969,,11.764801,9.883523,17.24839,1.9562558999999997,8.510036,17.24839,20.518063,9.2024765,0.9999985999999998,0.964,8.510548,821,13.725934,819.5033
821,16440,17366.569230794907,-748.4466,1.9463625,,9.368992585888687,,0.197,0.11,39.942085,0.99818385,11.029045,,11.760864,16.932653,17.24839,1.9539831000000003,8.510102999999999,17.24839,20.542421,9.201260000000001,0.9999985999999998,0.964,8.529187,822,13.729835000000001,820.50714
822,16460,17394.472732067108,-747.5169999999999,1.9402226000000002,,9.3834908449902,,0.197,0.11,39.943455,0.9981857,11.026121,,11.756952,15.937789000000002,17.24839,1.9517212,8.510158,17.24839,20.566744,9.200044,0.9999985999999998,0.964,8.541106,823,13.732514000000002,821.50684
823,16480,17433.752902507782,-746.5911,1.9242647000000002,,9.411880741432745,,0.197,0.11,39.94421,0.9981709999999999,11.0231285,,11.753084,14.808907000000001,17.24839,1.9494694,8.510133999999999,17.24839,20.591042,9.198829,0.9999985999999998,0.964,8.569358,824,13.733818,822.49286
824,16500,17474.14356660843,-745.6714,1.8759177,,9.447933271991346,,0.197,0.11,39.94283,0.9981005,11.019739,,11.749261,11.576413,17.24839,1.9472286,8.509701,17.24839,20.615288,9.197617,0.9999985999999998,0.964,8.599628,825,13.731198999999998,823.4329
825,16520,17512.59823703766,-744.74915,1.9415311999999998,,9.34054356879158,,0.197,0.11,39.94475,0.9981123,11.016843,,11.745333,15.416279000000001,17.24839,1.9449976999999998,8.509752,17.24839,20.639528,9.196405,0.9999985999999998,0.964,8.504211,826,13.733236999999999,824.4408
826,16540,17549.5604865551,-743.82434,1.9411793999999998,,9.32016533036384,,0.197,0.11,39.94682,0.9981264999999999,11.013929,,11.741391,19.368595000000003,17.24839,1.9427778000000002,8.509775999999999,17.24839,20.663738000000002,9.195195,0.9999985999999998,0.964,8.484983,827,13.740047,825.4506
827,16560,17589.382108688354,-742.9124,1.9289957999999998,,9.380409602612827,,0.197,0.11,39.94845,0.99812853,11.011051,,11.737524,10.652292999999998,17.24839,1.9405686000000002,8.509825,17.24839,20.687923,9.193987,0.9999985999999998,0.964,8.53918,828,13.736317000000001,826.4504400000001
828,16580,17627.596040010452,-741.9945,1.9366491999999997,,9.320752423501741,,0.197,0.11,39.950596000000004,0.9981421,11.008159,,11.733603,17.356516,17.24839,1.9383694,8.50985,17.24839,20.712077999999998,9.19278,0.9999985999999998,0.964,8.486378,829,13.74068,827.45984
829,16600,17671.90624785423,-741.08386,1.9124352999999998,,9.409189796014163,,0.197,0.11,39.951736,0.99812937,11.005235,,11.729784,13.159926,17.24839,1.9361800999999998,8.509832000000001,17.24839,20.736204,9.191574000000001,0.9999985999999998,0.964,8.565311,830,13.739978,828.4474
830,16620,17708.57493543625,-740.1806,1.9287493000000002,,9.350508330021725,,0.197,0.11,39.95381,0.99813884,11.002383,,11.725911,8.890891,17.24839,1.9340016,8.509878,17.24839,20.760305,9.19037,0.9999985999999998,0.964,8.511225,831,13.7341385,829.4533700000001
831,16640,17743.323915958405,-739.2767299999999,1.9085908,,9.407193396147873,,0.197,0.11,39.955073999999996,0.9981264000000001,10.999485,,11.722113,11.207144,17.24839,1.9318328000000002,8.509866,17.24839,20.784372,9.189167,0.9999985999999998,0.964,8.565722000000001,832,13.731098000000001,830.44116
832,16660,17782.705753326416,-738.3711,1.9237912,,9.359033765403748,,0.197,0.11,39.957214,0.99813503,10.99667,,11.718269,14.47817,17.24839,1.9296738999999998,8.509928,17.24839,20.80842,9.187966000000001,0.9999985999999998,0.964,8.520685,833,13.731993,831.4465
833,16680,17819.106845378876,-737.4696700000001,1.9264238999999999,,9.306870974426117,,0.197,0.11,39.959637,0.99814934,10.993813000000001,,11.714385,12.747527999999999,17.24839,1.9275256,8.509936999999999,17.24839,20.832435999999998,9.186767,0.9999985999999998,0.964,8.477547999999999,834,13.730808999999999,832.45654
834,16700,17856.235005140305,-736.5718400000001,1.8940631,,9.418851658619307,,0.197,0.11,39.96066,0.9981273,10.990878,,11.710624000000001,11.571088,17.24839,1.9253871,8.509859,17.24839,20.85642,9.185568,0.9999985999999998,0.964,8.574288000000001,835,13.728221,833.4363
835,16720,17893.888283967968,-735.6702,1.9103553,,9.389913808789236,,0.197,0.11,39.96261,0.99812734,10.988083,,11.7068405,16.528036,17.24839,1.9232582999999999,8.509912,17.24839,20.88038,9.184371,0.9999985999999998,0.964,8.548558,836,13.731566,834.43445
836,16740,17936.379587888718,-734.76984,1.9134842,,9.371233837902633,,0.197,0.11,39.964855,0.99813366,10.985319,,11.703051,17.261024,17.24839,1.9211392,8.509985,17.24839,20.904314000000003,9.183176,0.9999985999999998,0.964,8.534299,837,13.735781,835.43787
837,16760,17976.850808620453,-733.8786,1.9155145,,9.339329762606225,,0.197,0.11,39.967341999999995,0.99814475,10.982541000000001,,11.699235,11.466599,17.24839,1.9190296999999998,8.510034,17.24839,20.928219,9.181982000000001,0.9999985999999998,0.964,8.505042,838,13.733069,836.4453
838,16780,18018.082713603973,-732.98267,1.9056243999999998,,9.385835914838967,,0.197,0.11,39.969505,0.9981465,10.979781,,11.695475,17.182914999999998,17.24839,1.9169298,8.510092,17.24839,20.952095,9.180789,0.9999985999999998,0.964,8.544555,839,13.737178,837.4449
839,16800,18059.579568624496,-732.0891,1.8861338,,9.420321309703906,,0.197,0.11,39.970886,0.9981277,10.976923,,11.69176,16.958916000000002,17.24839,1.9148396,8.510042,17.24839,20.975948000000002,9.179598,0.9999985999999998,0.964,8.575603,840,13.741013,838.42725
840,16820,18094.66740655899,-731.2014,1.9117041000000001,,9.307327938999801,,0.197,0.11,39.97363,0.9981416,10.974125,,11.687934,13.900448,17.24839,1.912759,8.510042,17.24839,20.999771,9.178408000000001,0.9999985999999998,0.964,8.473523,841,13.741197,839.4371
841,16840,18136.55394434929,-730.3116,1.8938446,,9.401097828940172,,0.197,0.11,39.97567,0.99813664,10.971372,,11.684217,17.317434,17.24839,1.9106879,8.510077,17.24839,21.023563,9.177219000000001,0.9999985999999998,0.964,8.559913,842,13.745443,840.431
842,16860,18176.55066561699,-729.4202,1.904567,,9.3516500797771,,0.197,0.11,39.978355,0.99814695,10.968653999999999,,11.680458999999999,20.478642,17.24839,1.9086262999999999,8.510139,17.24839,21.047337,9.176033,0.9999985999999998,0.964,8.514871000000001,843,13.753425,841.43787
843,16880,18215.721986770634,-728.5406,1.8977914,,9.37352037391842,,0.197,0.11,39.98086,0.99815154,10.965944,,11.676732000000001,12.37846,17.24839,1.9065733,8.5102005,17.24839,21.07108,9.174847999999999,0.9999985999999998,0.964,8.535455,844,13.751795000000001,842.4399
844,16900,18256.018123865128,-727.6673,1.9051828000000002,,9.2454160451956,,0.197,0.11,39.983856,0.99816716,10.963080999999999,,11.672879,8.699277,17.24839,1.9051828000000002,8.510098,17.24839,21.094795,9.173663000000001,0.9999985999999998,0.964,8.420996,845,13.745810999999998,843.4512300000001
845,16920,18299.12566447258,-726.7842,1.8957671999999999,,9.368768811276947,,0.197,0.11,39.986546000000004,0.99817413,10.960394,,11.669163000000001,18.803518,17.24839,1.9031453,8.510163,17.24839,21.118485999999997,9.172481,0.9999985999999998,0.964,8.528489,846,13.751787,844.4553
846,16940,18336.11513566971,-725.91174,1.8760715000000001,,9.411051981950044,,0.197,0.11,39.988440000000004,0.99816,10.957626,,11.665502,11.521585,17.24839,1.9011191000000003,8.510138000000001,17.24839,21.142147,9.171299000000001,0.9999985999999998,0.964,8.568401,847,13.749151000000001,845.4415
847,16960,18372.801576614384,-725.0414400000001,1.8871071,,9.382807584015627,,0.197,0.11,39.990992999999996,0.9981614,10.954949000000001,,11.661824000000001,11.517782,17.24839,1.8991004,8.510194,17.24839,21.165786999999998,9.170119,0.9999985999999998,0.964,8.545651,848,13.74652,846.4408599999999
848,16980,18413.412346124653,-724.16797,1.8904071,,9.363064724653812,,0.197,0.11,39.993843,0.99816895,10.952283999999999,,11.658125,15.887359,17.24839,1.8970912,8.510253,17.24839,21.189398,9.168941,0.9999985999999998,0.964,8.522908000000001,849,13.749037,847.4454300000001
849,17000,18451.000233650208,-723.30066,1.8781104,,9.397245901913942,,0.197,0.11,39.996254,0.9981645,10.9495945,,11.654474,12.409611,17.24839,1.8950912,8.510278,17.24839,21.212982,9.167764,0.9999985999999998,0.964,8.554501,850,13.747457999999998,848.4398
850,17020,18487.705411672592,-722.4321,1.8793575,,9.391253622281393,,0.197,0.11,39.99885,0.99816364,10.946937,,11.650827,15.151024,17.24839,1.8931006000000001,8.510326,17.24839,21.236542,9.166588,0.9999985999999998,0.964,8.551559,851,13.749104500000001,849.4372599999999
851,17040,18524.077409744266,-721.5641,1.8815633000000003,,9.378118970872002,,0.197,0.11,40.001694,0.99816763,10.944305,,11.647177000000001,16.533663,17.24839,1.8911175999999998,8.510392,17.24839,21.260070000000002,9.165413000000001,0.9999985999999998,0.964,8.539769999999999,852,13.75237,850.43884
852,17060,18561.548048496246,-720.6992,1.8864558,,9.326724619560927,,0.197,0.11,40.004894,0.99817973,10.941647,,11.643478,15.542842000000002,17.24839,1.8891436999999998,8.510422,17.24839,21.283579,9.16424,0.9999985999999998,0.964,8.492486,853,13.754467000000002,851.4473
853,17080,18602.23293280601,-719.83636,1.8743759999999998,,9.389184452566127,,0.197,0.11,40.007664,0.99818,10.939026,,11.639857000000001,15.547603,17.24839,1.8871791,8.510480000000001,17.24839,21.30706,9.163069,0.9999985999999998,0.964,8.552214999999999,854,13.756560999999998,852.4457
854,17100,18645.329768896103,-718.9772,1.8764025000000002,,9.373592951999186,,0.197,0.11,40.010661999999996,0.9981848,10.936411,,11.636223,14.150223,17.24839,1.8852238999999997,8.510535,17.24839,21.330515,9.161899,0.9999985999999998,0.964,8.53249,855,13.757022000000001,853.448
855,17120,18686.586503982544,-718.12427,1.8593321,,9.409689529411116,,0.197,0.11,40.012993,0.9981716,10.933739,,11.632644,10.505019,17.24839,1.883276,8.510524,17.24839,21.353937,9.160729,0.9999985999999998,0.964,8.5714035,856,13.75322,854.43494
856,17140,18730.23023533821,-717.2652,1.876381,,9.353143817161715,,0.197,0.11,40.016247,0.9981809000000001,10.931144,,11.629006,17.42558,17.24839,1.8813372,8.510582000000001,17.24839,21.377342000000002,9.159562,0.9999985999999998,0.964,8.516453,857,13.757503,855.44104
857,17160,18766.463573694233,-716.4027,1.873488,,9.364097849436298,,0.197,0.11,40.0195,0.9981889000000002,10.928569,,11.625392,22.126223,17.24839,1.8794058999999999,8.510652,17.24839,21.400719,9.158396,0.9999985999999998,0.964,8.526848,858,13.767253,856.4461
858,17180,18803.660851955414,-715.5632,1.850368,,9.409958355236924,,0.197,0.11,40.021805,0.9981722,10.925882000000001,,11.621833,4.178715,17.24839,1.8774836,8.5106,17.24839,21.42407,9.15723,0.9999985999999998,0.964,8.567883,859,13.756088,857.4299300000001
859,17200,18842.143297672268,-714.7115,1.8695898000000002,,9.360270760928726,,0.197,0.11,40.02514,0.99818015,10.923319000000001,,11.61823,16.229765,17.24839,1.8755705000000003,8.510663000000001,17.24839,21.447392999999998,9.156067,0.9999985999999998,0.964,8.524047999999999,860,13.758962,858.43494
860,17220,18881.259832620617,-713.8689999999999,1.8198931,,9.440231137322025,,0.197,0.11,40.026302,0.9981325000000001,10.920437,,11.614717500000001,10.019656,17.24839,1.8736648999999999,8.510399000000001,17.24839,21.470684,9.154905,0.9999985999999998,0.964,8.593779,861,13.754614000000002,859.3921
861,17240,18919.58620929718,-713.0213,1.8638183999999998,,9.371955252092963,,0.197,0.11,40.029625,0.9981382,10.917894,,11.611145,16.309656,17.24839,1.8717681000000002,8.510466000000001,17.24839,21.49396,9.153744999999999,0.9999985999999998,0.964,8.534241,862,13.757577,860.3951400000001
862,17260,18964.86275863648,-712.18036,1.8568529999999999,,9.388320497828238,,0.197,0.11,40.032745,0.99813795,10.915341999999999,,11.607597,12.074114,17.24839,1.8698788,8.510515,17.24839,21.517212,9.152585,0.9999985999999998,0.964,8.550493,863,13.755625,861.39307
863,17280,19004.531979322437,-711.3403,1.8655771,,9.322067395387009,,0.197,0.11,40.036404,0.99815,10.912767,,11.603986,13.005732,17.24839,1.8679984,8.510533,17.24839,21.540436,9.151427,0.9999985999999998,0.964,8.486781,864,13.754751999999998,862.4016
864,17300,19045.49631381035,-710.4938,1.8536506000000001,,9.393088452709694,,0.197,0.11,40.039627,0.9981503,10.91024,,11.600457,20.24945,17.24839,1.8661251,8.510591,17.24839,21.563639000000002,9.150269999999999,0.9999985999999998,0.964,8.552155,865,13.762259,863.4
865,17320,19086.17099714279,-709.65546,1.8560900000000002,,9.372546308138539,,0.197,0.11,40.04309,0.99815553,10.907722999999999,,11.596915,14.930907000000001,17.24839,1.8642610000000002,8.510651,17.24839,21.586813,9.149115,0.9999985999999998,0.964,8.533128,866,13.763604,864.4027
866,17340,19122.96020269394,-708.814,1.8584793999999998,,9.346311020099787,,0.197,0.11,40.04679,0.9981655999999999,10.905205,,11.593353,19.230598,17.24839,1.8624040000000002,8.510699,17.24839,21.60996,9.147961,0.9999985999999998,0.964,8.508738000000001,867,13.769906,865.4096
867,17360,19160.398370981216,-707.9789999999999,1.8533378,,9.368094233923914,,0.197,0.11,40.05037,0.9981719000000001,10.902702,,11.589821,15.344616,17.24839,1.860556,8.5107565,17.24839,21.63309,9.146808,0.9999985999999998,0.964,8.528119,868,13.771721,866.4132
868,17380,19201.17528700829,-707.1441,1.8499702,,9.377105585556368,,0.197,0.11,40.053917,0.9981763000000001,10.900210000000001,,11.586308500000001,16.912848,17.24839,1.8587150000000001,8.510817,17.24839,21.656189,9.145657,0.9999985999999998,0.964,8.536843,869,13.775332999999998,867.41516
869,17400,19235.954954862595,-706.317,1.8346653000000002,,9.40949012678692,,0.197,0.11,40.056872999999996,0.99816513,10.897658,,11.582839,11.812384,17.24839,1.8568813999999998,8.510808,17.24839,21.679268,9.144506,0.9999985999999998,0.964,8.567505,870,13.773072,868.4037
870,17420,19273.687293767933,-705.4829,1.8524913,,9.330157686518943,,0.197,0.11,40.06078,0.9981764999999999,10.895153,,11.579293,19.616301999999997,17.24839,1.8550564999999999,8.510838,17.24839,21.702316,9.143357,0.9999985999999998,0.964,8.494086,871,13.779779000000001,869.41174
871,17440,19314.58756065369,-704.6557,1.8484465,,9.35201320194217,,0.197,0.11,40.064617,0.99818534,10.892669999999999,,11.575775,15.210934,17.24839,1.8532404999999998,8.510881,17.24839,21.725344,9.14221,0.9999985999999998,0.964,8.511605,872,13.781417000000001,870.4176
872,17460,19354.541409254078,-703.8332,1.8442804,,9.366432653680288,,0.197,0.11,40.06838,0.9981913,10.8902025,,11.572283,12.829666,17.24839,1.8514297999999998,8.510933999999999,17.24839,21.748348,9.141065,0.9999985999999998,0.964,8.527280000000001,873,13.780325,871.421
873,17480,19393.51448869705,-703.01117,1.8455647000000002,,9.344810859473027,,0.197,0.11,40.07232,0.99820083,10.887736,,11.568777,13.975717000000001,17.24839,1.8496279999999998,8.510978999999999,17.24839,21.771326000000002,9.139919,0.9999985999999998,0.964,8.508652,874,13.780546,872.42755
874,17500,19431.706192016598,-702.1902,1.8271537,,9.409557009183981,,0.197,0.11,40.07553,0.99819136,10.88523,,11.565342999999999,14.716172,17.24839,1.8478332,8.510976,17.24839,21.794280999999998,9.138776,0.9999985999999998,0.964,8.56353,875,13.781610999999998,873.4174
875,17520,19471.703060388565,-701.37665,1.8282325000000001,,9.400326128326832,,0.197,0.11,40.07891,0.998185,10.882745,,11.561909,9.919493,17.24839,1.8460470000000002,8.510985,17.24839,21.817211,9.137633000000001,0.9999985999999998,0.964,8.556989999999999,876,13.777201000000002,874.4100300000001
876,17540,19506.855909109123,-700.5612,1.8405378000000001,,9.341050390367995,,0.197,0.11,40.082972999999996,0.9981947,10.8803,,11.558425,13.097677000000001,17.24839,1.8442681,8.511027,17.24839,21.840115,9.136493,0.9999985999999998,0.964,8.506332,877,13.776422,875.41675
877,17560,19549.057392358784,-699.74945,1.8378472,,9.348794267872707,,0.197,0.11,40.08703,0.9982035,10.877862,,11.554955,11.554516,17.24839,1.842496,8.51107,17.24839,21.862999,9.135353,0.9999985999999998,0.964,8.512056,878,13.773891,876.4226699999999
878,17580,19589.11274957657,-698.9309,1.8377421000000003,,9.336847246729633,,0.197,0.11,40.091194,0.9982139999999999,10.87543,,11.551480999999999,19.158356,17.24839,1.8407327000000002,8.51111,17.24839,21.885857,9.134214,0.9999985999999998,0.964,8.501923,879,13.780013,877.4301
879,17600,19628.44888329506,-698.1128,1.8311781000000003,,9.376448406630805,,0.197,0.11,40.09516,0.99821895,10.873027,,11.548055,20.393137,17.24839,1.8389746,8.511171000000001,17.24839,21.908695,9.133078,0.9999985999999998,0.964,8.535533000000001,880,13.787524,878.4327
880,17620,19668.968068122864,-697.3062,1.8346968000000001,,9.324989677609539,,0.197,0.11,40.099415,0.9982298000000001,10.870586999999999,,11.544583,11.87406,17.24839,1.8372251,8.5111885,17.24839,21.931503,9.131942,0.9999985999999998,0.964,8.490015,881,13.785352,879.4404
881,17640,19705.764677047733,-696.5057400000001,1.8331262,,9.319704699045603,,0.197,0.11,40.103706,0.99824077,10.868146000000001,,11.541113000000001,8.082186,17.24839,1.8354826000000002,8.511194999999999,17.24839,21.954288000000002,9.130808,0.9999985999999998,0.964,8.483931,882,13.778882999999999,880.44836
882,17660,19745.348138809204,-695.70245,1.8241346,,9.378960423488081,,0.197,0.11,40.107696999999995,0.99824345,10.865749000000001,,11.537711,12.197904,17.24839,1.8337487000000001,8.511239999999999,17.24839,21.977053,9.129675,0.9999985999999998,0.964,8.537199000000001,883,13.777089000000002,881.449
883,17680,19788.35343337059,-694.89496,1.8264061999999999,,9.36170052396333,,0.197,0.11,40.111897,0.99825054,10.863369,,11.534301,17.552801000000002,17.24839,1.8320199000000001,8.511294,17.24839,21.999794,9.128542999999999,0.9999985999999998,0.964,8.523085,884,13.781359,882.4535
884,17700,19825.983241558075,-694.0936,1.8268383000000001,,9.339448665094263,,0.197,0.11,40.116238,0.99826014,10.860978,,11.530876,13.683210999999998,17.24839,1.8302999,8.511329,17.24839,22.022509,9.127412,0.9999985999999998,0.964,8.503159,885,13.781245000000002,883.4602
