Iteration,InvPendulum_std1_higher,InvPendulum_std2_higher,ReturnAbsMax,MinEpLen,IWMax,InvPendulum_mu0_higher,InvPendulum_mu1_higher,NumTrainableParams,Regret/t,TimeElapsed,NumTrajectories,ReturnStepMax,Bound,GridSize,DenMISEMeanLog,BoundMISE,IWMean,DenMISELogLast,InvPendulum_mu3_higher,TimestepsSoFar,InvPendulum_mu2_higher,InvPendulum_std3_higher,Regret,ReturnMean,DenMISELogFirst,Delta,IWLastEpisode,ReturnMin,InvPendulum_std0_higher,IWMin,BoundBonus,AvgEpLen,ReturnLastEpisode,IWFirstEpisode,ActionIn1,ReturnMax
4050,0.0009999999,0.0009999999,544.11426,11,,-0.12,0.12,,142.39105,30563.436173200607,4050,544.11426,inf,1296,14.605976,,,15.143926,0.04,252618,0.2,0.0009999999,576683.75,-137.39105,14.798341,5.715201e-12,,-544.11426,0.0009999999,,inf,62.37481481481481,-106.05645,,0.24134868,94.500824
4051,0.0009999999,0.0009999999,544.11426,11,,-0.12,0.12,,142.3853,30574.304408073425,4051,544.11426,inf,1296,14.605516,,,13.7423115,0.12,252640,0.2,0.0009999999,576802.9,-137.3853,14.798094,5.7123794e-12,,-544.11426,0.0009999999,,inf,62.36484818563318,-114.147316,,0.31975105,94.500824
4052,0.0009999999,0.0009999999,544.11426,11,,-0.12,0.12,,142.38031,30585.046542406082,4052,544.11426,inf,1296,14.605035,,,13.658511,0.2,252661,0.2,0.0009999999,576925.0,-137.38031,14.797847,5.7095604e-12,,-544.11426,0.0009999999,,inf,62.354639684106616,-117.07257,,0.39756203,94.500824
4053,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.3748,30595.5500292778,4053,544.11426,inf,1296,14.604296,,,12.610481,-0.2,252680,-0.2,0.0009999999,577045.06,-137.3748,14.7976,5.7067432e-12,,-544.11426,0.0009999999,,inf,62.34394275845053,-115.06999,,-0.32036892,94.500824
4054,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.3706,30606.124407052994,4054,544.11426,inf,1296,14.6038265,,,13.704142,-0.12,252722,-0.2,0.0009999999,577170.44,-137.3706,14.797354,5.7039286e-12,,-544.11426,0.0009999999,,inf,62.338924518993586,-120.383125,,-0.2397485,94.500824
4055,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.36406,30616.552805423737,4055,544.11426,inf,1296,14.603743,,,15.258336,-0.04,252739,-0.2,0.0009999999,577286.25,-137.36406,14.797107,5.7011154e-12,,-544.11426,0.0009999999,,inf,62.32774352651048,-110.82439,,-0.16090384,94.500824
4056,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.35641,30626.972111701965,4056,544.11426,inf,1296,14.60371,,,15.473518,0.04,252756,-0.2,0.0009999999,577397.6,-137.35641,14.79686,5.6983042e-12,,-544.11426,0.0009999999,,inf,62.31656804733728,-106.375885,,-0.08202995,94.500824
4057,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.34927,30636.73277425766,4057,544.11426,inf,1296,14.603515,,,14.8092785,0.12,252773,-0.2,0.0009999999,577511.0,-137.34927,14.796614,5.6954957e-12,,-544.11426,0.0009999999,,inf,62.30539807739709,-108.41612,,-0.0013860017,94.500824
4058,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.34274,30646.730006456375,4058,544.11426,inf,1296,14.603347,,,14.918679,0.2,252789,-0.2,0.0009999999,577626.9,-137.34274,14.796367,5.6926894e-12,,-544.11426,0.0009999999,,inf,62.29398718580582,-110.845695,,0.076842375,94.500824
4059,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.3379,30659.616457939148,4059,544.11426,inf,1296,14.602602,,,12.583858,-0.2,252814,-0.12,0.0009999999,577749.56,-137.3379,14.796121,5.6898843e-12,,-544.11426,0.0009999999,,inf,62.28479921162848,-117.69872,,-0.24249384,94.500824
4060,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.33002,30671.57199907303,4060,544.11426,inf,1296,14.602024,,,13.248065,-0.12,252829,-0.12,0.0009999999,577859.9,-137.33002,14.795875,5.6870823e-12,,-544.11426,0.0009999999,,inf,62.27315270935961,-105.29861,,-0.1617321,94.500824
4061,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.32265,30683.38524389267,4061,544.11426,inf,1296,14.601786,,,14.64528,-0.04,252844,-0.12,0.0009999999,577972.25,-137.32265,14.795629,5.684281e-12,,-544.11426,0.0009999999,,inf,62.261511942871216,-107.4427,,-0.07996124,94.500824
4062,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.31462,30695.391374111176,4062,544.11426,inf,1296,14.601697,,,15.231028,0.04,252869,-0.12,0.0009999999,578082.0,-137.31462,14.795382,5.681483e-12,,-544.11426,0.0009999999,,inf,62.25233874938454,-104.69708,,-0.003737647,94.500824
4063,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.31036,30707.630388975143,4063,544.11426,inf,1296,14.600814,,,12.026213,0.12,252896,-0.12,0.0009999999,578207.0,-137.31036,14.7951355,5.6786867e-12,,-544.11426,0.0009999999,,inf,62.24366231848388,-120.04848,,0.07590363,94.500824
4064,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.30296,30719.450405836105,4064,544.11426,inf,1296,14.6002445,,,13.275072,0.2,252910,-0.12,0.0009999999,578319.25,-137.30296,14.794889,5.675892e-12,,-544.11426,0.0009999999,,inf,62.231791338582674,-107.1932,,0.16146016,94.500824
4065,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.29823,30730.3968398571,4065,544.11426,inf,1296,14.599815,,,13.867271,-0.2,252932,-0.04,0.0009999999,578442.3,-137.29823,14.794643,5.6730996e-12,,-544.11426,0.0009999999,,inf,62.22189421894219,-118.04721,,-0.16262591,94.500824
4066,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.29263,30741.223910808563,4066,544.11426,inf,1296,14.599339,,,13.64646,-0.12,252957,-0.04,0.0009999999,578561.9,-137.29263,14.794397,5.6703097e-12,,-544.11426,0.0009999999,,inf,62.21273979340876,-114.53098,,-0.07786439,94.500824
4067,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.28563,30752.180512666702,4067,544.11426,inf,1296,14.598456,,,12.027462,-0.04,252982,-0.04,0.0009999999,578675.6,-137.28563,14.794151,5.667522e-12,,-544.11426,0.0009999999,,inf,62.203589869682816,-108.77069,,-0.001995705,94.500824
4068,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.28455,30762.86113333702,4068,544.11426,inf,1296,14.597233,,,10.6043215,0.04,253037,-0.04,0.0009999999,578813.56,-137.28455,14.793906,5.6647356e-12,,-544.11426,0.0009999999,,inf,62.20181907571288,-132.94579,,0.08111618,94.500824
4069,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.27798,30773.71525168419,4069,544.11426,inf,1296,14.597046,,,14.847142,0.12,253053,-0.04,0.0009999999,578929.1,-137.27798,14.79366,5.6619514e-12,,-544.11426,0.0009999999,,inf,62.19046448758909,-110.602554,,0.15983638,94.500824
4070,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.2756,30784.446454524994,4070,544.11426,inf,1296,14.596916,,,15.067027,0.2,253086,-0.04,0.0009999999,579061.7,-137.2756,14.793414,5.6591697e-12,,-544.11426,0.0009999999,,inf,62.18329238329238,-127.56205,,0.23751469,94.500824
4071,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.27505,30795.00405025482,4071,544.11426,inf,1296,14.596327,,,13.20146,-0.2,253125,0.04,0.0009999999,579201.75,-137.27505,14.793169,5.65639e-12,,-544.11426,0.0009999999,,inf,62.17759764185704,-135.01183,,-0.07692975,94.500824
4072,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.26746,30805.541169643402,4072,544.11426,inf,1296,14.594851,,,9.5780525,-0.12,253216,0.04,0.0009999999,579313.06,-137.26746,14.792923,5.6536117e-12,,-544.11426,0.0009999999,,inf,62.184675834970534,-106.33814,,0.004866965,94.500824
4073,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.25983,30815.995086193085,4073,544.11426,inf,1296,14.594075,,,12.441916,-0.04,253233,0.04,0.0009999999,579424.25,-137.25983,14.792678,5.650836e-12,,-544.11426,0.0009999999,,inf,62.173582126196905,-106.231094,,0.07884985,94.500824
4074,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.25468,30826.07716369629,4074,544.11426,inf,1296,14.594025,,,15.377671,0.04,253260,0.04,0.0009999999,579545.56,-137.25468,14.792432,5.6480623e-12,,-544.11426,0.0009999999,,inf,62.16494845360825,-116.27406,,0.15277359,94.500824
4075,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.2599,30836.18212556839,4075,544.11426,inf,1296,14.592326,,,8.691998,0.12,253324,0.04,0.0009999999,579709.1,-137.2599,14.792187,5.6452907e-12,,-544.11426,0.0009999999,,inf,62.16539877300613,-158.57893,,0.24282467,94.500824
4076,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.25504,30848.892474889755,4076,544.11426,inf,1296,14.591801,,,13.433663,0.2,253345,0.04,0.0009999999,579831.5,-137.25504,14.791942,5.6425207e-12,,-544.11426,0.0009999999,,inf,62.15529931305201,-117.357635,,0.31458455,94.500824
4077,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.25034,30860.961491823196,4077,544.11426,inf,1296,14.590587,,,10.652822,-0.2,253366,0.12,0.0009999999,579954.6,-137.25034,14.791696,5.6397534e-12,,-544.11426,0.0009999999,,inf,62.145204807456466,-118.1571,,-0.0010105819,94.500824
4078,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.24605,30872.938726902008,4078,544.11426,inf,1296,14.590311,,,14.457809,-0.12,253406,0.12,0.0009999999,580079.4,-137.24605,14.7914505,5.636988e-12,,-544.11426,0.0009999999,,inf,62.1397743992153,-119.69348,,0.07798031,94.500824
4079,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.2382,30885.226242780685,4079,544.11426,inf,1296,14.589604,,,12.715278,-0.04,253422,0.12,0.0009999999,580189.6,-137.2382,14.791205,5.634224e-12,,-544.11426,0.0009999999,,inf,62.12846285854376,-105.225655,,0.15719253,94.500824
4080,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.23482,30897.344416618347,4080,544.11426,inf,1296,14.588737,,,12.043106,0.04,253456,0.12,0.0009999999,580318.06,-137.23482,14.79096,5.6314623e-12,,-544.11426,0.0009999999,,inf,62.12156862745098,-123.46698,,0.23973441,94.500824
4081,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.22697,30909.009449005127,4081,544.11426,inf,1296,14.588708,,,15.474038,0.12,253470,0.12,0.0009999999,580428.3,-137.22697,14.790715,5.628703e-12,,-544.11426,0.0009999999,,inf,62.109777015437395,-105.27255,,0.3154356,94.500824
4082,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.22073,30919.74922657013,4082,544.11426,inf,1296,14.587124,,,9.124897,0.2,253487,0.12,0.0009999999,580545.06,-137.22073,14.79047,5.625946e-12,,-544.11426,0.0009999999,,inf,62.09872611464968,-111.74943,,0.39820293,94.500824
4083,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.21797,30931.453289985657,4083,544.11426,inf,1296,14.586817,,,14.338214,-0.2,253516,0.2,0.0009999999,580676.0,-137.21797,14.790225,5.62319e-12,,-544.11426,0.0009999999,,inf,62.09061964241979,-125.98574,,0.07911745,94.500824
4084,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.21196,30942.440831899643,4084,544.11426,inf,1296,14.586746,,,15.289299,-0.12,253537,0.2,0.0009999999,580793.6,-137.21196,14.789981,5.6204364e-12,,-544.11426,0.0009999999,,inf,62.0805582761998,-112.591194,,0.16246933,94.500824
4085,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.20493,30952.958621025085,4085,544.11426,inf,1296,14.585671,,,11.209053,-0.04,253551,0.2,0.0009999999,580907.1,-137.20493,14.789736,5.6176847e-12,,-544.11426,0.0009999999,,inf,62.068788249694,-108.448555,,0.23869166,94.500824
4086,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.1977,30963.667909622192,4086,544.11426,inf,1296,14.585412,,,14.510196,0.04,253566,0.2,0.0009999999,581019.75,-137.1977,14.789491,5.614936e-12,,-544.11426,0.0009999999,,inf,62.05726872246696,-107.62514,,0.3170994,94.500824
4087,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.18996,30974.195691108704,4087,544.11426,inf,1296,14.585077,,,14.228148,0.12,253581,0.2,0.0009999999,581130.4,-137.18996,14.789247,5.6121882e-12,,-544.11426,0.0009999999,,inf,62.0457548323954,-105.616455,,0.40028366,94.500824
4088,0.0009999999,0.0009999999,544.11426,11,,-0.04,0.12,,142.18323,30984.603026390076,4088,544.11426,inf,1296,14.58473,,,14.153307,0.2,253598,0.2,0.0009999999,581245.06,-137.18323,14.789001,5.609443e-12,,-544.11426,0.0009999999,,inf,62.03473581213307,-109.69198,,0.47820735,94.500824
4089,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.18001,30995.085770368576,4089,544.11426,inf,1296,14.58386,,,12.043482,-0.2,253631,-0.2,0.0009999999,581374.06,-137.18001,14.788757,5.6067e-12,,-544.11426,0.0009999999,,inf,62.02763511861091,-124.010185,,-0.2433992,94.500824
4090,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.17221,31005.251109600067,4090,544.11426,inf,1296,14.583334,,,13.421451,-0.12,253644,-0.2,0.0009999999,581484.3,-137.17221,14.788512,5.603958e-12,,-544.11426,0.0009999999,,inf,62.01564792176039,-105.2359,,-0.15897632,94.500824
4091,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.16573,31015.305861473083,4091,544.11426,inf,1296,14.583229,,,15.154983,-0.04,253660,-0.2,0.0009999999,581600.0,-137.16573,14.788268,5.601219e-12,,-544.11426,0.0009999999,,inf,62.00439990222439,-110.67611,,-0.081830755,94.500824
4092,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.15916,31025.99366903305,4092,544.11426,inf,1296,14.583112,,,15.096111,0.04,253676,-0.2,0.0009999999,581715.3,-137.15916,14.788024,5.5984813e-12,,-544.11426,0.0009999999,,inf,61.993157380254154,-110.34067,,-0.0004903041,94.500824
4093,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.15425,31038.633744478226,4093,544.11426,inf,1296,14.58297,,,15.014931,0.12,253701,-0.2,0.0009999999,581837.4,-137.15425,14.787779,5.595746e-12,,-544.11426,0.0009999999,,inf,61.98411922795016,-117.082565,,0.07914922,94.500824
4094,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.14693,31051.06933951378,4094,544.11426,inf,1296,14.58296,,,15.536491,0.2,253714,-0.2,0.0009999999,581949.5,-137.14693,14.787535,5.593013e-12,,-544.11426,0.0009999999,,inf,61.97215437225208,-107.08879,,0.15988661,94.500824
4095,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.1412,31063.119067907333,4095,544.11426,inf,1296,14.582032,,,11.790171,-0.2,253734,-0.12,0.0009999999,582068.25,-137.1412,14.787291,5.5902817e-12,,-544.11426,0.0009999999,,inf,61.96190476190476,-113.811035,,-0.16369472,94.500824
4096,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.13347,31075.055720329285,4096,544.11426,inf,1296,14.581579,,,13.714628,-0.12,253747,-0.12,0.0009999999,582178.7,-137.13347,14.787046,5.5875526e-12,,-544.11426,0.0009999999,,inf,61.949951171875,-105.40804,,-0.079167865,94.500824
4097,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.12674,31086.67308807373,4097,544.11426,inf,1296,14.58113,,,13.751207,-0.04,253762,-0.12,0.0009999999,582293.25,-137.12674,14.786802,5.584825e-12,,-544.11426,0.0009999999,,inf,61.938491579204296,-109.55885,,0.00022755191,94.500824
4098,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.11923,31098.180325508118,4098,544.11426,inf,1296,14.580052,,,11.156271,0.04,253777,-0.12,0.0009999999,582404.6,-137.11923,14.786558,5.5821e-12,,-544.11426,0.0009999999,,inf,61.927037579306976,-106.38051,,0.07900106,94.500824
4099,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.11308,31109.51122069359,4099,544.11426,inf,1296,14.579438,,,13.074461,0.12,253794,-0.12,0.0009999999,582521.5,-137.11308,14.786314,5.579377e-12,,-544.11426,0.0009999999,,inf,61.916077091973655,-111.901085,,0.1596885,94.500824
4100,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.1075,31121.257462978363,4100,544.11426,inf,1296,14.579135,,,14.320002,0.2,253812,-0.12,0.0009999999,582640.75,-137.1075,14.786071,5.5766555e-12,,-544.11426,0.0009999999,,inf,61.90536585365854,-114.188126,,0.23973402,94.500824
4101,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.10399,31132.32826447487,4101,544.11426,inf,1296,14.578799,,,14.214946,-0.2,253840,-0.04,0.0009999999,582768.44,-137.10399,14.785827,5.573936e-12,,-544.11426,0.0009999999,,inf,61.89709826871495,-122.733,,-0.08165796,94.500824
4102,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.09769,31142.990485191345,4102,544.11426,inf,1296,14.578506,,,14.369231,-0.12,253889,-0.04,0.0009999999,582884.7,-137.09769,14.785583,5.5712184e-12,,-544.11426,0.0009999999,,inf,61.893954168698194,-111.24388,,-0.0009340048,94.500824
4103,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.08945,31153.491584539413,4103,544.11426,inf,1296,14.57841,,,15.195723,-0.04,253913,-0.04,0.0009999999,582993.0,-137.08945,14.785339,5.5685036e-12,,-544.11426,0.0009999999,,inf,61.88471849865952,-103.321945,,0.07942054,94.500824
4104,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.0821,31164.094534635544,4104,544.11426,inf,1296,14.578016,,,13.949675,0.04,253929,-0.04,0.0009999999,583105.0,-137.0821,14.785095,5.56579e-12,,-544.11426,0.0009999999,,inf,61.873538011695906,-106.96829,,0.15939686,94.500824
4105,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.07568,31174.402935504913,4105,544.11426,inf,1296,14.577895,,,15.089887,0.12,253944,-0.04,0.0009999999,583220.7,-137.07568,14.784852,5.5630786e-12,,-544.11426,0.0009999999,,inf,61.86211936662607,-110.6926,,0.24276769,94.500824
4106,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.07251,31184.80963230133,4106,544.11426,inf,1296,14.577238,,,12.872561,0.2,253974,-0.04,0.0009999999,583349.75,-137.07251,14.784608,5.5603694e-12,,-544.11426,0.0009999999,,inf,61.854359473940576,-124.11136,,0.32002857,94.500824
4107,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.07025,31195.316791772842,4107,544.11426,inf,1296,14.577085,,,14.951933,-0.2,254005,0.04,0.0009999999,583482.5,-137.07025,14.784365,5.557662e-12,,-544.11426,0.0009999999,,inf,61.846846846846844,-127.75565,,-0.0034985244,94.500824
4108,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.06277,31205.877108573914,4108,544.11426,inf,1296,14.576225,,,12.039695,-0.12,254017,0.04,0.0009999999,583593.9,-137.06277,14.7841215,5.5549562e-12,,-544.11426,0.0009999999,,inf,61.83471275559883,-106.30083,,0.07996838,94.500824
4109,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.0554,31217.064737081528,4109,544.11426,inf,1296,14.575602,,,13.022878,-0.04,254032,0.04,0.0009999999,583705.7,-137.0554,14.783877,5.552253e-12,,-544.11426,0.0009999999,,inf,61.82331467510343,-106.827065,,0.1568885,94.500824
4110,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.05055,31229.867072343826,4110,544.11426,inf,1296,14.575048,,,13.293905,0.04,254054,0.04,0.0009999999,583827.75,-137.05055,14.783634,5.5495513e-12,,-544.11426,0.0009999999,,inf,61.81362530413625,-117.03861,,0.24264312,94.500824
4111,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.04622,31241.76973772049,4111,544.11426,inf,1296,14.574612,,,13.784442,0.12,254077,0.04,0.0009999999,583952.0,-137.04622,14.783391,5.546852e-12,,-544.11426,0.0009999999,,inf,61.80418389686208,-119.23157,,0.31938142,94.500824
4112,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.04292,31254.258249998093,4112,544.11426,inf,1296,14.57433,,,14.4081135,0.2,254105,0.04,0.0009999999,584080.5,-137.04292,14.783148,5.544154e-12,,-544.11426,0.0009999999,,inf,61.795963035019454,-123.50051,,0.40169287,94.500824
4113,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.07036,31266.548882246017,4113,544.11426,inf,1296,14.573642,,,12.751296,-0.2,254258,0.12,0.0009999999,584335.4,-137.07036,14.782905,5.541459e-12,,-544.11426,0.0009999999,,inf,61.81813761244833,-249.8884,,0.08019526,94.500824
4114,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.06331,31278.319571971893,4114,544.11426,inf,1296,14.573446,,,14.76436,-0.12,254273,0.12,0.0009999999,584448.44,-137.06331,14.782661,5.5387648e-12,,-544.11426,0.0009999999,,inf,61.806757413709285,-108.08007,,0.16040781,94.500824
4115,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.05745,31290.407184123993,4115,544.11426,inf,1296,14.572773,,,12.807385,-0.04,254300,0.12,0.0009999999,584566.4,-137.05745,14.782418,5.5360733e-12,,-544.11426,0.0009999999,,inf,61.798298906439854,-112.91955,,0.23935497,94.500824
4116,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.05159,31302.04128718376,4116,544.11426,inf,1296,14.572563,,,14.702465,0.04,254319,0.12,0.0009999999,584684.4,-137.05159,14.782176,5.533383e-12,,-544.11426,0.0009999999,,inf,61.78790087463557,-113.06684,,0.31788614,94.500824
4117,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.04466,31313.119323968887,4117,544.11426,inf,1296,14.572216,,,14.149305,0.12,254333,0.12,0.0009999999,584797.9,-137.04466,14.781933,5.5306957e-12,,-544.11426,0.0009999999,,inf,61.77629341753704,-108.49099,,0.40082562,94.500824
4118,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.04308,31323.857536554337,4118,544.11426,inf,1296,14.571958,,,14.496057,0.2,254368,0.12,0.0009999999,584933.4,-137.04308,14.78169,5.52801e-12,,-544.11426,0.0009999999,,inf,61.76979116075765,-130.51045,,0.47700188,94.500824
4119,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.03607,31334.344038248062,4119,544.11426,inf,1296,14.571649,,,14.31178,-0.2,254383,0.2,0.0009999999,585046.56,-137.03607,14.781447,5.525326e-12,,-544.11426,0.0009999999,,inf,61.75843651371692,-108.14286,,0.16223252,94.500824
4120,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.03168,31344.53625035286,4120,544.11426,inf,1296,14.570959,,,12.721462,-0.12,254422,0.2,0.0009999999,585170.5,-137.03168,14.781204,5.5226444e-12,,-544.11426,0.0009999999,,inf,61.75291262135922,-118.9114,,0.23973359,94.500824
4121,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.02461,31355.130972623825,4121,544.11426,inf,1296,14.570848,,,15.120404,-0.04,254436,0.2,0.0009999999,585283.44,-137.02461,14.780962,5.5199643e-12,,-544.11426,0.0009999999,,inf,61.74132492113565,-107.937874,,0.31765985,94.500824
4122,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.01883,31365.466720819473,4122,544.11426,inf,1296,14.570418,,,13.79597,0.04,254453,0.2,0.0009999999,585401.6,-137.01883,14.780719,5.5172867e-12,,-544.11426,0.0009999999,,inf,61.73047064531781,-113.22794,,0.4009155,94.500824
4123,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.01308,31375.736773490906,4123,544.11426,inf,1296,14.57022,,,14.753806,0.12,254471,0.2,0.0009999999,585519.94,-137.01308,14.780477,5.5146105e-12,,-544.11426,0.0009999999,,inf,61.71986417657046,-113.30007,,0.47565904,94.500824
4124,0.0009999999,0.0009999999,544.11426,11,,0.04,0.12,,142.00731,31386.494728803635,4124,544.11426,inf,1296,14.568808,,,9.739054,0.2,254496,0.2,0.0009999999,585638.1,-137.00731,14.780233,5.511936e-12,,-544.11426,0.0009999999,,inf,61.710960232783705,-113.15839,,0.55815244,94.500824
4125,0.0009999999,0.0009999999,544.11426,11,,0.12,0.12,,142.00009,31396.97647166252,4125,544.11426,inf,1296,14.568061,,,12.4974785,-0.2,254510,-0.2,0.0009999999,585750.4,-137.00009,14.779991,5.509264e-12,,-544.11426,0.0009999999,,inf,61.69939393939394,-107.26164,,-0.15968621,94.500824
4126,0.0009999999,0.0009999999,544.11426,11,,0.12,0.12,,141.99243,31408.595990657806,4126,544.11426,inf,1296,14.567504,,,13.257654,-0.12,254526,-0.2,0.0009999999,585860.75,-136.99243,14.779749,5.506594e-12,,-544.11426,0.0009999999,,inf,61.68831798351915,-105.42849,,-0.07907453,94.500824
4127,0.0009999999,0.0009999999,544.11426,11,,0.12,0.12,,141.98517,31421.40532183647,4127,544.11426,inf,1296,14.567193,,,14.294762,-0.04,254548,-0.2,0.0009999999,585972.8,-136.98517,14.779507,5.503926e-12,,-544.11426,0.0009999999,,inf,61.67870123576448,-107.04773,,-0.0030765869,94.500824
4128,0.0009999999,0.0009999999,544.11426,11,,0.12,0.12,,141.97865,31433.596715688705,4128,544.11426,inf,1296,14.566704,,,13.541063,0.04,254564,-0.2,0.0009999999,586087.9,-136.97865,14.779264,5.501259e-12,,-544.11426,0.0009999999,,inf,61.667635658914726,-110.102104,,0.07876955,94.500824
4129,0.0009999999,0.0009999999,544.11426,11,,0.12,0.12,,141.9712,31445.469377994537,4129,544.11426,inf,1296,14.566637,,,15.303436,0.12,254587,-0.2,0.0009999999,586199.1,-136.9712,14.779022,5.4985946e-12,,-544.11426,0.0009999999,,inf,61.658270767740376,-106.194565,,0.15916148,94.500824
4130,0.0009999999,0.0009999999,544.11426,11,,0.12,0.12,,141.96553,31457.54729628563,4130,544.11426,inf,1296,14.566533,,,15.127407,0.2,254606,-0.2,0.0009999999,586317.6,-136.96553,14.77878,5.4959323e-12,,-544.11426,0.0009999999,,inf,61.647941888619854,-113.51583,,0.24150167,94.500824
4131,0.0009999999,0.0009999999,544.11426,11,,0.12,0.12,,141.96028,31469.372898101807,4131,544.11426,inf,1296,14.566305,,,14.63176,-0.2,254629,-0.12,0.0009999999,586437.94,-136.96028,14.778538,5.4932725e-12,,-544.11426,0.0009999999,,inf,61.638586298717016,-115.263245,,-0.0827321,94.500824
4132,0.0009999999,0.0009999999,544.11426,11,,0.12,0.12,,141.95325,31481.389712810516,4132,544.11426,inf,1296,14.56608,,,14.628323,-0.12,254645,-0.12,0.0009999999,586550.8,-136.95325,14.7782955,5.4906136e-12,,-544.11426,0.0009999999,,inf,61.62754114230397,-107.9053,,0.001152657,94.500824
4133,0.0009999999,0.0009999999,544.11426,11,,0.12,0.12,,141.94559,31492.814517974854,4133,544.11426,inf,1296,14.565445,,,12.94415,-0.04,254659,-0.12,0.0009999999,586661.1,-136.94559,14.778054,5.4879564e-12,,-544.11426,0.0009999999,,inf,61.61601742075974,-105.34552,,0.079934016,94.500824
